Subject,Subject,CB,StandardProblem,StandardAcc,StandardResp,StandardAccLast,StandardRespLast,StandardStr,ControlAcc,ControlResp,ControlAccLast,ControlRespLast,ControlStr,StandardConfidence,StandardConfidenceStr,ControlConfidence,ControlConfidenceStr,StandardOpinion,StandardOpinionStr,ControlOpinion,ControlOpinionStr
344,,2b,PE,1,0.05,1,0.05,.$0.05,1,0.9,1,0.9,"$.90, but only after thinking for a little bit first.",0.5,50%. It felt like there were other reasonable solutions but mine made more sense to me at the moment.,0.9,I am quite positive. Maybe a 90%.,0.6,...Maybe like 60% if they use their intuition or think about the problem enough. There could be more than one solution so it would also depend on which answer makes most sense after analyzing each case.,-0.9,Hmm...75-90%. It seemed pretty straightforward to me!
345,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.8,80%,0.75,75%
346,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.8,80%,0.75,75%
347,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.8,80%,0.75,75%
348,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100,1,100,0.75,75,0.95,95
349,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.6,60%,0.75,75%
350,,2b,PE,1,0.05,1,0.05,0.05,1,0.9,1,0.9,0.90,1,100,1,100,0.8,80,0.75,75
351,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.75,75%,0.5,50%
352,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$0.90,1,100%,1,100%,0.5,50%,0.5,50%
353,,2b,PE,1,0.05,1,0.05,.05,1,0.9,1,0.9,.90,0.7,70,1,100,0.4,40,0.5,50
354,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.4,40%,0.65,65%
355,,2b,PE,1,0.05,1,0.05,.05c,1,0.9,1,0.9,.90c,0.7,70%,1,100%,0.6,60%,0.95,95%
356,,2b,PE,0,0.1,0,0.1,.10 cents,1,0.9,1,0.9,$.90,0.5,50,1,100,0.4,40,0.75,75
357,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,,"Quite a bit confident actually because if the difference is one dollar between their combined price, and the pencil costs one dollar more than the eraser, there is no other possibility except five cents.",,"I'm very certain because if it were only two dollars then they would just ask what does the banana cost but it isn't so that means they added the total price, which includes both items, together for some reason.",0.75,"Not entirely sure about this but probably around 75% because even though the solution seems obvious once found, not everyone can arrive at that solution easily without knowing what kind of logic trick is being used here.",0.85,Probably at least 85% since I think most people could solve it if they pay close enough attention.
358,,2b,PE,1,0.05,1,0.05,.05 cents,1,0.9,1,0.9,$.90,0.3,30%,0.9,90%,0.15,15%,0.75,75%
359,,2b,PE,0,10,0,100,"The eraser would have to cost 10 cents then because otherwise the pencil would have to be negative, which wouldn't make any sense. I am totally sure about that answer, so I say 100% confident.",1,0.9,1,0.9,.90 cents.,1,100% confident!,0.95,"I am pretty sure that it is $.90, maybe about 95% positive.",0.9,Most of the people taking the survey will likely answer it correctly as well; although there could still be some that are confused about how to interpret 'one more dollar' than a particular price point. But for now I think the right answer is going around pretty fast; I guess most will know that the answer should be somewhere between $.01 and $1. Maybe a bit lower though - say around 90%.,0.65,"It's a pretty straightforward question. So I would assume at least around 75%, but if there were a lot of really young children answering, or older adults with Alzheimer's disease or something like that, then probably more towards 65%."
360,,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.7,70%,0.8,80%
361,,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.7,70%,0.8,80%
362,,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.6,60%,0.8,80%
363,,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.75,75%,0.95,95%
364,,1a,PE,1,0.05,1,0.05,Eraser costs $.05,1,0.9,1,0.9,Banana costs $.90,1,100%,1,100%,0.9,90%,0.8,80%
365,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100,1,100,0.9,90,1,100
366,,1a,PE,0,0.1,0,0.1,.10,1,0.9,1,0.9,.90,0.9,90%,0.9,90%,0.75,75%,0.8,80%
367,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100,1,100,0.9,90,0.9,90
368,,1a,PE,1,0.05,0,1.1,"$.05, because if the pencil costs one dollar more then it would be $1.05 and that would total up to $1.10",1,0.9,1,0.9,$.90,0.95,"95%, I'm just not completely sure why the problem said ""together"" but I think I got it right.",1,100%.,0.6,"60%, maybe less because the wording can throw them off.",0.85,85%
369,,1a,PE,1,0.05,0,1.1,"Eraser costs $.05, since a pencil that costs $1 more than an eraser that costs $.05 would cost $1.05 for both items, which equals $1.10.",1,0.9,1,0.9,Banana costs $.90,1,I am 100% confident about my answer because it makes perfect sense.,1,"I'm 100% certain of my answer. Again, it just seems logical since two plus nine is eleven minus eight.",0.7,Maybe around 70%. It seems like this could be a common question on standardized tests so most people have likely encountered it before.,-0.9,"Probably 85-90%, because many people might remember this trick question if they have taken similar math related exams."
370,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90,0.9,90,0.75,75,0.6,60
371,,1a,PE,1,5,1,5,5 cents,1,90,1,90,90 cents,0.9,90%,0.7,70%,0.35,35%,0.55,55%
372,,1a,PE,1,0.05,0,1.05,Eraser is $.05; pencil is $1.05,1,0.9,1,0.9,Banana is $.90,0.9,90%,1,100%,0.85,"I'd guess that most adults could answer this question so perhaps as many as 85%, maybe even more.",-0.95,"This seems like another simple addition problem, so I think probably 90-95% of adults would get it correct."
373,,1a,PE,1,5,1,5,"5 cents; I divided .10 by 2 then subtracted it from 1 for a total of $1.05, but realized I forgot the $1 difference which means .10 should be 5 cents.",1,90,1,90,"90 cents, simple multiplication after calculating the value left over.",0.75,"75% - my answer was wrong once, but that may just mean it was one time that I messed up when adding the difference.",1,100%; easy math and addition question so there's little doubt for error on my part.,0.8,80%; many will answer without taking into consideration all factors or get lazy with their calculation methods.,0.95,95%; a very straightforward math problem which should have no difficulty in being calculated by the majority.
374,,1a,PE,0,0.25,0,0.25,.25 cents,1,0.9,1,0.9,0.90 cents,1,100%,1,100%,0.6,"I don't know for sure but I think at least half would have gotten it right, so around 60%.",0.7,Same as before - probably more than 70%.
375,,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.7,70%,0.8,80%
376,,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.7,70%,0.8,80%
377,,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.7,70%,0.8,80%
378,,1a,PE,1,0.05,0,1.05,Eraser costs $.05 and pencil costs $1.05,1,0.9,1,0.9,Banana costs $.90,1,100%,1,100%,0.5,50%,0.75,75%
379,,1a,PE,0,0.1,0,0.1,.10 cents,1,90,1,90,90 cents,0.95,95%,0.95,95%,0.6,60%,0.7,70%
380,,1a,PE,0,0.1,0,0.1,.10,1,0.9,1,0.9,.90,1,100,1,100,0.5,50,0.75,75
381,,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05.",1,0.9,1,0.9,Banana costs $.90,0.95,I am very confident.  95%.,0.85,I am very confident.  85%.,0.75,I think that about 75% of people would solve this correctly.,0.9,I think that about 90% of people would solve this problem correctly.
382,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100,1,100,0.99,99,0.98,98
383,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90,0.8,80,0.7,70,0.65,65
384,,1a,PE,1,0.05,1,0.05,"$.05, I subtracted the extra cost from the total price then divided that number by two because the answer has to be symmetric or something like that.",1,0.9,1,0.9,"$.90, I simply took the cost of the magazine away from the total price.",0.95,"95%, I mean it's an easy question.",1,"100%, its just simple subtraction.",0.001,"70%, I feel like some people would just say .10 for the eraser and .10 for the pencil without figuring out the true answer.",0.9,"90%, its just basic subtraction."
385,,1a,PE,1,0.05,0,1.05,"Eraser cost $.05, Pencil cost $1.05.",1,0.9,1,0.9,Banana cost $.90,1,I am 100 % confident that my response is correct.,1,I am 100% confident in my response.,0.9,"At least 90%, because its a common problem",0.8,Most people would have gotten it right. So at least 80%.
386,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90%,1,100%,0.9,90%,0.7,70%
387,,1a,PE,1,5,0,1.1,"5 cents, because if the pencil cost a dollar more than the eraser, then the eraser would have to be worth 5 cents and the pencil a dollar and 5 cents which would add up to $1.10.",1,90,1,90,The banana costs 90 cents.,0.9,90%.,0.97,"97%, just making sure I added properly!",0.65,"65%, because although many people solve problems like that on first instinct, there could still be quite a few who do not know or forget about algebraic thinking.",0.95,"95%, because its less complicated than the last one but requires basic math skills to solve correctly."
388,,1a,PE,1,0.05,0,1.1,The eraser costs $0.05; the pencil therefore costs $1.05 (= $0.05 + $1) which totals the stated $1.10 for the pair.,0,2,1,0.9,"Since the magazine was $2.00, the only amount remaining for the banana is $0.90",1,I am completely confident. My confidence level is at 100%.,1,This seems like a straightforward calculation to me; there’s no need to add numbers or make any complex deductions. Therefore my confidence remains high at 100%.,0.49,Based on prior experience I expect about half the population gets that one wrong so I put them at 49%.,0.9,"Given this one involves just a subtraction exercise, most people should answer it right. Therefore my estimate for the percentage solving correctly goes to 90%."
389,,1a,PE,0,0.1,0,1,"The eraser must cost $.10, making the total cost equal $1.10 ($.10+$1) when the two prices are combined.",0,1,0,1,You cannot determine that! Just because there is an initial incorrect assumption presented before this question doesn't make the price for the banana automatically 1 dollar higher as if one has just added the extra price to the previous question. This has been a trick question I have seen so often that some websites even say its only for people who fall for traps but they don't give their reasoning for that statement other than it's tricky. People have already noticed that something could be fishy and wouldn't try adding again the same amount because that seems ridiculous especially after knowing it wasn't correct with pencil & eraser question where someone clearly thought about both prices before coming up with wrong assumptions due to poor presentation methods on these sites which try to judge our intelligence instead of giving accurate information based upon real research data from experts not internet jokes/fun facts made by unknown individuals whose intentions may not necessarily reflect proper academic studies nor professional standards related to conducting such surveys legitimately without hidden bi,0.95,95,0.97,97,0.57,"About 42% or lower would solve it incorrectly, and I'm assuming around 57% would answer it correctly because people think outside of the box here and realize the solution.",-0.95,I'm pretty confident in my answer so around 85-95%. Some might still assume they need to add extra price when they actually do not because the phrasing could have been clearer.
390,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.8,80%,0.95,95%
391,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.8,80%,0.95,95%
392,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.9,90%,0.95,95%,0.6,60%,0.75,75%
393,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.75,75,1,100,0.6,60,0.95,95
394,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.9,90%,0.95,95%
395,,1b,BM,1,0.45,1,0.45,"$.45.  If the magazine costs $2 more than the banana then the difference between the two prices is $2.  Therefore, the price of the banana must be half of the difference.  Half of $2 is $1, and half of $2 again would be $.50.  But since the total cost of the magazine and banana is $2.90, subtracting the magazine's cost ($2) leaves $.90 for the banana.  This is $.45 more than the first calculation so the actual cost of the banana should be $.45.",1,0.1,1,0.1,"$.10.  You said that the pencil costs $1, so if the total cost for both items is $1.10 then the eraser must be $.10.",0.6,60%.  I am pretty sure that my answer is correct but there is still some doubt because it seems like such an odd number.,1,100%.  I am completely certain that my answer is correct.,0.7,70%.  Some people might have trouble with the math and others may just guess at the answer.,0.95,95%.  Most people know basic arithmetic and can solve this problem.
396,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.9,90%,0.95,95%,0.7,70%,0.9,90%
397,,1b,BM,1,0.45,0,2.45,"Banana - $0.45, Magazine - $2.45",1,0.1,1,0.1,$0.10,0.75,75%,1,100%,0.8,80%,0.95,95%
398,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.6,60,0.95,95
399,,1b,BM,1,0.45,1,0.45,$.45 cents or forty five cents,1,0.1,1,0.1,.10 cents (or ten cents),0.95,95%,0.95,95%,0.65,65%,0.75,75%
400,,1b,BM,0,,0,,Fifty cents,0,,0,,Ten cents,1,100%,1,100%,0.75,75%,0.9,90%
401,,1b,BM,1,0.45,1,0.45,The banana cost $.45.,1,0.1,1,0.1,The eraser costs $.10,1,I am 100% sure my answer is correct.,0.9,90%,0.33,At most only 33%.,0.75,75%
402,,1b,BM,0,0.9,0,2,Banana = $0.90 Magazine = $2.90 - $0.90 = $2,1,0.1,1,0.1,$0.10,1,100%,0.95,95%,0.8,80%,0.75,75%
403,,1b,BM,0,2.9,0,2,This one is tougher so lets start with what we do know.  First we know that if both items are purchased together the total cost equals $2.90.   Also that the difference in price between them is $2 ($Magazine - $Banana).   So if x is the price of the Banana then $Magazine would be ($x+2) since it costs two dollars more than the banana.,1,0.1,1,0.1,The eraser would cost $0.10 cents because if the pencil cost a dollar than the total cost for the two items must be $1.10.  Answer=$.10,0.65,"Honestly this one has me stumped for the moment but I think its just a mental block as I keep coming up against the same point while working it out.   Given enough time and no distractions I should be able to solve it with ease so at present, probably only 65%.",1,I am totally sure of my answer. So 100%.,0.55,My first thoughts are maybe around half can get this because there’s often a mental hurdle to jump through when presented with an algebraic question even though once the basic tenets are grasped there's no reason why most adults couldn’t do this calculation. So maybe about 55%.,0.75,"Based on similar surveys, I estimate that approximately 60-75% of adults can solve this particular question without hesitation. So between 60% and 75% could answer correctly."
404,,1b,BM,0,0.4,0,0.4,.4,1,0.1,1,0.1,0.1,0.65,65,1,100,0.6,60,0.75,75
405,,1b,BM,0,90,0,90,90 cents,1,10,1,10,10 cents,0.95,95%,0.95,95%,0.8,80%,0.75,75%
406,,1b,BM,0,90,0,90,90 cents,1,10,1,10,10 cents,0.95,95%,0.95,95%,0.8,80%,0.75,75%
407,,1b,BM,0,90,0,90,90 cents,1,10,1,10,10 cents,0.95,95%,0.95,95%,0.8,80%,0.75,75%
408,,1b,BM,0,90,0,90,90 cents,1,10,1,10,10 cents,1,100%,1,100%,0.85,85%,0.95,95%
409,,1b,BM,0,30,0,30,30 cents,1,10,1,10,10 cents,0.9,90%,0.95,95%,0.8,80%,0.9,90%
410,,1b,BM,1,0.45,0,2.45,Banana = $0.45; Magazine = $2.45,1,10,1,10,10 cents,0.7,70%,1,100%,0.6,60%,0.95,95%
411,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.9,90%
412,,1b,BM,0,30,0,30,30 cents,1,10,1,10,10 cents,0.95,95%,0.95,95%,0.75,75%,0.95,95%
413,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.8,80%,0.95,95%
414,,1b,BM,1,45,1,45,Banana costs 45 cents,1,10,1,10,Eraser cost 10 cents,1,100%,1,100%,0.65,65%,0.75,75%
415,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.97,97,0.95,95,0.3,30,0.6,60
416,,1b,BM,0,2,0,2.45,"Oh! This one's easy. Let B represent the cost of the banana. Then the cost of the magazine would be B+2 dollars. Together they equal $2.90 so B+B+2 = $2.90, or B=$.45 and the cost of the magazine is $2.45.",0,1,0,0.05,"It seems like a trick question. But if we say that the store offers special deals, it's possible that buying both items might be cheaper than buying them separately. So let's see... If the pencil costs $1, then the only way for the total to be $1.10 is if the eraser is $0.10. But I think the answer they want is $0.05.",0.8,"80%. It feels right, but that could also just mean that I don't see any mistakes in my logic yet.",0.001,"40%. My first instinct was $0.10, but this second answer seemed more likely. But I can't help feeling like there's something off about either answer.",,"I dunno. I feel like maybe half might have gotten it right? It took me a few seconds to recognize what was happening, so maybe most people never did figure it out.",0.001,Maybe 70%. But a lot of people probably think like me - they get the $0.10 answer and feel suspicious.
417,,1b,BM,0,,0,,Ninety cents. It has to cost ninety cents or the price would exceed the total if it were any less.,0,,0,,Ten cents (because a dollar plus ten cents equals eleven dimes),0.98,98%. This is an easy math problem so I’m pretty sure but maybe just missing something by mistake.,1,100 percent because I am positive the pencil is one dollar and since that's 100 percent then it must be true that the eraser costs only ten cents.,,Probably about three-fourths. It is a simple math problem and even a child could solve this one with ease.,,Less than half of the people because most people don't understand this kind of logic.
418,,1b,BM,1,0.45,1,0.45,"I believe the answer to this problem is $.45, because when subtracting two dollars from the total sum and then dividing by two to evenly split the remainder between the objects, that solution presents itself",1,0.1,1,0.1,".10 cents, since that's the only money left after paying a dollar for the pencil",0.8,"80%, while there is room for human error on calculation and slight variation on perceived prices of these items, the method seems relatively solid and I've done simple calculations similar to this in the past with a decent accuracy rate.",0.99,"99%, just unsure about if I should round up or down the zero cent amount",,Possibly as high as seventy five to eighty-five,0.7,About 70 percent I think
419,,1b,BM,0,,0,,"Ninety cents because the pencil example above seemed intuitive so following logic again would mean twenty cents extra over that, leading to ninety cents.",0,1,0,1,"Ten cents. Because if the pencil is $1 then the remaining amount, ten cents, would be for the eraser.",1,"Over 80%, this problem seems almost identical to the previous one, save for changing names from pencils to magazines and erasers to bananas; however, given what was previously said about human nature potentially varying widely despite appearing uniformly homogeneous, even such slight discrepancies could influence answers. In this case though, given prior experiences where both questions have been posed, there's less likelihood of stumbling into pitfalls unless presented under very specific contexts, hence greater certainty in answering here. Still though, that pesky human nature can creep up sometimes, so there's always that tiny niggle that someone out there may find ways to contradict my answer, thus preventing it from being an absolute 100%.",0.9,90% confident. Although this seems very intuitive my confidence is lowered because there could always be another scenario that I am forgetting which could possibly change the answer. However I cannot think of any situation right now so it's probably correct.,0.75,"Approximately the same as before, at least 75%; while this time around I believe that most people might recall their mistakes or successes on similar problems more vividly than usual thanks to having already tackled the pencil question recently, hence boosting chances of arriving at right answers, nevertheless there still will be those who let external distractions or internal biases affect responses. Consequently, just like last time, it wouldn't surprise me if some did go off-track due to these reasons, though hopefully not many since this seems fairly straightforward once you spot the pattern.",0.75,"Around 75%, based on experience and an assumption about general human ability and willingness to consider more than just face value information presented to them. But, like everything, it will vary person by person and task to task, some might consider it or remember examples where most of the participants got the question wrong while others will only focus on times when everyone around them solved problems similar to it correctly. So to simplify matters let's stick with average cases which should lead me towards a belief that most will solve it, but at least not all since there will certainly be those who overlooked something due to haste or preoccupation or whatever else life can throw their way, although still enough will answer it correctly as long as the wording of the question doesn't introduce any major confusions for a sizable portion of individuals (and I believe there are none)."
420,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.85,85%
421,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.8,80%
422,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.85,85%
423,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.9,90%,0.9,90%
424,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.6,60,0.8,80
425,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.8,80%
426,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.85,85%
427,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.9,90%,1,100%,0.6,60%,0.8,80%
428,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.6,60%,0.8,80%,0.7,70%,0.7,70%
429,,2a,BM,1,0.45,1,0.45,"$.45 (thinking out loud ""the magazine costs 2 dollars more so it's 2.45 and the magazine plus banana is 2.90, therefore the banana costs .45"")",1,0.1,1,0.1,"$.10 (thinking out loud ""the pencil costs one dollar so the eraser must be ten cents."")",0.85,I am 85% sure because I don't have my calculator or paper.,1,I am 100% sure.,0.75,75%,0.95,95%
430,,2a,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$.10,0.7,70%,1,100%,0.5,50%,0.95,95%
431,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.5,50%,0.7,70%
432,,2a,BM,1,45,0,0.9,"The banana costs 45 cents and the magainze costs $2.45 (answer in whole numbers). I just added .90, and subtracted the amount for the magazine.",0,1,1,10,"Umm, if the pencil costs one dollar then the eraser must be ten cents since the total is 1 dollar 10 cents (answer is in whole numbers again).",0.75,I am pretty sure; my confidence is 75%.,1,I am completely certain that is right -- 100%.,0.7,I think that most people who took their time would probably get it right... so I'm going to go with 70%.,0.95,Everyone should definitely solve this second question right. I will say 95% as an absolute minimum because I don’t know what some peoples thought processes would be.
433,,2a,BM,0,0.7,0,0.7,Bananas cost $0.70.,0,,0,,An error! The problem doesn't work out that way at all.,1,I'm totally sure - 100%.,0.25,"Not confident enough at all, I would say around 25%.",0.65,At least 50% if not more - 65%.,0.5,No idea - maybe about 50%.
434,,2a,BM,1,0.45,0,2,"The Banana cost $0.45 cents because if you add the .45 to 2.00 which was what I added it will make a total of 2.45, this being the exact amount that you stated. If you subtract 0.45 from 2.45 that equals exactly to $2, then leaving the magazine at exactly $2, but for that you would need an additional $0.05 so the price can round out to exactly 2 dollars. So if there were a store or someplace like that selling items like that, it might cost $0.45 for one banana, while they sell other magazines on the same rack or whatever at 2 bucks a pop! That makes sense now!",0,0.9,1,10,It's going to be -$.90 or 9 cents I think it will be -$.90 since the Pencil is 1 dollar making the Eraser 0 Dollars but that would leave us 0 cents away so you should make up a bit for it by taking away 10 cents,1,100%,0.4,40% I have doubts,0.25,"25%, mainly because people aren't good with math or something along those lines. Or just didn't put thought into it",-0.75,"50-75%, as the answer to it could go both ways"
435,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.75,75,0.8,80
436,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.8,80%
437,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.95,95%
438,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.75,75,0.85,85
439,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.9,90%,0.9,90%
440,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.75,75,0.95,95
441,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.75,75%,0.95,95%,0.75,75%,0.95,95%
442,,2a,BM,1,0.45,0,2.9,"$.45, because if the magazine cost $2.45 then the total would be $2.90. If that's not correct, I don't know.",1,0.1,1,0.1,"$.10, because the pencil already costs a dollar so the eraser must cost a dime.",0.3,"30%, only because my logic says it should work out to that.",1,100%,0.7,70%,0.85,85%
443,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.9,90%,0.85,85%
444,,2a,BM,1,0.45,0,2.45,Banana costs $0.45 and Magazine $2.45,1,0.1,1,0.1,Eraser Costs $0.10,0.9,90%,0.9,90%,0.3,30%,0.9,90%
445,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.9,90,0.7,70
446,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.9,90%,0.9,90%,0.7,70%,0.99,99%
447,,2a,BM,1,0.45,1,45,"0.45, or 45 cents (or an equivalent decimal).",1,0.1,1,10,0.10 or 10 cents (or an equivalent decimal),0.86,86%.,0.98,"98%, since there's still some room for error",0.5,50%.,0.85,"85%, given that its almost a textbook question on how to think through math problems like that one"
448,,2a,BM,1,0.45,1,0.45,"$.45 cents, because if a magazine costs $2.45 (being $2 more), then the banana must be $0.45.",0,0.05,0,0.05,"It still costs $.05 cents, just like before! That one was simple, since we can directly deduce that an item's cost didn't change just by altering its pairing with another object.",1,"100%. I'm quite sure that's right, although it took me a moment.",1,"Also 100%, if you don't mind me sounding boastful!",0.6,I think at least 60% of the population will answer it incorrectly.,0.45,"At minimum, maybe around 45%. This seems a bit more straightforward than the prior question."
449,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.99,99%,0.99,99%
450,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.6,60%,0.75,75%
451,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.8,80%,0.95,95%
452,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.6,60%,0.75,75%
453,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.8,80%,0.5,50%
454,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.6,60%,0.75,75%
455,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.4,40%,0.75,75%
456,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.9,90%,0.95,95%
457,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100,1,100,0.65,65%,0.75,75%
458,,2b,PE,0,0.5,0,0.5,$.50. Because if the difference between the total price and the eraser is one dollar then half of the total price would be the eraser price.,1,0.9,1,0.9,$.90,0.8,80%.,1,100%,0.01,75%. Some may have answered without thinking or just add the total price and divide by 2 which is wrong. But most people should understand that the pencil costs $1 more so they can calculate easily.,0.1,90%. I think there might be some people who will add the two prices instead of subtracting but that's still less than 10%.
459,,2b,PE,1,0.05,0,1.05,"$0.05 for the eraser, $1.05 for the pencil",1,0.9,1,0.9,$.90,1,I am 100% sure of my answer.,1,I am 100% sure of my answer.,0.6,60%,0.85,85%
460,,2b,PE,0,0.5,0,0.5,.50,1,0.9,1,0.9,.90,1,100%,1,100%,0.4,40%,0.75,75%
461,,2b,PE,1,0.05,0,1,"$.05, because it says the pencil costs $1 more than the eraser. So if the pencil costs $1 the eraser has to be .10 cents, so the pencil can be $1 dollar more.",1,0.9,1,0.9,"$.90, because it says that everything together costs $2.90 and we know that the magazine cost $2, so the banana must be $.90",0.8,"I am 80% sure on this one, it just seems like there should be another way.",1,I am 100% sure about this answer,0.2,I think only 20% of people got that correct. It is misleading but easy to figure out with patience,0.65,65%
462,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.8,80%,0.9,90%
