Subject,Subject.1,CB,StandardProblem,StandardAcc,StandardResp,StandardAccLast,StandardRespLast,StandardStr,ControlAcc,ControlResp,ControlAccLast,ControlRespLast,ControlStr,StandardConfidence,StandardConfidenceStr,ControlConfidence,ControlConfidenceStr,StandardOpinion,StandardOpinionStr,ControlOpinion,ControlOpinionStr
243,,1a,PE,0,0.1,0,0.1,.10,1,0.9,1,0.9,.90 cents,0.85,I would say about 85%,0.95,I'd put my confidence level around 95%,0.3,Maybe 25% to 30% at the most.,0.5,"If they did the first question right, probably another 25% or so will get this one right for an overall 50%."
244,,1b,BM,0,1.7,0,0.2,"This one seems like another trick question, so let me think for a minute…The magazine costs $1.70 more than the banana, which makes the banana .20 cents ($1.90 - $1.70 = $.20), and that must be correct because I don’t see any other way out of it!",1,0.1,1,0.1,"$.10 cents (I think they are trying to get people to make a common mistake, but this one is too obvious).",0.8,"Well, it certainly seemed strange to me, but there didn’t seem to be any other solution possible, so I am going with 80%, assuming that if anyone else has worked it out they will come to the same conclusion as I did.",1,100%,0.65,"I’m pretty good at math, so perhaps I will go up to about 65% on this one, considering all the possibilities of mistakes that could have been made here.",0.95,I would say at least 95%.
245,,2a,BM,1,0.45,0,2.45,"Banana cost .45 cents, Magazine would be $2.45, but this was a trick question. They only asked for the price of the Banana.",1,10,1,10,10 Cents,0.85,85% because I did it fast so there could be an error,0.9,"90%, because I read both problems first then gave answers after reading both again.",0.7,70%,0.65,65%
246,,2a,BM,0,0.9,0,0.9,.90 cents,1,0.1,1,0.1,.10 cents,1,100,1,100,0.5,50,1,100
247,,1a,PE,0,10,0,10,Eraser costs 10 cents,1,0.9,1,0.9,Banana costs $0.90 cents,0.9,90%,0.8,80%,0.6,60%,0.5,50%
248,,2a,BM,1,0.45,1,0.45,Banana costs $.45. (correct answer),1,0.1,1,0.1,Eraser costs $.10 cents. (incorrect answer),0.9,90%.,0.75,75%.,0.8,"About 80%, I'd say.",0.6,I'd say about 60%.
249,,1b,BM,0,2,0,0.95,"Here we go again with another deliberately vague problem! However, I suppose I can make some reasonable assumptions based on common practice... If I assume the banana's cost is x dollars, then the magazine should cost x + 2 dollars. Added together, they come out to 2.90, so setting up the equation x + (x+2) = 2.90 gives me x=0.95, which suggests that the banana costs $0.95. Once again, though, my confidence level here remains fairly low, given the question's inherent ambiguity.",0,0.99,1,0.1,"It seems that this problem has been deliberately set up such that most people would overlook the fact that the prices include sales tax, but if I assume that the base prices are $0.99 and $0.01 respectively, then the eraser's price is $0.10. However, there is not enough information in this question for me to provide an answer without making assumptions about the pricing scheme at work here; it could be anything within a range, depending on what sales tax percentage applies. Without knowing that, my best guess is a mere shot in the dark.",0.6,"Let's say I am 60% confident this time. Again, it all hinges on what actually constitutes ""cost"" for these items; if there happen to be any hidden or extra charges involved, my answer could easily turn out wrong. So, although I did take into account various potential factors and made an educated guess, ultimately I cannot claim absolute certainty without more specific information being provided.",0.5,"50%, because although my assumptions about the prices and the resulting calculation seem logical, I don't know whether these are correct or not; thus, my confidence level can only be moderate. If asked again under different circumstances - say, given additional information - my confidence might rise significantly, or maybe even fall back down, depending upon that new info.",-0.15,"Given how most folks tend to rush through such problems rather than think them through methodically, maybe about 10-15%. Chances are high they will just subtract one item's cost from another, neglecting other possible considerations - unless they happened to notice or infer something more nuanced while reading. But honestly, even then, some might still miss the point despite their best efforts.",0.001,"30%. The majority of people are likely to simply subtract the pencil price from the total cost instead of considering possible underlying factors such as taxes or other hidden costs. They would end up with an incorrect figure, probably something like $0.10, due to their oversight regarding those base prices."
250,,2b,PE,1,0.05,0,1.1,"The eraser costs $0.05, and the pencil is $1.05.  This answer can be reached by using $x$ for the eraser price. You would then set up two equations, $x + ($x + 1) = $1.10$, and solve both to find their prices.",1,0.9,1,0.9,"$0.90, because I subtracted the magazine price from the total sum.",0.95,"I’m quite sure; the logic seems sound here, so 95%.",0.8,80% - just double-checking it,0.4,"I believe that around 40%, because some individuals may have difficulty understanding the wording of the issue or solving it with basic math.",0.5,50%. This question might cause people to overlook that they must use substitution instead of addition/subtraction.
251,,2a,BM,1,0.45,0,1.45,"Banana costs $0.45, Magazine costs $1.45",1,0.1,1,0.1,Eraser costs $0.10,0.75,75%,0.9,90%,0.85,85%,0.9,90%
252,,1a,PE,0,0.1,0,0.1,Eraser costs $.10 cents,1,0.9,1,0.9,The Banana Costs $.90 Cents,1,I am 100% sure.,1,I am 100% sure.,0.95,I think over 95 % will answer it correctly because its a very easy question,0.95,Again more than 95% of people should get right answer but less than previous one as few people will skip question because it may be look same as last one .
253,,1a,PE,0,0.1,0,0.1,.10 cents,1,0.9,1,0.9,.90 cents,1,100%,0.9,90%,0.5,I assume less than 50% but maybe half?  50%.,0.0045,Similar to last one..maybe even lower though..45%?
254,,2b,PE,1,0.05,1,0.05,"The eraser costs $.05 because, when adding the cost of the two items ($1 for the pencil; $1.05 total) and then taking into account how much more the pencil costs ($1), one determines that the eraser must equal the original total minus that amount (i.e.: $1.05 - $1 = .05 cents).",1,0.9,0,2,"The Banana Costs $.90 because that is all that remains from the total amount spent, given that we know how much the Magazine Costs ($2).",0.95,"I would rate myself at approximately 95% certainty due to a lack of potential human errors present within this particular question. Although there is always room for some sort of mistake or flaw in the problem, the answer here appears fairly straightforward.",0.85,85%. I am relatively certain that my answer is correct but I acknowledge the possibility of some sort of arithmetic error on my part or some subtle flaw within the problem itself which may cause an incorrect answer.,0.85,"Perhaps as high as 85%. This problem seems considerably more simple than the last, so there may be fewer mistakes made by participants responding.",0.3,"Perhaps as low as 30%. It appears that this problem causes many errors, even amongst intelligent responders, which may be attributable to a mental math mistake. This error can be caused by any individual focusing solely on the fact that the price difference between both objects adds up to one dollar, rather than using basic subtraction techniques to determine the price of the banana based off its combined cost with the magazine and the known value of the latter."
255,,1b,BM,0,2,0,0.73,"This one takes more thought, right. The difference between the two prices is $2, or the cost of the magazine minus the cost of the banana. That means the cost of the banana plus twice its cost equals $4.90. The solution then must be $.73, slightly over half of what the participant said earlier because it seemed obvious.",1,0.1,1,0.1,"The eraser costs $.10 because when you subtract the pencil’s price, that’s all that remains",0.6,"60%. Maybe a little less actually, but since there is only a choice between percentages, I think I can justify my answer because of basic algebra principles and having gone through the steps of solving the equation.",0.001,"90%. I did pause for a second wondering if I was missing something but decided no, the question is just asking what I think, which I know is $.10.",0.65,Maybe around 65%. It took longer than the first question which might have discouraged some participants from taking time to solve the problem using simple mathematics and may also increase anxiety about their performance making them believe they failed even if they arrived at correct solutions.,0.85,Probably 85%.  It seems like an obvious answer even without understanding why the problem would be tricky so maybe most people solve it and those who don’t get confused by something they imagine.
256,,1a,PE,1,0.05,1,0.05,"Eraser must cost $0.05 because if the pencil cost $1 more, then it would cost $1.05 total, so the eraser must be $0.05.",1,0.9,1,0.9,Banana costs $0.90 because that is the only way for the equation to work out given that magazines typically cost less than bananas.,1,100%.,1,"100%, again, based on past experience buying things at grocery stores, I know bananas are typically more expensive than other produce items and I do a lot of shopping.",0.9,I am not sure but I'd guess around 90% or maybe higher because I feel like most people have encountered similar problems.,0.009,"Probably 70%, since bananas usually cost about $1 so many would probably just assume it's $.90 without doing math but also some wouldn't think twice if they see an unusual price tag and may be familiar with how much bananas cost."
257,,2b,PE,1,0.05,1,0.05,$0.05,1,0.9,1,0.9,$0.90,0.75,75,1,100,0.3,30,0.65,65
258,,2b,PE,1,5,1,0.05,"5 cents, because if the pencil is one dollar more than the eraser, that means it must cost $1.05, so then the eraser is just .05.",1,90,1,90,"90 cents, since the difference between the total price and the magazine price equals the banana's price",1,100% - It’s easy once you get it.,1,"100%, because it makes perfect sense",-0.75,"This one seems harder, I would guess around 60-75%.",0.99,"I don't know. If it was about adding numbers together, then probably close to 99%, but I suspect this one has more room for error"
259,,2a,BM,0,,0,,"I am not sure, I will have to calculate it out.",1,0.1,1,0.1,$0.10.,0.35,35%,1,100%,0.5,50%.,0.7,70%.
260,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,0.95,95%,0.5,50%,0.9,90%
261,,1a,PE,1,0.05,1,0.05,$.05 (The answer that most participants give),1,0.9,0,2,$.90.  This time it's easier to see that the banana just needs to cost $.90 since the magazine is priced at $2.,0.01,"90%.  I'm pretty sure that it would have to be something like this because the pencil, which costs $1, has to cost exactly $1 more than the eraser.",1,100% (because she got it right),,"About half; some will get the correct answer, others won't",-0.95,"I would say about 90-95%, or possibly higher. It was pretty straightforward once I did the calculation for the pencil and eraser."
262,,2b,PE,1,0.05,1,0.05,"Well... 0.05? It seems like an absurdly low price, so I am not very confident with that answer. But if I follow the rule that there's $1 difference, then one thing must cost $1, while the other is cheaper by $0.05.",1,0.9,1,0.9,0.90,0.3,"40-ish, maybe even 30. This problem was odd.",1,100,0.6,"Perhaps 25% since it looks like a classic trick question. Though, some might have noticed the discrepancy when the first answers started rolling in. So perhaps the actual figure is between 45% and 60%.",0.85,"I am guessing about 75%, but my confidence interval would be between 60% and 85%."
263,,1a,PE,0,0.1,0,1.1,"Eraser = .10, Pencil=1+.10=$1.10",0,2.9,1,0.9,Banana=2.90 - 2=$0.90,0.5,50,0.8,80,0.5,50,0.6,60
264,,2a,BM,1,0.45,0,0.9,"Banana costs .45 cents because if you subtract the 2 dollars from 2.90, it will equal to the price of the banana at .90 cents, then divide that by two would make sense for a cheaper item such as a banana.",0,1,0,0.2,"This question confuses me due to the fact that no extra information is given. It says a pencil and an eraser are together, but it doesn't mention whether or not they come in a pack. If they don't come in a pack, then there is nothing left over for the eraser after buying the pencil at $1. If they do come in a pack, it still confuses me because if the package was $1.10 and it includes a free pencil with purchase of an eraser, then yes, it would make sense that the eraser cost $.10, but if it says a pencil and an eraser costs $1.10, then my guess would be a dime ($.10) for each, making it .20 cents for both combined.",0.75,I am 75% sure.,0.4,I am only 40% sure.,0.25,I think only 25% answered it correctly.,0.65,65% answered it correctly.
265,,2b,PE,0,10,0,1,"Eraser must cost 10 cents and the pencil would then cost $1.10 (10 cent plus $1). Therefore, the answer is correct.",1,90,1,90,"90 cents, because 1 dollar minus 2 dollars equals negative a dollar, which doesn't exist in reality, so you need something positive like 90 cents for a real sum that could be paid.",0.8,"I am about 80 percent sure, since I believe it was calculated correctly.",0.5,"50 percent, I'm fairly sure but there is still some doubt in my mind as to whether or not it is right.",0.65,Maybe about 65 percent,0.7,70 percent
266,,1a,PE,0,0.1,0,0.1,$.10,1,0.9,1,0.9,$.90,1,100,1,100,0.9,90,0.85,85
267,,1b,BM,0,2,0,2.9,"Here's the deal -- it appears that the key words are ""more than,"" which means that they cannot be subtracted as was possible with the first problem.  So if Magazine - Banana = $2.00, and Magazine + Banana = $2.90, we must first solve for one unknown using the subtraction equation.",1,10,1,0.1,"10 cents, since the question already stated that a pencil + eraser = $1.10. So if a pencil = $1 then an eraser would have to be equal in value to $.10 or ten cents.",0.65,Moderately certain.  65%.,1,I am completely sure.  100%.,0.3,Less than the pencil/eraser question because I believe that most people will assume incorrectly that the word 'more' indicates subtraction instead of addition.  30%.,0.7,"Approximately 70%, but can vary depending upon education levels.  The answer seems logical enough that most individuals, regardless of educational backgrounds, should be able to arrive at the correct answer."
268,,1b,BM,1,45,1,45,45 cents,1,10,1,10,10 cents,0.95,95%,1,100%,0.85,85%,0.98,98%
269,,1b,BM,1,0.45,1,0.45,The banana costs $0.45.,1,0.1,1,0.1,It costs $0.10.,0.65,65%.,1,100%.,0.3,I think 30% will be correct.,0.95,95%.
270,,2a,BM,1,0.45,0,2.9,"$.45, I used the equation Magazine = $2 + Banana and substituted into $2.90 = Magazine + Banana, then solved for Banana.",0,,0,,"Oh my god, it's a trick question isn't it.  That can't be right.",0.76,"76%, that seemed right, but I thought I could have messed it up.",0.5,"This one is difficult, probably around 50%.  There has to be something else going on here.",0.38,I would guess 38%.  It seems like people are often unsure about what their answers really mean.,0.6,"Well, if they think like I did with the first question, they might get this one right too, so let's say 60%."
271,,1a,PE,1,0.05,0,1.05,The eraser costs $0.05 and the pencil costs $1.05 (because one dollar is a buck and five cents is not)!,0,2,0,2,"If the magazine costs $2 and together with the banana it costs $2.90, then the banana will cost $.90 ($2.90-$2)!",0.98,I am about 98% sure of my answer.,0.95,I am 95% confident in my answer.,0.0005,32% or less; most people tend to solve this intuitively and give an incorrect response because they think that if both items together cost $1.10 and if the difference in price is $1 then the common factor should be $0.10 rather than $0.05,0.67,"About 67%, because when presented with real money amounts there’s no confusion about their value."
272,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.6,60%,1,100%,0.3,30%,0.85,85%
273,,2a,BM,1,0.45,1,0.45,$.45 cents (Answer can be checked by calculating $2.90 - $2 = $.90 / 2 = $.45),0,1,0,1,"Oh, wait... That doesn't make sense... If the pencil is $1 then the total would already have been $1 before adding the eraser... So something must be wrong here.",0.75,"I feel pretty good, so let's say 75%.",0,Um... I guess about 0%? This makes no sense.,0.5,"Hmm... I think maybe only around 50%, or less if they don't use logic to figure it out.",,"Not many, I suspect. I mean, there's some kind of trick or mistake going on, so who knows. Maybe a handful."
274,,2b,PE,1,0.05,1,0.05,$0.05,1,0.9,1,0.9,$0.90,1,100%,1,100%,0.4,40%,0.85,85%
275,,1b,BM,1,0.45,1,0.45,"After seeing that the last one did not need subtraction, I am wary! However, this time simple arithmetic works. The banana costs $0.45.",1,0.1,1,10,"The eraser costs .10 dollars, or 10 cents.",0.75,About 75%. There is always room for error.,1,100%. I was sure before you even asked me about it.,-0.35,"As with the prior question, I know people can make mistakes so I would say fewer than half at around 30-35%? It might be higher as these problems are presented in such a way that they should make the correct answer intuitive.",0.2,"Based on some discussions I have heard about such questions, I think perhaps less than 25%, but maybe more. I would estimate something like 20%."
276,,1b,BM,0,,0,,"Using the phrase ""X more"", where X represents the numerical difference between the two items, we can establish the equation:",1,0.1,0,1,The eraser costs $.10 because that's all it would cost for a fair exchange since the pencil costs $1.,,"I am completely sure, as long as my arithmetic skills aren't failing me, I don't see anything wrong with my answer.",0.85,"I am about 85% confident, there is always room for human error or even trick questions.",-0.85,"I think that roughly 65%-85% of people should be able to solve this question correctly because it involves elementary algebra concepts and might require some manipulation for those unfamiliar with them, but overall, the vast majority of individuals capable of doing so would most likely get it right.",0.9,"I believe around 70% - 90% of people solve this question correctly. It seems to me like a commonly misinterpreted trick question, but it still shouldn't trip up many adults with an understanding of basic math."
277,,1b,BM,0,2.5,0,0.4,Magazine = $2.50; Banana = 40 cents or $.40,1,10,1,0.1,10 cents (or .10 dollars),0.8,80%,0.9,90%,0.3,30%,0.6,60%
278,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$0.10,0.99,99%,0.95,95%,0.75,75%,0.8,80%
279,,1b,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,0.8,80%,1,100%,0.45,45%,0.75,75%
280,,2a,BM,1,0.45,1,0.45,Banana= $.45 ($.95/.45),1,0.1,1,0.1,Eraser = $.10 ($.10/$.10),0.8,80%,1,100%,0.6,60%,0.8,80%
281,,1a,PE,0,10,0,1,Eraser costs 10 cents; Pencil then costs $1.10 - .10 = $1.00,0,2.9,1,0.9,Banana costs $2.90 - $2 = $.90. This one was also simple.,1,"100%. It's an elementary school math problem, isn't it?! :P",1,"I am very sure, as I have double checked the calculation! 100%",0.8,"At least 50%, if not higher. I think it is fairly straightforward. But maybe some people may make mistakes while calculating or understanding the problem due to hurry/carelessness etc. So I would put the % somewhere around 80%",-0.7,"I think the majority will solve it correctly, like above 60-70%."
282,,1a,PE,1,0.05,1,0.05,"I think it would be .05, but this doesn't sound right because I feel like there would be a bigger gap between the eraser and pencil prices...",1,0.9,1,0.9,This answer should be $0.90.,0.65,I would say 65%.,0.95,95%,0.4,Maybe about 40% answered this problem correctly.,0.8,I guess about 80%.
283,,1b,BM,0,1.05,0,0.2,"I'm not sure...I thought the pencil would have been $1.05 but that wasn't an option. Could it be 10 cents for both the pencil and eraser so then they're totaling $1.20? Then the magazine would be $1.70, making the banana .20 cents. It could also be $1.60 for the banana if the pencil is .40 and eraser is .20 cents or any variation on this. I really don't know.",1,0.1,1,0.1,The eraser costs $.10,0.25,25%,1,100%,-0.4,"Maybe around 35%-40%, although this seems low because I feel like many should have gotten it with some manipulation.",0.75,75%
284,,1b,BM,0,10,0,10,10 cents,1,10,1,10,10 cents,0.95,95,0.9,90,0.65,65,0.85,85
285,,2b,PE,0,0.5,0,0.5,$.50,1,0.9,1,0.9,$.90,0.9,90%,1,100%,0.8,Maybe around 80%. It's an easy question if you understand the wording but some might take the numbers literally.,,I have no idea.
286,,1a,PE,1,0.05,1,0.05,Eraser - $.05,1,0.9,1,0.9,Banana - $.90,0.9,90,0.75,75,0.8,80,0.6,60
287,,2b,PE,1,0.05,1,0.05,.05,1,0.9,1,0.9,.90,1,100%,1,100%,0.45,45%,0.85,85%
288,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.0095,"90%. I know my answer seems wrong but when you think about it, you can make two pencils out of this combo. If both pencils were sold as one, they would cost $1 and if they were broken apart then you'd have one pencil worth $1 and an eraser worth $0.05 or one pencil worth $0.95 and an eraser worth nothing, therefore it is reasonable to assume that each pencil is worth $0.95 and the other half of the pair must be the eraser. That said, I've been trying to figure this one out for like ten minutes so maybe my confidence is lower than normal.",0.99,99%. I just did some basic subtraction there. No need to overthink things.,0.1,"Less than 10%, because who has time to figure out something like this, especially on such a small sample size where I wouldn't expect too many people to figure it out.",0.75,Over 75% because it's an easy question if they don't get hung up on semantics or anything like that.
289,,1a,PE,1,0.05,1,0.05,"$.05, because if the pencil was a dollar more than the eraser that would mean if the eraser costed x dollars the pencil would cost x+$1 so .10=$1-$x+$1=2-$x $<=>x=\$0.05",1,0.9,1,0.9,$.90,1,100%.,1,100%.,-0.6,"I think that roughly 60% of people who have enough math skills would solve it correctly, but I don't know how many people will stop trying after thinking the price of the eraser can't be negative or decimal for a while. So probably between 40-60%.",0.5,People who try to apply the same rule as with the last question (adding values instead of substracting them) will fail. That happens often so i would say something around 50%.
290,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.75,75,0.99,99
291,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100,1,100,0.8,80,0.9,90
292,,2a,BM,0,0.4,0,0.4,"$.40, since if the mag is $2 more than the banana it would be $2.40 which is too much for this equation to make sense otherwise, so the banana must be $.40 (if I did my math right.)",1,0.1,1,0.1,"$.10. Same logic as above but even more straightforward, if the pencil was $.20 more the sum would still only be $1.30, so there's no way for the eraser to be any greater amount than $.10 without throwing the question into absurdity.",0.8,80%,0.95,95%,0.6,60%,0.75,75%
293,,2b,PE,0,1,0,0.1,"Okay, now there’s an added condition here, it’s gonna make me re-consider things. If I want the pencil to be $1 more than the eraser, that means it has to be exactly a dollar so the eraser can be 10 cents. If this was a store then there would have to be tax included which wasn't specified in the first question either. Maybe they mean a wholesale price or something but for simplicity let me assume the given prices don't include tax. With that assumption, my answer is still $0.90 and $0.10.",1,0.9,1,0.9,$0.90 cents (I solved for it).,1,"Now, considering the additional information, I am absolutely positive my previous answer applies perfectly fine to these conditions as well. My confidence level is therefore at 100%.",0.95,"95%, I just hesitated over the decimal point but then I remembered that a dime is ten cents so this works out perfectly.",0.85,"Well, I guess if people apply simple algebra then most should get it right, unlike before where many probably overlooked possible taxes. So maybe around 85% will solve it correctly now?",0.65,I think at least half will get it wrong because most people will forget about tax and that sort of thing. So maybe like 65%. But hopefully more!
294,,2a,BM,0,0.9,0,0.3,.90 / (2+1) = .30,1,0.1,1,0.1,Eraser costs $0.10,0.5,50,1,100,0.75,75,0.95,95
295,,2b,PE,1,0.05,1,0.05,$.05 cents,1,0.9,1,0.9,$.90 cents,0.8,80%,1,100%,0.4,40%,0.5,50%
296,,2a,BM,1,0.45,1,0.45,$.45,0,1.1,1,0.1,"This seems like an error in the wording, but if we assume that the first sentence was supposed to be ""A magazine and banana together cost $1.10,"" then .10 cents, or ten cents, as originally intended for the eraser price. But assuming that the initial statement was meant to remain, I suppose the answer would be a negative value. However, this isn't possible in reality since erasers can only cost positive values. So, with all this consideration, there is no solution since the statement defies logic.",0.75,I would say that I am about 75% confident in my answer.,0.9,"Well, if we were to consider the scenario presented, which included an incorrect question format, I'd say around 35%, but given my knowledge of mathematical principles, I'm going to rate myself at about 90%. It really depends on what you're looking for here, though - am I simply applying logical reasoning based on what has been asked, or am I analyzing whether or not such questions should make sense at all in order to produce an answer? In either case, it seems as though the first problem has a valid numerical answer, while this second problem does not due to poor construction, so one must decide which criteria to evaluate confidence by.",-0.6,I would think about 50-60 percent because some may make calculation mistakes or may guess if they don't know the actual solution.,0.25,"Hmm...I would think that most people wouldn't notice the inconsistency and just plug in numbers like before, perhaps assuming it's another arithmetic sequence. But I doubt many will have figured out that no answer is possible without knowing that there was a mistake made when asking the original question, so let's estimate at only 25%."
297,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.85,85%,0.7,70%,0.45,45%,0.3,30%
298,,2b,PE,0,-0.1,0,-0.1,"It is clear for me that this problem doesn’t make any sense since if we subtract a price of an eraser from the sum of prices then we get $-0.10. Therefore, this puzzle appears incorrect and does not contain sufficient data for its solution.",1,0.9,1,0.9,.90,0.8,I am 80% sure my answer is correct.,1,I am 100% sure my answer is correct.,-0.5,"Since the majority of respondents are likely to give up after realizing their inability to solve it or provide nonsensical answers due to confusing wording, only approximately 40-50% will come up with a proper solution.",0.75,I believe that at least 75% of people will answer correctly because it was a pretty straightforward question.
299,,2a,BM,0,,0,,I don't know.  It doesn't seem like there's enough information here to come up with an exact number for how much the banana costs.,0,1,1,0.1,"This one seems easier!  You'd simply subtract the price of the pencil ($1) from the total price ($1.10).  Therefore, the eraser would cost $.10.",0,0%,0.9,I am about 90% sure that my answer is correct because I double checked the calculation.,0.5,Probably about 50% will solve it correctly.  There might be some that make mathematical errors or those that misinterpret the prompt entirely.,0.8,"Maybe 80%, considering most individuals understand simple math problems like these and I feel as though the previous question might have been somewhat unclear in comparison to this question."
300,,1b,BM,1,0.45,1,0.45,Banana cost $.45 and Magazine costs $3.45 because if the magazine is $2 more then it must be 2 dollars + whatever the banana cost which equals .45.,1,0.1,1,0.1,"$.10, the problem states that the total price of both items is $1.10.  $1 for the pencil leaves $.10 remaining for the eraser.",0.99,"99%, again, it's just adding and subtracting numbers.",1,"100%, it's simple math",0.85,"85% maybe, I've had trouble with basic subtraction before when distracted so others may as well.",0.95,95%.  I would think most adults can do this kind of basic addition or subtraction.
301,,1b,BM,0,2,0,2,"Let x = cost of banana in dollars, then magazine costs x + $2, so x + x+2 = 2.90 or x=.90, then x+2=2.90. So the banana is $.90 and the magazine is $2.90-.90=$2.",0,1.1,1,0.1,"I don't think that's possible for $1.10 total, unless it is a mistake in the question.  If not then maybe .10 cents, because we are told the pencil is $1, so the only thing left is the eraser for .10 cents.",1,100%.,0.95,95%,0.5,"50%, because it's easier for people to get correct compared to previous one, since all the numbers make sense and there's no discrepancy like before.",0.001,"Not very many, I would say around 10%, if they read it closely enough to notice the mistake.  Most probably answer with .10 cents based on addition rules but not thinking about whether the price makes sense in reality."
302,,2a,BM,0,1.45,0,1.45,"Banana cost \$1.45, magazine cost \$2 + \$1.45 = \$3.45 but that doesn't make sense because it says they cost $2.90 combined so banana must be \$1.45",0,1,1,0.1,This one seems too obvious but if pencil is $1 and total cost for both is $1.10 then the eraser is $0.10.,1,I am very sure that I calculated correctly and answered this question as accurately as possible. I gave it a confidence rating of 100%.,1,"Same as last time, 100% certain that I did the simple subtraction correctly to solve this problem.",-0.8,I think at least half the people solving it will get it correct or very close since most adults should have basic addition math skills so maybe around 70-80%.,-0.8,Again assuming average adult has decent basic arithmetic knowledge probably also around 70-80% range although this answer could potentially be slightly lower due to possible misreading the question itself since it's so straightforward.
303,,2b,PE,1,0.05,0,0.525,I don't know for certain but would assume 0.05. So if x is the cost of the eraser and y the pencil then 0.05y+x = 1.1 and y=x+1 so 0.05(x+1)+x = 1.1 -> solving for x gives 0.05 so x+x=0.05+1 ->2x=1.05->x=0.525 which cannot be correct given we need cents. But it was my first intuition and the other option did not seem very viable as well.,1,0.9,0,0.1,0.90 cents. I did .90-0.70=0.20 but then realized the difference between .10 and 0.1 was the leading zero so it is actually correct.,0.2,20% because there might be something I missed or some property with these two numbers I am unaware of.,0.65,65%,0.3,Maybe 30%.,0.5,50%. They might think they've answered correctly or that the question must be trickier than it seems.
304,,1b,BM,0,,0,,"Well... First off, I noticed something with the previous question and suspect that you did that on purpose - because the words say 'the pencil costs one dollar', that suggests that it is just *that* item in focus, instead of saying ""pencils typically cost this amount."" If this same type of wording issue appears here, then a simple substitution of another fruit for ""bananas"" (at whatever the going market rate is) makes no difference; so if someone says ""two dollars for the banana"" or ""five dollars for the banana"" or ""$x for the banana,"" they are still wrong. You need to change the sentence structure, and re-ask ""a banana costs x amount less than a magazine which itself costs $y, where y is greater than x"" (and use actual prices.)",1,0.1,1,0.1,.10,0.029,"At first, my response was simply ""no clue""; however, after further reflection I realized that you're asking specifically about the relationship between two different items. Given that, I would assume that both the banana and the magazine are commonly known commodities which have a certain market price. If the magazine costs two dollars more than the banana (for instance, four dollars and two dollars respectively), then the question is reasonable and easily answered. However... given your phrasing of it (especially since it's immediately following on from the other question which may have had people wondering whether *it* too was a trick question), it does seem rather odd; there is an assumption built into it which has me wonder why one wouldn't instead just say something like ""The difference in price between a magazine and bananas together costs $2.90."" That being said - if we take the question at face value as-is... assuming again that both items have their usual market rate - then",0.001,I am completely confident that the eraser costs $0.10 cents.,0.5,50% -- those who understand that this question isn't a trick one will solve it correctly. The rest probably won't understand what they're being asked for.,0.5,"50%. Most people will see the trick and say ""zero"", but they didn't solve the problem correctly. I think maybe half of those who do solve the problem correctly also realize that there might be some confusion in the question, and thus would only estimate around half as being correct."
305,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.8,80%. I think it's easy but some people may be confused by the wording.,0.95,"95%, same as last one, just requires basic subtraction."
306,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.8,80%.,1,100%.,0.95,"At least 60%, probably close to 95%.",0.75,75% or more.
307,,1b,BM,0,2,0,2,"First, I assumed the magazine was $2 and the banana cost $.90. After re-reading the prompt, I realized the banana must be priced before adding the two together. So, $1 for the banana and $2 for the magazine.",1,10,1,10,"10 cents. I think the wording ""together"" led to my answer.",0.85,85%. I've double checked my math but still feel uncertain due to having second thoughts during the initial answer.,0.85,85%. I'm almost certain but the question did cause me to think more than usual.,0.02,"65%. This question has multiple valid answers based on interpretation of ""The magazine costs $2 more"". While many will interpret it as intended and select $1 banana and $2 magazine, some may think both prices need an extra $2 added because the sentence says ""more"".",0.75,"75%. Although some might be misled by the wording or do the calculation incorrectly, the majority would realize that the price is given and simply subtract it."
308,,1a,PE,0,0.1,0,0.1,.10,1,0.9,1,0.9,.90,1,100,1,100,0.65,65,0.75,75
309,,1a,PE,0,0.1,0,1.1,".10 cents because if the eraser costs ten cents, then that would mean the pencil would be one dollar which would sum up to 1.10",1,90,1,0.9,"That's easy, 90 cents! Because 2.90-2=0.90 so .90 cents for the banana.",0.9,I'm pretty confident 90%,0.99,Yeah I know how to do subtraction so I am about 99% sure.,0.85,I think most people got it right so I'll give it an 85%.,0.98,"Oh they gotta be at least 98%, if not all of them."
310,,2a,BM,0,0.7,0,0.7,$.70,1,0.1,1,0.1,$.10. This one seems really easy so maybe everyone will get it.,0.85,85%,1,"100%. It’s really straightforward, isn’t it?",0.7,I’d say 40%. I think some would say 50 cents when they meant 50 dollars and others would just round up to 70 or something even though that’s not technically right.,0.8,"Definitely more than the first question. Probably like 80%. Again, the math is super simple and easy for most people to understand."
