Subject,Subject.1,CB,StandardProblem,StandardAcc,StandardResp,StandardAccLast,StandardRespLast,StandardStr,ControlAcc,ControlResp,ControlAccLast,ControlRespLast,ControlStr,StandardConfidence,StandardConfidenceStr,ControlConfidence,ControlConfidenceStr,StandardOpinion,StandardOpinionStr,ControlOpinion,ControlOpinionStr
294,,2a,BM,0,0.35,0,2.9,"$.35 for the banana, $2.55 for the magizine, that equals $2.90 total",1,0.1,1,0.1,$.10,1,100,1,100,0.6,60,0.8,80
295,,2b,PE,1,0.05,1,0.05,"Based on how these problems work, we need to add one to the difference between the two prices so the answer should be $.05 or five cents.",1,0.9,0,2.9,"The banana costs $.90 because that’s how much it would be if both items costed $2.90 in total, but there was a mistake in your problem since the price of the banana doesn’t really change based off of what the magazine is priced at.",0.99,I’m 99% sure that my answer is correct because it seems like something they would want us to get wrong by making the initial price a dollar which could trick you into thinking it was different but adding a dollar doesn’t really change anything when there's only ten cents left over for both items combined anyways.,0.8,I am 80% sure.,0.4,I think about 40% of people solve it right.,0.6,I think about 60% of people solve it right.
296,,2a,BM,0,2,0,0.9,"The magazine is worth \$2, so the banana must be \$1 cheaper in order for this sum to be correct, meaning that the banana is actually worth \$0.90.",0,1,0,0,"This one has been bugging me forever, but with some serious thinking, I got an answer! The first time, my brain just wants to subtract 1 from 1.10 and tell me it’s ten cents. But if we take it literally... there could still be an exchange rate or currency change. That means the eraser can technically still cost less than a dime - which isn’t exactly zero - even though it may look that way. My final answer is that it actually doesn’t have a set price as long as both items total to \$1.10. So let's say \$.099 since it can’t be \$.010 (that would mean a pencil that’s only \$.09!) or \$0.",1,I am totally sure. 100%.,0.6,"It was harder to arrive at this conclusion for the second question, so I’m not completely confident. Maybe 60%.",0.5,"I feel like at least half of those asked will answer incorrectly. If I had to guess, perhaps 50%",-0.5,I’d wager that about 3/5 of people got the right idea with the first problem; maybe half will consider a possibility other than my first guess for the second one. Let me estimate that 40-50% found their own answers here.
297,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$0.10,0.75,75%,1,100%,0.5,50%,1,100%
298,,2b,PE,0,10,0,10,10 cents,1,90,1,90,90 cents,0.95,95,1,100,0.75,75,0.5,50
299,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.9,90%,1,100%,0.7,70%,0.8,80%
300,,1b,BM,1,45,0,2.9,The banana would be 45 cents since the magazine is $2.45 ($2.45 + .45 = $2.90).,1,10,1,0.1,"The eraser cost would be 10 cents because if the pencil is $1, then that means there's only .10 left for the eraser.",0.8,80%,0.95,95%,-0.4,I think about 35-40% get it right.,0.75,I believe around 75%. It's still common sense.
301,,1b,BM,0,2,0,0.9,The magazine costs $2 and the banana costs $0.90.,1,0.1,1,10,"I'm assuming the eraser doesn't have any cents, so .10 or 10 cents.",1,"100%, but only because there was more time for me to consider my options.",0.65,65%.  I feel like I just went for an answer that would make sense instead of really thinking about it.,0.85,Maybe 85%.,0.65,Maybe 65%.
302,,2a,BM,1,0.45,0,2.9,"Banana = $.45, Magazine = $.45 + $2 = $2.45. Total = $2.45 + $.45 = $2.90",1,0.1,0,1.1,"Eraser = $.10, Pencil = $.10 + $1 = $1.10",0.85,I am quite certain that my answer is correct. I would say around 85%.,0.98,This one seems pretty easy so I feel like I'm 98% positive that this is correct.,-0.3,"Based on prior research, approximately 20-30% get it right.",0.8,Probably around 80%. Maybe even higher as it's such an easy question.
303,,2b,PE,0,0.1,0,0.1,Eraser cost .10 cents,1,0.9,1,0.9,$.90,0.001,I am 95% positive that the eraser cost .10 cents,0.009,I am 56% confident that it was .90 cents,0.62,I believe that approximately 62% of participants will solve this correctly,0.73,I would guess that 73% of people got the correct answer.
304,,1b,BM,0,2,0,2,"Well, if the mag costs $2 more than the banana...then the banana costs half as much as the mag, right?  So it would have to be fifty cents, then the mag'd be two dollars even. Yep. That makes sense to me.",1,0.1,1,0.1,$.10,,"If someone's answer isn't exactly fifty cents, they probably made an error. It's one dollar minus fifty cents, after all. So I am ninety-nine point nine percent sure I answered correctly.",0.001,I am 100 percent sure that .10 is correct!,,"Less than half. More complicated than the last question. But it is still just basic arithmetic! People shouldn't struggle too badly with it unless they don't understand that when you add two things together and take away one thing, that's subtracting what was taken off, no matter which thing it was, from the other thing.",,"Over half, maybe three-fourths or so. Most folks seem to understand basic arithmetic just fine..."
305,,2a,BM,1,0.45,1,0.45,$0.45 (Note from LFS: correct),1,0.1,1,0.1,$0.10 (Note from LFS: correct),0.8,80%.,0.95,95%,0.6,60%,0.85,85%
306,,1b,BM,1,0.45,0,2.9,$.45. If we add .45 (price of banana) + 2.45 (price of magainze = $2.00 more than banana) it equals 2.90 dollars.,1,10,1,10,"10 cents. The question states that the cost of the two items totals 1.10 but never indicates they must be bought at a 10% discount. So, I don’t know why so many people automatically assume this is the case. Maybe it is because when they hear a ‘deal’ in a store that says “buy one get one for 10 cents” or something similar. However, just because two items have been sold as a ‘set’ for x amount of money doesn’t mean you can only purchase both as a set (unless there was specific language used that indicated as such). You could also purchase each item separately, which would make the price different. It just depends on the situation/circumstance.",1,"100%. I was very certain with my answer because it followed the same thought pattern as before, only this time there was actually a discrepancy in price for which I needed to solve.",1,100%,0.7,"About 70%. Most people should be able to understand and follow the logic of my reasoning above. However, if they didn’t read carefully enough or didn’t fully process the information given then they might still come up with an incorrect answer like they did with the first question.",0.001,"Less than 50%, since most people will immediately jump to the conclusion that the eraser costs $0.10 and won't think about it any further."
307,,1b,BM,0,0.9,0,0.9,$.90,1,10,1,10,10 cents,1,100,1,100,0.95,95,0.95,95
308,,1a,PE,1,5,1,5,5 cents,1,90,1,90,90 cents,0.97,97%,0.99,99%,0.25,25%,0.85,85%
309,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.97,97,0.95,95,0.73,73,0.85,85
310,,2a,BM,0,30,0,2.9,"30 cents because if it cost .10 then the magazine would be 3 dollars not 2 more than 30 cents but when I read this aloud to someone they said that's wrong so I did it a different way by setting up an equation and solved for x which means that the banana cost x dollars, thus the magazine was two dollars plus whatever the banana was worth, or 2+x, and since we know the total amount we can set it equal to the sum of both items: 2+x=2.9, solving for x tells me that x=.9 which means the banana costs ninety cents but I thought maybe you guys wouldn't want me to do it this way. So I just added 2 to .10 to get the price of the mag and subtracted the mag from $2.9 to find that the banana is indeed thirty cents, even though that method seems flawed because",1,0.1,1,0.1,"Ten cents. If the pencil was one dollar and the total was eleven dollars then ten cents must be remaining for the eraser, right? But again, I felt like something wasn't quite right with this solution so I set up another equation where the eraser was y dollars and used substitution because that's all I remember about algebraic expressions. This gave me Y=.1 and proved my first answer correct without having to rely on intuition or logic. It just kind of bugs me though when there aren't enough variables to solve for something because it feels like guesswork but maybe that's part of cognition too? Maybe sometimes we have to guess even if we don't want to?",0.95,95,0.98,98,0.67,67,0.85,85
311,,2b,PE,0,1,0,1,I think that the eraser would cost .$1 and the pencil would cost $1.10 since the question says that the pencil is $1 more than the eraser but doesn't give an exact amount for each,1,0.9,1,0.9,"$.90 cents because it's a total price that is given and one item already has a defined price, so you can just do subtraction to figure out how much the second item must be in order to reach this amount",0.6,"60%, I have a feeling that the answer isn't as straightforward as it seems based on previous similar questions, so I could definitely be wrong here.",0.85,"85%, I was a little hesitant at first but I did some basic subtraction and came up with what appears to be the right answer",0.3,Less than 30% because the wording seems tricky and can make you unsure if the eraser's price should include the extra dollar,0.7,"Probably around 70%, since it's such a simple problem and all you need to do is use math logic"
312,,1a,PE,1,0.05,0,2,"Eraser costs $.05 (I multiplied .1 by 2, since there's ""two"" objects in question.)",1,0.9,1,0.9,Banana costs $.90 (no need to do math on second example.),0.87,87%,1,100%,0.37,37%,0.4,40%
313,,1a,PE,0,0.1,0,0.95,"Eraser = .10 cents. Pencil = $1.10 - .10 = $1.  So, it would seem that the question is a trick because $1 is $1 more than .10 but there's no way to make this work if the price points have to be in whole dollar increments. However, I know from past experience that such tricks do exist so perhaps my initial reaction was incorrect. It may be that the sum of the two amounts should total $1.10 which could only happen if one item were priced at $.95 (more than twice as much as the other) but since that would not fulfill the condition in the question I will have to answer that I don't know and move on.",1,0.9,0,2.9,Bananas typically sell for less than a dollar so let's say it costs .90 cents. That means the magazine must cost $2 because the total price of both items comes out to $2.90. Now check my work: Magazine = $2. Banana = $.90. Total = $2 + $.90 = $2.90. Great success!!!,0.7,70%. I'm not too sure about my reasoning ability right now. Perhaps with time and/or additional data I can come up with the right answer. Maybe there's a logical flaw in what I've already written or maybe I missed something completely obvious.,0.95,"95%. Sure enough, this time everything worked out perfectly. It appears that the first question was indeed a trick but this one wasn't. Hurray!!",0.5,"15%. This seems like an extremely difficult math puzzle especially given that most folks aren't going to think outside the box when dealing with money amounts. But again, maybe that's just me being overly pessimistic. If there is indeed a valid solution then perhaps half the respondents will get it right which puts us at around 50%. However, I am willing to bet that far fewer people will find the correct solution. I could be wrong though!",0.85,"85%. This is probably an easier problem than the last one since most folks would naturally assume that bananas cost around a dollar each. But then again, maybe they wouldn't. I don't know. Let me think about this some more... Okay, here goes: If people tend to overestimate the cost of bananas then fewer will solve the problem correctly. However, if people underestimate the cost of bananas then more will solve the problem correctly. Given those two possibilities I am going to go ahead and say that approximately 85% of respondents should get the correct answer. Of course, there could be other factors at play here so who knows for certain? Only time will tell!"
314,,2a,BM,0,70,0,70,70 cents,1,10,1,10,10 cents,0.5,50%,0.8,80%,0.3,30%,0.6,60%
315,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.75,75,1,100,0.5,50,0.75,75
316,,2b,PE,0,0.1,0,0.1,.10 cents or one dime,1,0.9,1,0.9,$.90,1,100%,0.97,97%,0.0005,90%. I think many will answer incorrectly with $.05 because they assume that each item has the same value but some might figure it out since one costs twice as much.,0.85,85%
317,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.7,70%,0.85,85%,0.35,35%,0.45,45%
318,,2a,BM,1,0.45,0,2.45,Bananas are $0.45 each and magazines are $2.45.,1,0.1,1,0.1,Erasers are $0.10 each.,1,I am 100% sure of my response.,1,I am 100% sure of my response.,0.75,I believe about 75% of respondents answered this question correctly.,0.98,I believe 98% or more of the participants got this right.
319,,2a,BM,0,0.9,0,2,Banana costs $0.90. Magazine price = Banana Price + $2 = $2.90 - $0.90 = $2,1,0.1,1,0.1,"Eraser costs $0.10. Cost for both = Pencil cost + $1.10 - $1 = $1.10. Therefore, Eraser cost = $1.10 - $1 = $0.10",0.95,95%,1,100%,0.6,60%,0.8,"80%. This question is more direct than the last one, hence should yield higher success rates."
320,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100,1,100,0.5,50%,0.7,70%
321,,2a,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$.10,0.95,95%,1,100%,0.5,50%,0.8,80%
322,,2b,PE,1,5,1,5,5 cents,1,0.9,1,90,".90 cents (or just 90, it's a decimal)",0.98,"Very, very sure (around 98%)",0.75,"I feel pretty certain, so probably around 75%.",0.8,"If they get it right for the first problem, then surely they will be able to solve this problem too! So perhaps close to 100%...or let's say at least 80%.",0.98,"About 98%, or even more because the problem was easy"
323,,1a,PE,0,0.1,0,1,"Eraser costs $.10, Pencil costs $1.10 - $.10 = $1.00",1,0.9,0,2.9,Banana costs $0.90. Simple subtraction shows it since we know the magazine's price ($2) and the combined price ($2.90).,0.02,"I'm very confident because if we apply basic arithmetic it turns out that eraser costs $.10, which makes total value $1.10, and then if we add extra $1 to the price of pencil as required in question, it will result in pencil's cost being $1+$1=$2. However, I know that pencil's actual value isn't $2. That discrepancy tells me that this is just a mathematical puzzle or a trick question where final value should be less than $2. But anyhow, my confidence level remains high as this is one of those classic riddles with predictable answers!",,"I'm completely sure because this time around no additional conditions were provided like before. So, I calculated straightforwardly based on the given data. If anything, my confidence level could be even higher if I considered myself an expert mathematician rather than just an average person trying to solve math problems correctly.",-0.6,"Given how popular such riddles are among broad population groups and considering its seemingly simple nature, I would say that about 50-60% of people might get it right. This estimate comes from some previous experience with similar problems during math competitions back when I was still in school. Also, there are always some who refuse to play along due to suspicion regarding potential hidden tricks.",0.9,"Given that most people can perform basic arithmetic operations, I would estimate that over 90% of people should get this right. Even those with only rudimentary math knowledge would likely arrive at the correct answer. But again, some might hesitate due to mistrust or doubt."
324,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.98,98%,1,100%
325,,2b,PE,0,1,1,0.05,"This one requires an assumption, which may explain why respondents might differ on their answer. But if we assume that $1 refers to only a dollar, then I believe the eraser costs $.05; thus the pencil would be $1.05 for a total of $1.10.  If by ""$1 more,"" the author meant that the difference between pencil price and eraser price should add up to exactly a dollar (for example: $1.15 and $.15 respectively), then my calculation would be incorrect. But that's not explicitly stated anywhere here; therefore, my best estimate is $.05 for the eraser based solely on what IS written.",1,0.9,0,2.9,"$.90, because 2 + .9 = 2.9 (and the question states that ""together"" they cost $2.90).",0.9,"90%, as this required me to make some assumptions about what ""one dollar more"" means.",0.95,95%,0.7,"Less than 70%. I suspect many people didn't understand how to interpret the phrase ""one dollar more.""",0.8,80%
326,,1a,PE,0,0.95,0,1.1,.95 cents because if the pencil costs one dollar more then you add 95 cents to get to 1.10 or the total amount spent.,1,90,1,90,Banana costs 90 cents. Easy addition.,0.9,"90% I am pretty confident, but could be swayed by another argument for a different answer.",1,100%. Simple math here.,0.3,"30%. Most people don't think outside the box on questions like this one, but I have seen stranger answers so I will stick with 30%.",0.85,85%. People should know basic arithmetic at this point.
327,,2b,PE,1,0.05,0,1.05,The eraser costs $.05; the pencil would therefore cost $1.05,1,0.9,1,0.9,The banana costs $.90.,0.8,"Not entirely confident, but 80%.",1,100%.,-0.6,"Maybe 40-60%, at most.  This is a tricky one!",0.75,At least 75%.
328,,1a,PE,1,0.05,1,0.05,"$.05, because if the pencil cost $1.05 then it would be $1 more than the eraser which was stated as costing $.05 in total",1,0.9,0,2.9,$.90.  Calculated by subtracting $2 (magazine cost) from $2.90 (total).,0.8,"I'm 80% positive that this answer is correct because I did calculate it, but it is always possible that there is some flaw in my understanding or interpretation.",1,I am 100% sure of this answer because it was an elementary arithmetic calculation that I performed.,0.5,"If they were able to solve for X in the equation (pencil price = x + eraser price, .1 = x - eraser price; adding these equations yields .1 + eraser price = x) then I think around 75-80%, assuming basic algebra skills. However, if people just estimated the difference between two numbers, without calculating it out explicitly, perhaps 50%.",0.95,"For those who can perform simple addition and subtraction, 95% or more would be able to solve this question correctly."
329,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.98,98%,0.7,70%,0.9,90%,0.6,60%
330,,2b,PE,1,0.05,0,1.05,"Eraser is $.05 cents, pencil is $1.05 cents. This one was easier for me because there were two things with separate prices instead of just one thing as in the previous question.",1,0.9,1,0.9,"$.90 cents, as it's a trick question. You may not realize at first, but I did because it said 'magazine' in singular form so there's only one magazine and hence one banana, which would cost $0.90.",0.95,95%. I calculated it and double-checked my work.,0.85,"85%. I mean I calculated it, but then again maybe there's something else that could affect the answer.",0.75,"Around 75%, since this one wasn't too difficult if you paid attention to both items' prices and did some basic addition.",0.6,"Maybe around 60%, because it seems like a fairly common type of trick question where they add unnecessary information or use specific phrasing to distract from the real question."
331,,1b,BM,1,0.45,0,2.45,"Banana = $0.45, Magazine = $2.45",1,10,1,10,10 cents,0.95,95%,0.95,95%,0.78,78%,0.65,65%
332,,1b,BM,0,2,1,45,"If we let x be the value of the banana, then the cost of the magazine will be x + 2 dollars. That said, we have that: $$x + (x + 2) = 2.9 \\ \text{and solving for } x \text{, we get:}\\ 2x+2 = 2.9\\ 2x = 0.9\\ x=0.45$$ Hence, the banana costs 45 cents.",1,0.1,1,0.1,The eraser costs $.10 since the price of the pencil is included in the total price of both items.,0.9,90,1,100,0.3,30,0.6,60
333,,1a,PE,1,0.05,0,1.05,Eraser=$.05 Pencil =$1.05.,1,0.9,1,0.9,Banana = $.90.,1,"I'm totally sure, 100%.",1,"I'm totally sure, 100%.",,"I don't know what other people did or didn't do, so I can't answer that question.",,"Probably more than half since most people learn to subtract numbers at a very young age, but who knows how others will think about this type of math problem.  It would depend on whether they think about problems differently than I do."
334,,1b,BM,0,0.9,0,0.9,$.90 (.90),1,0.1,1,0.1,Ten cents. (.10),0.95,95%.,1,100%.,0.6,60%.,0.9,90%.
335,,2a,BM,0,15,0,15,"15 cents, if X equals the cost of the banana in cents and Y equals the cost of the magaine then (X + 30) = Y and so 290/Y - 30/Y = .90 or 260/Y = .90 and so Y = 260 / .90 which equals approximately 288.9 cents but since a cent cannot be split this means that the magagine costs exactly $2 and therefore the banana must cost 15 cents.",0,,0,,It is not possible for the pencil to cost more than the combined sum but still cost only a dollar unless the price of the eraser is negative!,1,100%.,0,"This question simply has no rational solution given the information provided as I just demonstrated and thus it cannot be answered with certainty, therefore I am 0% confident.",0.0002,"I'm sure very few indeed would have used correct reasoning to find that the answer was 15 cents; maybe one in 5,000 on average -- perhaps around 0.02% if we are considering those who attempt such questions.",0.0025,"Although I have just proven that the question lacks sufficient data to give any reasonable answer, many people might not stop to consider this and just blindly answer ""10 cents"" instead of recognizing the flaw. However, I do believe that the number of those giving the nonsensical answer must be very low relative to the previous one because if someone fails to recognize an elementary issue then they will almost certainly be wrong again when asked the next one -- so even though their percentage should rise slightly it remains extremely low since very few were right at first and most would continue to guess randomly. So my best estimate would be perhaps 0.25%."
336,,2a,BM,0,0.7,0,2,"The banana costs $0.70 and the magazine costs $2.20. I calculated it this way: If the magazine costs $2.00 more, then x (magazine) = b (banana) + $2.00 and then solving for x yields the solution: x=b+$2.00. Substituting into the equation a second time we get $2.90 = b + ($2.00). Solving for b gives us the solution above.",1,0.1,0,0.5,"Based on the previous example, at first glance I wanted to say $0.10 for the eraser. However, if we assume that the pencil's value is double that of the eraser then the equation becomes x (pencil) = 2 * y (eraser), and thus substituting yields $1 = 2y. Solving for y results in an eraser costing $0.50 cents. This seems more plausible as well given typical pricing structures of such items.",0.85,"I am 85% confident in my response. This problem was difficult because the first answer that came to mind would be the banana price; however, upon closer inspection it became clear that both had to have been increased by two dollars since one was greater than the other by only two dollars. Therefore there was some hesitation which diminished my confidence slightly.",0.98,Given my newfound understanding of these types of math problems I am about 98% confident in my answer. Although there still remains some doubt because this situation seems too simplistic.,0.3,I believe around 30% answered this question correctly due to the trickery involved with word problems and mathematical reasoning. Most might think they could simply subtract or divide without considering additional factors.,-0.75,"Perhaps upwards of 70-75% answered this question correctly since it was simpler than the first one presented. Nonetheless, some may have fallen victim to assuming simple subtraction or division again."
337,,1b,BM,1,0.45,0,2.45,"The banana would cost $.45, which leaves $.45 for the magazine ($2 + $.45 = $2.45).",1,10,1,10,10 cents,0.9,90 percent,1,100 percent,,About half.,0.5,I have no idea - probably close to 50% or something.
338,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10 (It says so in the question),1,100%,1,100% (I'm pretty good at reading questions),0.99,99% (This is a little less ambiguous as far as pricing goes.),0.98,98% or something close (People usually take mental shortcuts when asked about money; they assume there will be tax involved)
339,,1b,BM,1,0.45,1,0.45,$.45,1,10,1,10,10 cents (this answer implies an addition problem rather than a discount/subtraction problem),0.8,80%,0.95,95%,0.6,About half... or 60% or so.,0.35,I don’t know but I think maybe 35%.
340,,2a,BM,1,0.45,0,2.45,"$.45 because if you add it to the $2 for the magazine, which costs $2 more than the banana, then $2 + $.45 = $2.45 total.  If this problem was in a restaurant menu, I would think about how little things normally cost.",1,0.1,0,1.1,"$.10 because it is the opposite logic as question two. Here, the eraser is $.10 cheaper than the pencil and the sum is $1.10.",0.75,75%,0.9,90%,0.02,"65%. Some might think it's $.30, but they didn't take into consideration that the magazine costs $2 more than the banana, so it makes their answer incorrect.",0.75,"75%. Most will probably understand that the eraser is less expensive, but some may add or subtract incorrectly."
341,,2a,BM,1,0.45,0,2,"$0.45 (Banana costs .90¢, Magazine costs $2.00)",1,0.1,1,0.1,$.10 cents,0.8,80%,1,100%,0.6,60%,0.9,90%
342,,2a,BM,1,0.45,0,2.45,Banana costs $.45 and the magazine costs $2.45.,0,,0,,The eraser costs ten cents if we use whole numbers only. It's possible that there could be fractional costs. If we assume it was fifty cents and thirty five cents respectively then they would sum up to one dollar eleven cents. This seems unlikely.,0.8,I am 80 percent sure.,,"I have less confidence than with my first response, about seventy percent sure.",0.5,About 50% of people who answer this question would solve it correctly because they would only consider whole dollar values for each item instead of splitting the amount in half or some other method.,,"I think perhaps eighty to ninety percent of people will get this right, depending on how carefully they read the problem statement."
343,,1b,BM,0,2,0,0.95,"Let x be the price of a banana, then a magazine costs x+2 dollars. Accordingly, the sum of their cost is x + (x+2)=2.9. Solving for x, we have x = 0.95 dollars. That's my answer.",1,10,0,1.1,"10 cents, because it says ""The pencil COSTS $1"", not ""$1.10""!",0.75,"75%, because I did math, but who knows... maybe the question was trickier.",0.95,95%,0.6,"60%, because usually people tend to overestimate themselves",0.8,80%
344,,2b,PE,1,5,0,1.1,Eraser - 5 cents; Pencil - $1.05; Total cost = $1.10.,1,90,1,90,90 cents,0.95,"95%. It took me a couple minutes, but I'm confident my answer is correct.",1,100%,,Less than half because the first question was simpler and more obvious.,1,100%
345,,2a,BM,0,0.9,0,0.9,Banana costs .90 cents.,1,0.1,1,0.1,The eraser costs .10 cents.,,I am totally sure my answer is correct.,,I am totally sure my answer is correct.,0.75,I think 75% or more answered this problem correctly because it was an easy question that many would get right.,0.85,"I believe close to 85% would solve it correctly.  Again, the problem was very simple."
346,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90%,0.75,75%,0.65,65%,0.85,85%
347,,2b,PE,1,0.05,0,1.05,Eraser=$.05; Pencil=$1.05,1,0.9,1,0.9,$.90,,I am completely certain about my responses.  They should follow directly from arithmetic and the question posed.,0.009,"I'd say around 95%.  But if I had more time, I could figure out for sure it was .90",,"I imagine only half or so got it right, even though it is just as straightforward as the previous problem",0.6,Maybe around 60%.   Although I would think most people who haven't studied formal logic would be tempted by the incorrect answer
348,,2a,BM,0,2.7,0,0.7,"The magazine costs $2.70, so the banana is 2.70 - 2 = $.70 cents",0,1.1,1,0.1,The price of the eraser is 1.10-1 = $.10,0.95,I am 95% confident that this answer is correct,1,I am 100% confident in my solution,0.85,85%. It's hard without actually solving it.,1,100%. There can be only one outcome if they were given these numbers.
349,,1b,BM,1,0.45,1,0.45,$.45 for the banana,1,0.1,1,0.1,"$.10, because that would be a dollar difference between the two objects.",0.67,"67%, It's a fairly easy problem but can always be susceptible to mistakes",0.85,"85%, I thought it might have been tricking me and made me hesitant",0.6,Around 60%. There may be an assumption that the difference is more significant than it is,0.85,"Probably about 85%, but some may guess too quickly without thinking beforehand"
350,,2b,PE,0,10,0,10,"10 cents. The eraser cost 10 cents because if the eraser cost 10 cents then the pencil would have been $1.10 but since that amount includes both items, the pencil was only $1 and therefore the eraser must cost 10 cents less than the pencil making its total cost 10 cents.",1,0.9,1,0.9,$0.90,1,100%,0.95,95%,-0.7,This problem might confuse some people with basic algebraic math problems but overall it is pretty straight forward so I would say 60-70%.,0.8,I am sure most people answered this question correctly so I would say around 80%.
351,,2a,BM,1,0.45,1,0.45,"$.45 (I used an equation based on the magazine being $2 more, so I set up the following equation: b + 2 = 2.90;  b = .45)",1,0.1,1,0.1,$.10 (This one was pretty straightforward after having completed the first example.),0.85,"85% (My answer seems correct when using logic to solve, but the question feels misleading since it could be interpreted multiple ways.)",0.9,"90% (The question was worded more clearly, making it easier for me to find a solution.)",0.3,"30%, because there can be multiple interpretations of the prompt.",0.6,"60%, again based on my interpretation that the question could be read differently than how I read it."
352,,1b,BM,1,0.45,1,0.45,"The banana costs $.45 cents. If the magazine costs two dollars more then the banana that means the difference between them equals two dollars. If they both equal two dollars ninety cents combined, you can divide two by four to figure out that the difference equals fifty cents. So if the banana is fifty cents less than the magazine that means the banana costs forty five cents.",1,0.1,0,1.1,"The eraser cost $.10 cents. You give $1 for the pencil and $.10 cents for the eraser, so in total they equal $1.10. I would assume if the question said a pencil and eraser together cost $1.10, that the pencil was $1 plus some amount less than or equal to .10, otherwise it would not be ""together"" as stated in the question. But this would contradict what is explicitly stated about the price of the pencil. So we know the eraser has to cost exactly $.10 to add up to $1.10.",0.85,85%. There is still some uncertainty since there could be other ways to approach the problem. It seems straightforward with my answer however.,0.85,"85%. I am fairly sure, but there is still room for me being mistaken here because it goes against what is explicitly stated about the price of the pencil.",-0.7,"60-70%. People seem more likely to understand the wording of this question compared to the last one, but they might struggle to find the right approach without doing math calculations directly in their head or writing them down on paper which isn't an option here.",-0.4,Maybe 30-40% based off previous studies I have read where most responders tend to get this sort of thing wrong.
353,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.85,85%,0.7,70%,0.6,60%,0.5,50%
354,,1a,PE,1,0.05,1,0.05,Eraser Costs $.05 cents,1,0.9,1,0.9,Banana costs $.90 cents,0.95,"95%. I had trouble figuring this out as my brain automatically defaulted to numbers that were higher, but after doing it again with decimals and getting an answer similar to what was presented I am now convinced that this is correct.",1,100%,0.7,"Maybe 70%, I believe many would think they could figure this one out quickly without paying enough attention. This happened to me at first and I ended up having to rework the math for a clearer answer.",-0.7,"I feel that many may have made the same mistake I did on the previous question and answered too quickly without checking their work. If so, maybe 65-70%."
355,,2b,PE,1,0.05,1,0.05,The eraser must be $.05 cents,1,0.9,1,0.9,$0.90 cents,1,100%,0.95,95%,1,"Again, I feel like it is very likely close to 100% who solve this one correctly.",0.8,I would guess that 80% or higher have solved it correctly
356,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.011,"99%. The solution comes from setting up two equations, x = the eraser and y = the pencil, and then solving for y-x=1 and x+y=1.1",0.9,"100% because there was no extra information given, so only one answer is correct, 90 cents.",0.0005,"I am not sure, maybe 80%, since some might round up and think that it must be 10 cents and not .05 cents. But I think they would realize their mistake if prompted.",-0.95,"Based on my experience teaching math, most students will get the second problem right but make errors with fractions or decimals or percentages in other problems. So for this type of basic arithmetic, 85-95%."
357,,1a,PE,0,10,0,110,"Eraser is 10 cents, so that pencil is a dollar, which matches up with the total cost being 110 cents (or a dollar and ten cents). I know other people have been answering differently, but this is how it's taught in elementary school.",1,0.9,0,2.9,"This question makes more sense. Banana would be $0.90, making the total $2.90 for the two items.",1,100%,1,100%,0.75,75%,0.95,95%
358,,2a,BM,1,0.45,0,2.45,Banana costs $0.45 (found by solving for x where the Magazine is priced as (x+$2) and therefore the price of a banana would be ($2.90-$2.45)).,1,0.1,1,0.1,Eraser costs $0.10 (as per instructions given).,1,100%,1,100%,0.5,"50%, many make a mistake on that kind of question.",0.8,"80%, because I think this question is quite easier than previous one."
359,,1a,PE,1,5,0,1,"5 cents, because if the pencil is $1 more expensive then the difference between their prices would be the price of an eraser.",1,90,1,90,"90 cents, because the total cost of all products minus the price of a magazine should be the price of a banana.",0.95,95%,1,100%,0.75,I believe that about 75% of people answered this problem right,0.95,Almost everyone solves this problem correctly so 95%
360,,1b,BM,1,0.45,1,0.45,$.45.,1,0.1,1,0.1,$.10,1,"My first thought was to assume that the wording would require the answer to be a whole number, but I recognized that it could also be possible that it might not, so I went back and did the calculation again without the assumption, arriving at $.45 as my final answer, which seems right to me; therefore, I am 100% sure that this is the correct answer.",0.001,"I am 100% certain that the answer is .10, as given by standard arithmetic.",-0.8,"Given that there is a common tendency to want to round numbers, I think that only about 60%-80% of responders will get it correct; however, if I am correct in my initial interpretation of the question requiring the answer to be a whole number, then the percentage of correct responses may increase significantly due to responders’ intuitive desire to make a simple answer to an otherwise simple question.",0.95,"Approximately 95%.  However, there may be an unusual situation where the participant thinks outside the box or interprets the question differently."
