Subject,CB,Q1num,Q1str,Conf1num,Conf1str,Opin1num,Opin1str,Q2num,Q2str,Conf2num,Conf2str,Opin2num,Opin2str
551,1a,50,Answer given = 50 cents,99,I'm very confident with 99.06343398% (Rounded off 99%) confidence.,70,"Answered correctly as per the provided information for an average of around 14 cents so most definitely that would be answered as an option or a multiple/fraction answer, there was no real indication on rounding the solution, assuming others will do it similar to this one answer I think there is an approximately 70 percent chance they may solve correctly as provided.",1,"Assuming a banana normally goes around here at a grocery store by the bunch around for about roughly maybe upwards of like let’s say even upwards of maybe three dollars maybe and magazines being roughly around maybe just guessing upwards a little over about 4 bucks but assuming you bought those together I probably get a few bananas, the magazine still likely could be roughly anywhere in and around like let's see I'll assume just some arbitrary maybe around 3.25 rounded. Let's take 5 off the $2.90 and we have let me do some round numbers here with 8 dollars we had 70% 54 minus 21 which brings us left off to .10 dollars of roughly roughly just looking like maybe even under if maybe closer even more down towards around 89 to maybe up near the roughly in the up near neighborhood of around roughly just a couple of pennies more from that 1",,"This one, while guessing for myself is kind of hard since without proper info/reference on things/data given its harder but would probably at most if I knew a little more roughly somewhere close in the range around roughly close to the end here, but assuming its roughly accurate enough I’m only going by my limited own personal references as well from this info as provided though to come to an assumption as close to possible with it on average in regards. Assuming that would leave us with at about let me say even upwards from before around close to at best a couple or so around roughly even maybe closer or less around slightly above but not much above at most a roughly close at worst just underneath slightly a good bit under maybe anywhere like at worst even if at any range at max possibly of around at max being probably a guess for my personal worst would maybe say likely only about maybe roughly speaking still likely a best bet and close estimate could only at rough be somewhere within again I don't know",,"Not many honestly, since again this information is given doesn't necessarily mean how anyone actually has to use it/go about solving it which depending can have an affect on outcome as you might need proper and thorough explanation to get it without too much guessing involved to keep from coming to an over general answer and assume some people would also make an overestimate here assuming most who read would more go off gut response without stopping think over the actual question fully, others even may not be confident to attempt without more precise reference provided since that will influence and effect final decision outcome in regards if one needs precise reference information that might help avoid over/under guessing here. My guess overall maybe is that there are likely maybe even half at least those that might make an approximation, but at minimum there would only realistically speaking still possibly just likely to even still at rough average and with this current set up without sufficient enough background info only realistically say for it being safe at worst to roughly say let’"
552,1a,5,5 cents,90,90%,80,80%,90,90 cents,70,70%,60,60%
553,1a,0.95,$0.95,95,95,86,86%,0.9,$0.90,98,98,73,73%
554,1a,0.4,$.40 cents,85,85%,30,30%,1,$1,85,85%,35,35%
555,1a,5,5 cents,80,80%,70,70%,90,90 cents,60,60%,40,40%
556,1a,,"Rather than calculating it, I would take a guess based on my knowledge that erasers are generally cheaper than pens and that this is why they're cheaper here.",75,75%,60,Around 60%?,90,Again I know bananas tend to be relatively cheap so just guessing below $2. But if we assume the prices have to make sense then 90 cents seems logical.,65,About 65%,,Probably more than my answer for the eraser question as they have the advantage that there is an easy way to calculate a solution.
557,1a,96,"Let p be the price of pencils in cents and e the price of an erasor, then 5e + 4 = (1 + e), so (4+e)(4 - e) - 28=0.  Taking e = $2 makes no sense because then the equation 225/(75/736) > e isn't satisfied, so we take the smaller solution, e=96.",83,83,28,28,3,"Let b be the price of the banana, then b-0.5+1 = b*1.43/30.511, i.e., b= 23/3.",57,57,87,87
558,1a,5,5 cents,80,80%,70,70%,90,90 cents,60,60%,40,40%
559,1a,,,,%,,%,,,,%,,%
560,1a,95,95 cents,100,100 percent,73,I would estimate around 65% or 75%. So maybe like about that... Around there.. Yeah.. Probably like 73,,"Let me get back up with my notes so I can make sure that everything was added in together for all questions… One thing that came up to my mind on that last one is maybe a majority got confused when looking at both answers. And when we went back, we just re-asked the second part of it, the problem. Like if people didn’t look over and really see both of them they may be confused… Like for the other question when we did not say like… So I thought I had written that one wrong since I couldn't see where she answered something else. Maybe you have one person asking these questions but then somebody else who knows what you’re going for just checking on your accuracy by reviewing the previous surveys. And how you want to break down percentages in those too?… Uhmm... Bananas typically should probably be less expensive because if you put out different quantities together or just add additional prices and not give all that background information right",,"That sounds good as far as that. Well, this question, again I think it kinda depends.. Is it per issue and cost per piece.. Because like bananas have their season so maybe sometimes cheaper. It really depends where they get shipped from also because if imported they may end up with more fees... A little harder, but if a large corporate brand it can get away with paying cheaper labor which could mean less per item also. Depends though... But since these were kinda more simplistic math problems and there’s definitely room in here for the correct answer... But depending upon how often certain issues are distributed can also depend, ya know... But again this survey just asked two questions really related and simple without providing us extra things about this situation… For what the magazine company provides it would still go under cost per person regardless whether someone subscribes, so this survey wouldn’t necessarily reflect their prices when doing things online where everything could possibly change per year",65,"Probably again over 65 percent, most likely closer or higher than those who actually get all the details correct on their initial guess of getting both prices down as well as overall sum, so I probably put in that area... Let me see here"
561,1a,5,5 cents,80,80%,70,70%,90,90 cents,60,60%,40,40%
562,1a,,Dollar,97,97%,73,73%,,Dollar,86,86%,92,92%
563,1a,0.75,"Eraser costs 5c, Penny costs $1.15 (91-86)/2=0.5 so pencil=$.60 plus $1=.75",100,"Confident, let's say... 75/100",43.2,"Maybe 43.2%, though that could easily be wrong...",1,The banana is only $1,100,Let's just make that 82.8/100 then,84,"Probably quite high nowadays, say ~84"
564,1a,5,5 cents,90,90%,80,80%,90,90 cents,70,70%,60,60%
565,1a,5,The eraser cost 5 cents.,70,70,60,60,0.45,0.45 cents,80,80,78,78
566,1a,0.5,.5,90,90%,80,80%,0.9,.90,95,95%,60,60%
567,1a,5,5 cents,80,80%,70,70%,90,90 cents,60,60%,40,40%
568,1a,5,5 cents,90,90,30,30,90,90 cents,75,75,80,80
569,1a,0.5,$0.5,65,65,97.5,97.5,0.9,$0.9,75,75,85,85
570,1a,5,5 cents,80,80%,70,70%,90,90 cents,60,60%,40,40%
571,1a,50,50 cents,80,80 %,94,94 %,90,90 cents,76,76 %,78,78 %
572,1a,0.45,$0.45,75,75,56,56%,1,$1,93,93,82,82%
573,1a,5,5 cents,80,80%,70,70%,90,90 cents,60,60%,40,40%
574,1a,5,The eraser cost 5 cents.,90,I'm about 90% sure.,70,I would say around 70%.,0.9,$0.90.,100,100%,-90,Most people should be able to answer this question. About 80-90%.
575,1a,0.5,$.50,60,60,80,80,0.5,.50,45,45,90,90
576,1a,5,5 cents,80,80%,70,70%,90,90 cents,60,60%,40,40%
577,1a,,I would need time to calculate this problem.,65,65%,48,48%,0.9,$0.90,100,100%,97,97%
578,1a,0.05,$0.05,36,36%,89,89%,0.7,$0.70,96,96%,14,14%
579,1a,5,5 cents,80,80%,70,70%,90,90 cents,60,60%,40,40%
580,1a,0.5,$0.50,90,90%,80,80%,0.9,$0.90,95,95%,60,60%
581,1a,5,5c,73,73,74,74,62,62c,90,90,84,84
582,1a,5,5 cents,90,90%,80,80%,90,90 cents,70,70%,60,60%
583,1a,15,15 cents,85,85,60,60,37,37 cents,98,98,97,97
584,1a,0.65,.65 cents,100,100 percent,1,1 percent,0.9,$0.90,100,100 percent,85,85 percent
585,1a,5,5 cents,80,80%,70,70%,90,90 cents,60,60%,40,40%
586,1a,1.1,"(Pause, thinking...) Um... let's see. Uh. If the pencil costs one dollar then the eraser must be worth ten cents because altogether that comes out to $1.10. So, ten cents for the eraser.",90,90%. I am very sure about my answer.,85,"Mostly, people would come up with an easy way to do these problems when they hear them. I am guessing most get this right. 85%.",2,"Okay, if the magazine is $2 then there has got to be ninety cents left for the banana since it adds up to two dollars and ninety cents.",80,About 80%,80,These types of questions are probably familiar for a lot of people so maybe 70 or even 80 percent will get it right.
587,1a,5,5,98,98,37,37,70,70,60,60,85,85
588,1a,5,5 cents,90,90%,70,70%,90,90 cents,80,80%,60,60%
589,1a,0.1,The eraser costs $0.10. (correct),85,85%,93.7,93.7%,0.9,The banana costs $0.90.,100,100%,100,100%
590,1a,1.1,Eraser would be 5 cents and Pencil is $1.05. Eraser + Pencil = $1.10,76,%76,93,%93,2.9,Magazine costs 80¢ while banana costs $2.10 so total will come to $2.90,75,%75,85,%85
591,1a,5,5 cents,80,80%,70,70%,90,90 cents,60,60%,40,40%
592,1a,0.55,$0.55,70,70,64,64,0.9,$0.90,87,87,91,91
593,1a,5,$5,39,39%,7,7%,74,74 cents,88,88%,46,46%
594,1a,5,5 cents,90,90%,80,80%,90,90 cents,70,70%,60,60%
595,1a,0.35,$0.35,100,100%,60,60%,0.75,$0.75,80,80%,60,60%
596,1a,1,"Can't I just have the answer sheet so that it goes a bit faster.. hahah joking, well my math is not perfect but what I am thinking is if we use a pen to wipe away the paper or make notes its like adding an extra erase. But I guess the point here is how much value the eraser adds up to in money, as in the economic benefit.. Hmm okay I think if we compare how often we use our pens compared to using our pencils, maybe since erasers need more work for its purpose because it has two jobs, to wipe out words on paper twice or more rather, this means maybe they require less material or resource.. but the cost price is only $1 apart which seems really small in difference to me. So maybe its about even and both equally contribute?",60,60,45,45%,1,"My first reaction would be $1, however the first scenario is more complicated so Im guessing thats a hint the solution must differ and cannot just assume it’s similar here… but my guess still would say $1? I am still going to guess that hahaha",80,80,98,98%
597,1a,5,5 cents,80,80%,70,70%,90,90 cents,60,60%,40,40%
598,1a,50,50 cents,85,85%,60,60%,90,90 cents,90,90%,95,95%
599,1a,95,95¢,73,73%,32,32%,438,"$485,786,438",-6.62363e+06,-6623633%,,No percentage would solve the problem unless we take the context of money
