Subject,Dataset,Age,Age_break_new,Age_break,Gender,StandardProblem,CBType,StandardAcc,StandardResp,ControlAcc,ControlResp,StandardRT,ControlRT,StandardConfidence,ControlConfidence,StandardOpinion,ControlOpinion,StandardRecall,ControlRecall,StandardMC,ControlMC,LogStandardRT,LogControlRT,LogRTdiff,Confdiff,Opindiff
285,Llama2,30,Age_29_33,Age_30_35,Male,PE,2b,0,0.1,1,0.9,-999,-999,0.6,0.75,0.4,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
285,Llama2,30,Age_29_33,Age_30_35,Male,PE,2b,0,0.5,0,1,-999,-999,0.8,0.75,0.4,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
286,Llama2,40,Age_34_41,Age_36_40,Female,PE,1a,1,5,1,90,-999,-999,0.7,0.8,0.9,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
286,Llama2,40,Age_34_41,Age_36_40,Female,PE,1a,0,30,1,90,-999,-999,0.8,0.7,0.5,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
286,Llama2,40,Age_34_41,Age_36_40,Female,PE,1a,0,0.25,0,0.6,-999,-999,0.85,1,0.7,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
286,Llama2,40,Age_34_41,Age_36_40,Female,PE,1a,0,0.5,1,0.9,-999,-999,0.98,0.96,0.75,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
287,Llama2,37,Age_34_41,Age_36_40,Male,PE,2b,0,-999,0,-999,-999,-999,0.5,0.5,0.7,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
287,Llama2,37,Age_34_41,Age_36_40,Male,PE,2b,0,0.15,0,1.45,-999,-999,0.8,0.6,0.9,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
287,Llama2,37,Age_34_41,Age_36_40,Male,PE,2b,0,0.2,0,1.85,-999,-999,0.8,0.6,0.7,0.45,-999,-999,-999,-999,-999,-999,-999,-999,-999
287,Llama2,37,Age_34_41,Age_36_40,Male,PE,2b,0,10,1,90,-999,-999,0.86,0.94,0.75,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
288,Llama2,28,Age_25_28,Age_25_29,Male,PE,1a,0,0.5,1,0.9,-999,-999,0.7,0.9,0.6,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
288,Llama2,28,Age_25_28,Age_25_29,Male,PE,1a,0,0.45,1,0.9,-999,-999,0.79,0.98,0.63,0.87,-999,-999,-999,-999,-999,-999,-999,-999,-999
288,Llama2,28,Age_25_28,Age_25_29,Male,PE,1a,0,0.55,1,0.9,-999,-999,0.9,0.9,0.6,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
288,Llama2,28,Age_25_28,Age_25_29,Male,PE,1a,0,0.55,1,0.9,-999,-999,0.95,0.98,0.7,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
289,Llama2,29,Age_29_33,Age_25_29,Male,PE,1a,1,5,1,90,-999,-999,0.6,0.8,0.75,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
289,Llama2,29,Age_29_33,Age_25_29,Male,PE,1a,0,0.45,1,0.9,-999,-999,0.7,0.8,0.6,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
289,Llama2,29,Age_29_33,Age_25_29,Male,PE,1a,1,5,1,90,-999,-999,0.75,0.8,0.6,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
289,Llama2,29,Age_29_33,Age_25_29,Male,PE,1a,1,5,0,40,-999,-999,0.8,0.6,0.7,0.3,-999,-999,-999,-999,-999,-999,-999,-999,-999
290,Llama2,29,Age_29_33,Age_25_29,Female,BM,2a,0,0.5,1,0.1,-999,-999,0.6,0.8,0.7,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
290,Llama2,29,Age_29_33,Age_25_29,Female,BM,2a,0,0.5,1,0.1,-999,-999,0.65,0.7,0.8,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
290,Llama2,29,Age_29_33,Age_25_29,Female,BM,2a,1,45,0,30,-999,-999,0.72,0.77,0.68,0.82,-999,-999,-999,-999,-999,-999,-999,-999,-999
290,Llama2,29,Age_29_33,Age_25_29,Female,BM,2a,0,50,1,10,-999,-999,0.8,0.7,0.6,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
291,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,0.5,1,0.9,-999,-999,0.6,0.8,0.4,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
291,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,50,1,90,-999,-999,0.7,0.85,0.4,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
291,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,0.65,1,0.9,-999,-999,0.8,0.85,0.4,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
291,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,0.6,1,0.9,-999,-999,0.85,0.75,0.83,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
292,Llama2,42,Age_42_65,Age_41_65,Female,BM,2a,0,1,1,0.1,-999,-999,0.7,0.8,0.5,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
292,Llama2,42,Age_42_65,Age_41_65,Female,BM,2a,0,1,1,10,-999,-999,0.75,1,0.6,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
292,Llama2,42,Age_42_65,Age_41_65,Female,BM,2a,0,85,1,10,-999,-999,0.75,0.85,0.65,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
292,Llama2,42,Age_42_65,Age_41_65,Female,BM,2a,0,1.5,1,0.1,-999,-999,0.8,1,0.7,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
293,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,0.1,1,0.9,-999,-999,0.7,0.85,0.4,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
293,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,50,1,90,-999,-999,0.7,0.8,0.4,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
293,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,0.35,0,0.5,-999,-999,1,1,0.85,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
293,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,60,1,90,-999,-999,1,0.75,0.8,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
294,Llama2,41,Age_34_41,Age_41_65,Female,BM,2a,0,35,1,10,-999,-999,0.8,0.7,0.6,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
294,Llama2,41,Age_34_41,Age_41_65,Female,BM,2a,0,65,1,10,-999,-999,0.8,1,0.7,0.98,-999,-999,-999,-999,-999,-999,-999,-999,-999
294,Llama2,41,Age_34_41,Age_41_65,Female,BM,2a,0,0.5,1,0.1,-999,-999,0.83,0.86,0.7,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
294,Llama2,41,Age_34_41,Age_41_65,Female,BM,2a,0,0.5,1,0.1,-999,-999,1,0.9,0.75,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
295,Llama2,21,Age_20_21,Age_20_22,Male,PE,2b,0,60,1,90,-999,-999,0.7,0.8,0.65,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
295,Llama2,21,Age_20_21,Age_20_22,Male,PE,2b,1,0.05,1,0.9,-999,-999,0.85,0.65,0.84,0.74,-999,-999,-999,-999,-999,-999,-999,-999,-999
295,Llama2,21,Age_20_21,Age_20_22,Male,PE,2b,0,0.35,1,0.9,-999,-999,0.9,0.85,0.8,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
295,Llama2,21,Age_20_21,Age_20_22,Male,PE,2b,0,0.1,1,0.9,-999,-999,0.93,0.85,0.84,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
296,Llama2,23,Age_22_24,Age_23_24,Female,BM,2a,0,1.45,1,0.1,-999,-999,0.7,0.85,0.6,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
296,Llama2,23,Age_22_24,Age_23_24,Female,BM,2a,0,1.5,1,0.1,-999,-999,0.75,0.8,0.45,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
296,Llama2,23,Age_22_24,Age_23_24,Female,BM,2a,0,-999,0,-999,-999,-999,0.8,0.7,0.65,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
296,Llama2,23,Age_22_24,Age_23_24,Female,BM,2a,0,1.4,1,0.1,-999,-999,0.8,1,0.75,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
297,Llama2,21,Age_20_21,Age_20_22,Male,BM,2a,0,90,1,10,-999,-999,0.65,0.85,0.35,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
297,Llama2,21,Age_20_21,Age_20_22,Male,BM,2a,0,50,1,10,-999,-999,0.8,0.7,0.6,0.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
297,Llama2,21,Age_20_21,Age_20_22,Male,BM,2a,0,0.3,1,0.1,-999,-999,0.85,0.75,0.65,0.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
297,Llama2,21,Age_20_21,Age_20_22,Male,BM,2a,0,50,1,10,-999,-999,1,0.8,0.75,0.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
298,Llama2,22,Age_22_24,Age_20_22,Male,PE,2b,0,50,1,90,-999,-999,0.4,0.75,0.6,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
298,Llama2,22,Age_22_24,Age_20_22,Male,PE,2b,0,0.5,0,0.5,-999,-999,0.6,0.7,0.3,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
298,Llama2,22,Age_22_24,Age_20_22,Male,PE,2b,0,60,1,90,-999,-999,0.75,0.75,0.3,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
298,Llama2,22,Age_22_24,Age_20_22,Male,PE,2b,0,0.6,1,0.9,-999,-999,0.8,0.75,0.4,0.33,-999,-999,-999,-999,-999,-999,-999,-999,-999
299,Llama2,20,Age_20_21,Age_20_22,Female,BM,2a,0,0.5,1,0.1,-999,-999,0.8,0.75,0.6,0.3,-999,-999,-999,-999,-999,-999,-999,-999,-999
299,Llama2,20,Age_20_21,Age_20_22,Female,BM,2a,0,0.3,1,0.1,-999,-999,0.8,0.6,0.75,0.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
299,Llama2,20,Age_20_21,Age_20_22,Female,BM,2a,0,1,1,0.1,-999,-999,0.85,0.74,0.6,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
299,Llama2,20,Age_20_21,Age_20_22,Female,BM,2a,0,1.5,1,0.1,-999,-999,0.87,0.94,0.6,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
300,Llama2,26,Age_25_28,Age_25_29,Female,BM,1b,0,1.4,1,10,-999,-999,0.8,0.5,0.7,0.3,-999,-999,-999,-999,-999,-999,-999,-999,-999
300,Llama2,26,Age_25_28,Age_25_29,Female,BM,1b,0,40,1,10,-999,-999,0.8,0.95,0.6,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
300,Llama2,26,Age_25_28,Age_25_29,Female,BM,1b,1,0.45,1,10,-999,-999,0.8,1,0.7,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
300,Llama2,26,Age_25_28,Age_25_29,Female,BM,1b,0,30,1,0.1,-999,-999,0.85,0.75,0.6,0.45,-999,-999,-999,-999,-999,-999,-999,-999,-999
301,Llama2,28,Age_25_28,Age_25_29,Female,BM,1b,0,0.9,1,10,-999,-999,0.6,1,0.4,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
301,Llama2,28,Age_25_28,Age_25_29,Female,BM,1b,0,1.5,1,10,-999,-999,0.8,0.95,0.6,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
301,Llama2,28,Age_25_28,Age_25_29,Female,BM,1b,0,1,0,5,-999,-999,0.9,0.9,0.3,0.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
301,Llama2,28,Age_25_28,Age_25_29,Female,BM,1b,0,1,1,0.1,-999,-999,0.95,0.95,0.7,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
302,Llama2,29,Age_29_33,Age_25_29,Male,BM,2a,0,15,1,10,-999,-999,0.65,0.9,0.3,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
302,Llama2,29,Age_29_33,Age_25_29,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.7,0.8,0.6,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
302,Llama2,29,Age_29_33,Age_25_29,Male,BM,2a,0,1.5,0,0.05,-999,-999,0.7,0.76,0.8,0.74,-999,-999,-999,-999,-999,-999,-999,-999,-999
302,Llama2,29,Age_29_33,Age_25_29,Male,BM,2a,0,0.5,1,0.1,-999,-999,0.76,0.38,0.48,0.86,-999,-999,-999,-999,-999,-999,-999,-999,-999
303,Llama2,23,Age_22_24,Age_23_24,Male,PE,2b,0,60,1,90,-999,-999,0.7,0.8,0.3,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
303,Llama2,23,Age_22_24,Age_23_24,Male,PE,2b,0,40,1,90,-999,-999,0.7,0.85,0.6,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
303,Llama2,23,Age_22_24,Age_23_24,Male,PE,2b,0,0.5,0,1,-999,-999,0.74,0.85,0.63,0.55,-999,-999,-999,-999,-999,-999,-999,-999,-999
303,Llama2,23,Age_22_24,Age_23_24,Male,PE,2b,0,10,1,90,-999,-999,0.75,0.95,0.6,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
304,Llama2,29,Age_29_33,Age_25_29,Male,BM,1b,0,1.5,1,0.1,-999,-999,0.4,0.5,0.7,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
304,Llama2,29,Age_29_33,Age_25_29,Male,BM,1b,0,0.9,1,0.1,-999,-999,0.7,0.85,0.75,0.93,-999,-999,-999,-999,-999,-999,-999,-999,-999
304,Llama2,29,Age_29_33,Age_25_29,Male,BM,1b,0,-999,0,-999,-999,-999,0.75,0.5,0.8,0.3,-999,-999,-999,-999,-999,-999,-999,-999,-999
304,Llama2,29,Age_29_33,Age_25_29,Male,BM,1b,0,0.5,1,0.1,-999,-999,0.75,0.8,0.5,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
305,Llama2,27,Age_25_28,Age_25_29,Male,BM,2a,0,15,1,10,-999,-999,0.8,0.95,0.4,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
305,Llama2,27,Age_25_28,Age_25_29,Male,BM,2a,0,1,1,0.1,-999,-999,0.8,0.9,0.65,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
305,Llama2,27,Age_25_28,Age_25_29,Male,BM,2a,0,0.5,1,0.1,-999,-999,0.8,0.9,0.6,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
305,Llama2,27,Age_25_28,Age_25_29,Male,BM,2a,0,1.5,1,0.1,-999,-999,0.84,0.82,0.63,0.71,-999,-999,-999,-999,-999,-999,-999,-999,-999
306,Llama2,25,Age_25_28,Age_25_29,Male,BM,1b,0,0.3,1,0.1,-999,-999,0.6,0.9,0.54,0.87,-999,-999,-999,-999,-999,-999,-999,-999,-999
306,Llama2,25,Age_25_28,Age_25_29,Male,BM,1b,0,90,1,10,-999,-999,0.6,0.9,0.4,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
306,Llama2,25,Age_25_28,Age_25_29,Male,BM,1b,1,0.45,1,10,-999,-999,0.7,0.8,0.35,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
306,Llama2,25,Age_25_28,Age_25_29,Male,BM,1b,0,0.3,0,0.05,-999,-999,0.75,0.75,0.6,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
307,Llama2,22,Age_22_24,Age_20_22,Male,BM,1b,0,40,1,10,-999,-999,0.6,0.95,0.7,0.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
307,Llama2,22,Age_22_24,Age_20_22,Male,BM,1b,1,0.45,0,0.05,-999,-999,0.6,0.8,0.6,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
307,Llama2,22,Age_22_24,Age_20_22,Male,BM,1b,0,0.4,1,10,-999,-999,0.8,0.9,0.6,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
307,Llama2,22,Age_22_24,Age_20_22,Male,BM,1b,0,50,1,10,-999,-999,0.85,0.95,0.76,0.43,-999,-999,-999,-999,-999,-999,-999,-999,-999
308,Llama2,24,Age_22_24,Age_23_24,Female,PE,1a,0,0.5,1,0.9,-999,-999,0.8,0.7,0.6,0.35,-999,-999,-999,-999,-999,-999,-999,-999,-999
308,Llama2,24,Age_22_24,Age_23_24,Female,PE,1a,1,0.05,0,0.7,-999,-999,0.85,0.6,0.3,0.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
308,Llama2,24,Age_22_24,Age_23_24,Female,PE,1a,0,50,1,90,-999,-999,0.85,0.9,0.9,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
308,Llama2,24,Age_22_24,Age_23_24,Female,PE,1a,0,0.5,1,0.9,-999,-999,1,0.6,0.75,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
309,Llama2,22,Age_22_24,Age_20_22,Male,PE,1a,0,0.5,1,0.9,-999,-999,0.7,0.7,0.8,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
309,Llama2,22,Age_22_24,Age_20_22,Male,PE,1a,1,5,0,35,-999,-999,0.8,0.75,0.6,0.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
309,Llama2,22,Age_22_24,Age_20_22,Male,PE,1a,0,0.6,1,0.9,-999,-999,0.95,0.8,0.75,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
309,Llama2,22,Age_22_24,Age_20_22,Male,PE,1a,1,5,0,7,-999,-999,0.98,0.93,0.65,0.49,-999,-999,-999,-999,-999,-999,-999,-999,-999
310,Llama2,24,Age_22_24,Age_23_24,Female,BM,2a,0,1.5,1,0.1,-999,-999,0.7,0.8,0.6,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
310,Llama2,24,Age_22_24,Age_23_24,Female,BM,2a,0,1,1,0.1,-999,-999,0.75,0.8,0.6,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
310,Llama2,24,Age_22_24,Age_23_24,Female,BM,2a,0,1.5,1,10,-999,-999,0.8,0.7,0.6,0.3,-999,-999,-999,-999,-999,-999,-999,-999,-999
310,Llama2,24,Age_22_24,Age_23_24,Female,BM,2a,0,0.5,1,0.1,-999,-999,0.9,0.75,0.8,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
311,Llama2,26,Age_25_28,Age_25_29,Male,PE,2b,0,30,1,90,-999,-999,0.8,0.85,0.6,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
311,Llama2,26,Age_25_28,Age_25_29,Male,PE,2b,0,30,1,90,-999,-999,0.8,0.75,0.6,0.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
311,Llama2,26,Age_25_28,Age_25_29,Male,PE,2b,0,0.4,1,0.9,-999,-999,0.83,0.75,0.62,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
311,Llama2,26,Age_25_28,Age_25_29,Male,PE,2b,0,80,1,90,-999,-999,0.9,1,0.75,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
312,Llama2,25,Age_25_28,Age_25_29,Male,PE,1a,0,90,1,90,-999,-999,0.7,0.9,0.8,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
312,Llama2,25,Age_25_28,Age_25_29,Male,PE,1a,0,0.6,1,0.9,-999,-999,0.8,0.8,0.8,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
312,Llama2,25,Age_25_28,Age_25_29,Male,PE,1a,0,0.6,1,0.9,-999,-999,0.95,0.7,0.3,0.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
312,Llama2,25,Age_25_28,Age_25_29,Male,PE,1a,0,0.6,1,0.9,-999,-999,0.97,0.94,0.83,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
313,Llama2,23,Age_22_24,Age_23_24,Male,PE,1a,0,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
313,Llama2,23,Age_22_24,Age_23_24,Male,PE,1a,1,5,0,40,-999,-999,0.75,0.6,0.85,0.3,-999,-999,-999,-999,-999,-999,-999,-999,-999
313,Llama2,23,Age_22_24,Age_23_24,Male,PE,1a,1,5,1,90,-999,-999,0.8,0.9,0.6,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
313,Llama2,23,Age_22_24,Age_23_24,Male,PE,1a,1,5,1,90,-999,-999,0.9,0.8,0.85,0.94,-999,-999,-999,-999,-999,-999,-999,-999,-999
314,Llama2,28,Age_25_28,Age_25_29,Male,BM,2a,0,50,1,10,-999,-999,0.65,0.7,0.3,0.55,-999,-999,-999,-999,-999,-999,-999,-999,-999
314,Llama2,28,Age_25_28,Age_25_29,Male,BM,2a,0,1,1,0.1,-999,-999,0.67,0.63,0.52,0.48,-999,-999,-999,-999,-999,-999,-999,-999,-999
314,Llama2,28,Age_25_28,Age_25_29,Male,BM,2a,0,1,1,0.1,-999,-999,0.75,0.9,0.5,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
314,Llama2,28,Age_25_28,Age_25_29,Male,BM,2a,0,90,1,10,-999,-999,0.75,0.9,0.6,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
315,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,0.1,1,0.9,-999,-999,0.6,0.85,0.35,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
315,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,10,1,90,-999,-999,0.6,0.8,0.5,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
315,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,1,0.05,0,0.1,-999,-999,0.65,0.85,0.65,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
315,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,0.15,0,0.6,-999,-999,0.75,0.85,0.4,0.35,-999,-999,-999,-999,-999,-999,-999,-999,-999
316,Llama2,35,Age_34_41,Age_30_35,Female,PE,2b,0,10,1,90,-999,-999,0.6,0.9,0.53,0.78,-999,-999,-999,-999,-999,-999,-999,-999,-999
316,Llama2,35,Age_34_41,Age_30_35,Female,PE,2b,0,0.1,1,0.9,-999,-999,0.72,0.85,0.43,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
316,Llama2,35,Age_34_41,Age_30_35,Female,PE,2b,0,70,1,90,-999,-999,0.8,0.6,0.7,0.45,-999,-999,-999,-999,-999,-999,-999,-999,-999
316,Llama2,35,Age_34_41,Age_30_35,Female,PE,2b,0,0.4,0,1.7,-999,-999,0.85,0.8,0.75,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
317,Llama2,25,Age_25_28,Age_25_29,Male,PE,2b,0,60,1,90,-999,-999,0.4,0.8,0.3,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
317,Llama2,25,Age_25_28,Age_25_29,Male,PE,2b,0,0.4,1,0.9,-999,-999,0.6,0.8,0.5,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
317,Llama2,25,Age_25_28,Age_25_29,Male,PE,2b,0,30,1,0.9,-999,-999,0.8,0.7,0.4,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
317,Llama2,25,Age_25_28,Age_25_29,Male,PE,2b,0,50,1,90,-999,-999,0.83,0.84,0.85,0.76,-999,-999,-999,-999,-999,-999,-999,-999,-999
318,Llama2,20,Age_20_21,Age_20_22,Male,BM,2a,0,1,1,0.1,-999,-999,0.5,0.7,0.8,0.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
318,Llama2,20,Age_20_21,Age_20_22,Male,BM,2a,0,50,1,10,-999,-999,0.8,0.75,0.6,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
318,Llama2,20,Age_20_21,Age_20_22,Male,BM,2a,0,1,1,0.1,-999,-999,0.85,1,0.3,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
318,Llama2,20,Age_20_21,Age_20_22,Male,BM,2a,0,0.9,1,0.1,-999,-999,1,0.76,0.35,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
319,Llama2,23,Age_22_24,Age_23_24,Male,BM,2a,0,1.6,1,0.1,-999,-999,0.8,0.8,0.5,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
319,Llama2,23,Age_22_24,Age_23_24,Male,BM,2a,0,1.5,1,0.1,-999,-999,0.8,0.75,0.4,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
319,Llama2,23,Age_22_24,Age_23_24,Male,BM,2a,0,0.5,1,0.1,-999,-999,0.8,1,0.5,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
319,Llama2,23,Age_22_24,Age_23_24,Male,BM,2a,0,1,1,0.1,-999,-999,0.85,0.9,0.75,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
320,Llama2,39,Age_34_41,Age_36_40,Male,PE,2b,0,10,0,50,-999,-999,0.7,0.8,0.4,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
320,Llama2,39,Age_34_41,Age_36_40,Male,PE,2b,0,0,1,0.9,-999,-999,0.7,0.5,0.65,0.45,-999,-999,-999,-999,-999,-999,-999,-999,-999
320,Llama2,39,Age_34_41,Age_36_40,Male,PE,2b,0,0.1,1,0.9,-999,-999,0.75,0.5,0.4,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
320,Llama2,39,Age_34_41,Age_36_40,Male,PE,2b,0,0.4,1,0.9,-999,-999,0.8,0.6,0.9,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
321,Llama2,23,Age_22_24,Age_23_24,Male,BM,2a,0,-999,0,-999,-999,-999,0.58,0.64,0.73,0.58,-999,-999,-999,-999,-999,-999,-999,-999,-999
321,Llama2,23,Age_22_24,Age_23_24,Male,BM,2a,0,1.5,1,0.1,-999,-999,0.84,0.75,0.6,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
321,Llama2,23,Age_22_24,Age_23_24,Male,BM,2a,0,1.5,1,0.1,-999,-999,0.86,0.9,0.74,0.73,-999,-999,-999,-999,-999,-999,-999,-999,-999
321,Llama2,23,Age_22_24,Age_23_24,Male,BM,2a,0,1,1,0.1,-999,-999,0.87,1,0.85,1,-999,-999,-999,-999,-999,-999,-999,-999,-999
322,Llama2,20,Age_20_21,Age_20_22,Male,PE,2b,0,0.3,1,0.9,-999,-999,0.4,0.6,0.7,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
322,Llama2,20,Age_20_21,Age_20_22,Male,PE,2b,0,10,1,90,-999,-999,0.6,0.85,0.3,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
322,Llama2,20,Age_20_21,Age_20_22,Male,PE,2b,0,10,1,90,-999,-999,0.75,0.95,0.3,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
322,Llama2,20,Age_20_21,Age_20_22,Male,PE,2b,0,90,1,90,-999,-999,0.8,0.75,0.6,0.3,-999,-999,-999,-999,-999,-999,-999,-999,-999
323,Llama2,21,Age_20_21,Age_20_22,Male,PE,1a,0,0.5,1,0.9,-999,-999,0.7,0.6,0.8,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
323,Llama2,21,Age_20_21,Age_20_22,Male,PE,1a,1,5,1,90,-999,-999,0.8,0.7,0.6,0.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
