Subject,Dataset,Age,Age_break_new,Age_break,Gender,StandardProblem,CBType,Accuracy,Response,ProblemType
138,Llama2,34,Age_34_41,Age_30_35,Female,BM,1b,1,0.1,Control
138,Llama2,34,Age_34_41,Age_30_35,Female,BM,1b,1,10,Control
139,Llama2,25,Age_25_28,Age_25_29,Male,BM,1b,1,10,Control
139,Llama2,25,Age_25_28,Age_25_29,Male,BM,1b,1,0.1,Control
139,Llama2,25,Age_25_28,Age_25_29,Male,BM,1b,1,10,Control
139,Llama2,25,Age_25_28,Age_25_29,Male,BM,1b,1,10,Control
140,Llama2,34,Age_34_41,Age_30_35,Female,PE,1a,1,90,Control
140,Llama2,34,Age_34_41,Age_30_35,Female,PE,1a,1,90,Control
140,Llama2,34,Age_34_41,Age_30_35,Female,PE,1a,1,90,Control
140,Llama2,34,Age_34_41,Age_30_35,Female,PE,1a,1,90,Control
141,Llama2,37,Age_34_41,Age_36_40,Female,PE,1a,0,50,Control
141,Llama2,37,Age_34_41,Age_36_40,Female,PE,1a,1,90,Control
141,Llama2,37,Age_34_41,Age_36_40,Female,PE,1a,1,0.9,Control
141,Llama2,37,Age_34_41,Age_36_40,Female,PE,1a,1,90,Control
142,Llama2,32,Age_29_33,Age_30_35,Female,PE,2b,1,90,Control
142,Llama2,32,Age_29_33,Age_30_35,Female,PE,2b,0,1.5,Control
142,Llama2,32,Age_29_33,Age_30_35,Female,PE,2b,1,0.9,Control
142,Llama2,32,Age_29_33,Age_30_35,Female,PE,2b,1,90,Control
143,Llama2,31,Age_29_33,Age_30_35,Female,BM,2a,1,0.1,Control
143,Llama2,31,Age_29_33,Age_30_35,Female,BM,2a,1,0.1,Control
143,Llama2,31,Age_29_33,Age_30_35,Female,BM,2a,1,0.1,Control
143,Llama2,31,Age_29_33,Age_30_35,Female,BM,2a,1,0.1,Control
144,Llama2,28,Age_25_28,Age_25_29,Male,PE,1a,0,2,Control
144,Llama2,28,Age_25_28,Age_25_29,Male,PE,1a,1,90,Control
144,Llama2,28,Age_25_28,Age_25_29,Male,PE,1a,1,90,Control
144,Llama2,28,Age_25_28,Age_25_29,Male,PE,1a,1,90,Control
145,Llama2,46,Age_42_65,Age_41_65,Male,BM,1b,1,0.1,Control
145,Llama2,46,Age_42_65,Age_41_65,Male,BM,1b,1,0.1,Control
145,Llama2,46,Age_42_65,Age_41_65,Male,BM,1b,1,10,Control
145,Llama2,46,Age_42_65,Age_41_65,Male,BM,1b,1,0.1,Control
146,Llama2,50,Age_42_65,Age_41_65,Female,PE,2b,0,1.9,Control
146,Llama2,50,Age_42_65,Age_41_65,Female,PE,2b,0,40,Control
146,Llama2,50,Age_42_65,Age_41_65,Female,PE,2b,1,0.9,Control
146,Llama2,50,Age_42_65,Age_41_65,Female,PE,2b,1,90,Control
147,Llama2,27,Age_25_28,Age_25_29,Female,PE,2b,1,0.9,Control
147,Llama2,27,Age_25_28,Age_25_29,Female,PE,2b,0,1.5,Control
147,Llama2,27,Age_25_28,Age_25_29,Female,PE,2b,1,90,Control
147,Llama2,27,Age_25_28,Age_25_29,Female,PE,2b,0,2.9,Control
148,Llama2,53,Age_42_65,Age_41_65,Female,PE,2b,1,0.9,Control
148,Llama2,53,Age_42_65,Age_41_65,Female,PE,2b,1,0.9,Control
148,Llama2,53,Age_42_65,Age_41_65,Female,PE,2b,0,10,Control
148,Llama2,53,Age_42_65,Age_41_65,Female,PE,2b,1,90,Control
149,Llama2,28,Age_25_28,Age_25_29,Male,PE,2b,1,90,Control
149,Llama2,28,Age_25_28,Age_25_29,Male,PE,2b,0,1,Control
149,Llama2,28,Age_25_28,Age_25_29,Male,PE,2b,1,90,Control
149,Llama2,28,Age_25_28,Age_25_29,Male,PE,2b,1,0.9,Control
150,Llama2,50,Age_42_65,Age_41_65,Female,BM,1b,1,10,Control
150,Llama2,50,Age_42_65,Age_41_65,Female,BM,1b,1,10,Control
150,Llama2,50,Age_42_65,Age_41_65,Female,BM,1b,0,0.09,Control
150,Llama2,50,Age_42_65,Age_41_65,Female,BM,1b,1,10,Control
151,Llama2,38,Age_34_41,Age_36_40,Male,BM,1b,1,10,Control
151,Llama2,38,Age_34_41,Age_36_40,Male,BM,1b,1,10,Control
151,Llama2,38,Age_34_41,Age_36_40,Male,BM,1b,1,10,Control
151,Llama2,38,Age_34_41,Age_36_40,Male,BM,1b,1,0.1,Control
152,Llama2,32,Age_29_33,Age_30_35,Male,PE,1a,1,90,Control
152,Llama2,32,Age_29_33,Age_30_35,Male,PE,1a,1,90,Control
152,Llama2,32,Age_29_33,Age_30_35,Male,PE,1a,1,90,Control
152,Llama2,32,Age_29_33,Age_30_35,Male,PE,1a,1,90,Control
153,Llama2,47,Age_42_65,Age_41_65,Female,PE,1a,1,0.9,Control
153,Llama2,47,Age_42_65,Age_41_65,Female,PE,1a,1,90,Control
153,Llama2,47,Age_42_65,Age_41_65,Female,PE,1a,1,0.9,Control
153,Llama2,47,Age_42_65,Age_41_65,Female,PE,1a,1,0.9,Control
154,Llama2,36,Age_34_41,Age_36_40,Female,BM,2a,0,-999,Control
154,Llama2,36,Age_34_41,Age_36_40,Female,BM,2a,1,10,Control
154,Llama2,36,Age_34_41,Age_36_40,Female,BM,2a,1,0.1,Control
154,Llama2,36,Age_34_41,Age_36_40,Female,BM,2a,1,0.1,Control
155,Llama2,59,Age_42_65,Age_41_65,Female,BM,1b,1,0.1,Control
155,Llama2,59,Age_42_65,Age_41_65,Female,BM,1b,1,0.1,Control
155,Llama2,59,Age_42_65,Age_41_65,Female,BM,1b,1,0.1,Control
155,Llama2,59,Age_42_65,Age_41_65,Female,BM,1b,1,10,Control
156,Llama2,27,Age_25_28,Age_25_29,Male,PE,2b,0,0.15,Control
156,Llama2,27,Age_25_28,Age_25_29,Male,PE,2b,1,0.9,Control
156,Llama2,27,Age_25_28,Age_25_29,Male,PE,2b,1,90,Control
156,Llama2,27,Age_25_28,Age_25_29,Male,PE,2b,1,90,Control
157,Llama2,29,Age_29_33,Age_25_29,Female,BM,1b,1,10,Control
157,Llama2,29,Age_29_33,Age_25_29,Female,BM,1b,1,0.1,Control
157,Llama2,29,Age_29_33,Age_25_29,Female,BM,1b,1,10,Control
157,Llama2,29,Age_29_33,Age_25_29,Female,BM,1b,1,0.1,Control
158,Llama2,33,Age_29_33,Age_30_35,Female,BM,2a,1,0.1,Control
158,Llama2,33,Age_29_33,Age_30_35,Female,BM,2a,0,0.05,Control
158,Llama2,33,Age_29_33,Age_30_35,Female,BM,2a,1,0.1,Control
158,Llama2,33,Age_29_33,Age_30_35,Female,BM,2a,1,10,Control
159,Llama2,33,Age_29_33,Age_30_35,Female,BM,2a,1,10,Control
159,Llama2,33,Age_29_33,Age_30_35,Female,BM,2a,0,0.05,Control
159,Llama2,33,Age_29_33,Age_30_35,Female,BM,2a,1,10,Control
159,Llama2,33,Age_29_33,Age_30_35,Female,BM,2a,1,0.1,Control
160,Llama2,38,Age_34_41,Age_36_40,Male,BM,1b,1,10,Control
160,Llama2,38,Age_34_41,Age_36_40,Male,BM,1b,1,0.1,Control
160,Llama2,38,Age_34_41,Age_36_40,Male,BM,1b,1,10,Control
160,Llama2,38,Age_34_41,Age_36_40,Male,BM,1b,1,10,Control
161,Llama2,42,Age_42_65,Age_41_65,Male,BM,1b,1,10,Control
161,Llama2,42,Age_42_65,Age_41_65,Male,BM,1b,1,10,Control
161,Llama2,42,Age_42_65,Age_41_65,Male,BM,1b,1,10,Control
161,Llama2,42,Age_42_65,Age_41_65,Male,BM,1b,1,10,Control
162,Llama2,47,Age_42_65,Age_41_65,Male,BM,1b,1,10,Control
162,Llama2,47,Age_42_65,Age_41_65,Male,BM,1b,1,10,Control
162,Llama2,47,Age_42_65,Age_41_65,Male,BM,1b,1,0.1,Control
162,Llama2,47,Age_42_65,Age_41_65,Male,BM,1b,1,10,Control
163,Llama2,30,Age_29_33,Age_30_35,Female,BM,2a,1,10,Control
163,Llama2,30,Age_29_33,Age_30_35,Female,BM,2a,1,0.1,Control
163,Llama2,30,Age_29_33,Age_30_35,Female,BM,2a,1,10,Control
163,Llama2,30,Age_29_33,Age_30_35,Female,BM,2a,1,10,Control
164,Llama2,60,Age_42_65,Age_41_65,Male,PE,1a,1,0.9,Control
164,Llama2,60,Age_42_65,Age_41_65,Male,PE,1a,1,90,Control
164,Llama2,60,Age_42_65,Age_41_65,Male,PE,1a,1,0.9,Control
164,Llama2,60,Age_42_65,Age_41_65,Male,PE,1a,0,40,Control
165,Llama2,26,Age_25_28,Age_25_29,Male,BM,2a,1,10,Control
165,Llama2,26,Age_25_28,Age_25_29,Male,BM,2a,1,0.1,Control
165,Llama2,26,Age_25_28,Age_25_29,Male,BM,2a,1,0.1,Control
165,Llama2,26,Age_25_28,Age_25_29,Male,BM,2a,1,10,Control
166,Llama2,25,Age_25_28,Age_25_29,Male,BM,2a,1,10,Control
166,Llama2,25,Age_25_28,Age_25_29,Male,BM,2a,0,0.05,Control
166,Llama2,25,Age_25_28,Age_25_29,Male,BM,2a,1,10,Control
166,Llama2,25,Age_25_28,Age_25_29,Male,BM,2a,1,0.1,Control
167,Llama2,55,Age_42_65,Age_41_65,Male,PE,1a,0,70,Control
167,Llama2,55,Age_42_65,Age_41_65,Male,PE,1a,1,0.9,Control
167,Llama2,55,Age_42_65,Age_41_65,Male,PE,1a,0,0.4,Control
167,Llama2,55,Age_42_65,Age_41_65,Male,PE,1a,0,5,Control
168,Llama2,49,Age_42_65,Age_41_65,Male,PE,1a,1,90,Control
168,Llama2,49,Age_42_65,Age_41_65,Male,PE,1a,0,70,Control
168,Llama2,49,Age_42_65,Age_41_65,Male,PE,1a,0,7,Control
168,Llama2,49,Age_42_65,Age_41_65,Male,PE,1a,1,0.9,Control
169,Llama2,30,Age_29_33,Age_30_35,Male,PE,1a,1,90,Control
169,Llama2,30,Age_29_33,Age_30_35,Male,PE,1a,0,0.45,Control
169,Llama2,30,Age_29_33,Age_30_35,Male,PE,1a,0,75,Control
169,Llama2,30,Age_29_33,Age_30_35,Male,PE,1a,1,90,Control
170,Llama2,24,Age_22_24,Age_23_24,Male,BM,1b,1,10,Control
170,Llama2,24,Age_22_24,Age_23_24,Male,BM,1b,0,5,Control
170,Llama2,24,Age_22_24,Age_23_24,Male,BM,1b,1,10,Control
170,Llama2,24,Age_22_24,Age_23_24,Male,BM,1b,1,0.1,Control
171,Llama2,38,Age_34_41,Age_36_40,Male,BM,2a,1,0.1,Control
171,Llama2,38,Age_34_41,Age_36_40,Male,BM,2a,1,0.1,Control
171,Llama2,38,Age_34_41,Age_36_40,Male,BM,2a,1,10,Control
171,Llama2,38,Age_34_41,Age_36_40,Male,BM,2a,1,0.1,Control
172,Llama2,22,Age_22_24,Age_20_22,Male,PE,2b,1,90,Control
172,Llama2,22,Age_22_24,Age_20_22,Male,PE,2b,1,0.9,Control
172,Llama2,22,Age_22_24,Age_20_22,Male,PE,2b,1,90,Control
172,Llama2,22,Age_22_24,Age_20_22,Male,PE,2b,0,40,Control
173,Llama2,27,Age_25_28,Age_25_29,Male,PE,2b,1,0.9,Control
173,Llama2,27,Age_25_28,Age_25_29,Male,PE,2b,1,90,Control
173,Llama2,27,Age_25_28,Age_25_29,Male,PE,2b,1,90,Control
173,Llama2,27,Age_25_28,Age_25_29,Male,PE,2b,1,0.9,Control
174,Llama2,30,Age_29_33,Age_30_35,Male,PE,1a,0,80,Control
174,Llama2,30,Age_29_33,Age_30_35,Male,PE,1a,1,90,Control
174,Llama2,30,Age_29_33,Age_30_35,Male,PE,1a,1,90,Control
174,Llama2,30,Age_29_33,Age_30_35,Male,PE,1a,0,40,Control
175,Llama2,25,Age_25_28,Age_25_29,Female,PE,1a,0,1,Control
175,Llama2,25,Age_25_28,Age_25_29,Female,PE,1a,1,90,Control
175,Llama2,25,Age_25_28,Age_25_29,Female,PE,1a,1,90,Control
175,Llama2,25,Age_25_28,Age_25_29,Female,PE,1a,0,-999,Control
176,Llama2,25,Age_25_28,Age_25_29,Male,PE,1a,1,90,Control
176,Llama2,25,Age_25_28,Age_25_29,Male,PE,1a,1,0.9,Control
176,Llama2,25,Age_25_28,Age_25_29,Male,PE,1a,1,0.9,Control
176,Llama2,25,Age_25_28,Age_25_29,Male,PE,1a,1,90,Control
177,Llama2,46,Age_42_65,Age_41_65,Male,BM,1b,1,10,Control
177,Llama2,46,Age_42_65,Age_41_65,Male,BM,1b,1,10,Control
177,Llama2,46,Age_42_65,Age_41_65,Male,BM,1b,1,10,Control
177,Llama2,46,Age_42_65,Age_41_65,Male,BM,1b,1,10,Control
178,Llama2,50,Age_42_65,Age_41_65,Male,PE,2b,1,90,Control
178,Llama2,50,Age_42_65,Age_41_65,Male,PE,2b,0,1.45,Control
178,Llama2,50,Age_42_65,Age_41_65,Male,PE,2b,0,1.9,Control
178,Llama2,50,Age_42_65,Age_41_65,Male,PE,2b,1,90,Control
179,Llama2,53,Age_42_65,Age_41_65,Female,BM,2a,1,10,Control
179,Llama2,53,Age_42_65,Age_41_65,Female,BM,2a,1,0.1,Control
179,Llama2,53,Age_42_65,Age_41_65,Female,BM,2a,1,0.1,Control
179,Llama2,53,Age_42_65,Age_41_65,Female,BM,2a,0,0.09,Control
180,Llama2,27,Age_25_28,Age_25_29,Male,BM,1b,1,10,Control
180,Llama2,27,Age_25_28,Age_25_29,Male,BM,1b,1,10,Control
180,Llama2,27,Age_25_28,Age_25_29,Male,BM,1b,1,10,Control
180,Llama2,27,Age_25_28,Age_25_29,Male,BM,1b,1,10,Control
181,Llama2,36,Age_34_41,Age_36_40,Female,PE,2b,1,0.9,Control
181,Llama2,36,Age_34_41,Age_36_40,Female,PE,2b,0,1.9,Control
181,Llama2,36,Age_34_41,Age_36_40,Female,PE,2b,0,0.5,Control
181,Llama2,36,Age_34_41,Age_36_40,Female,PE,2b,0,0.85,Control
182,Llama2,27,Age_25_28,Age_25_29,Male,PE,2b,1,90,Control
182,Llama2,27,Age_25_28,Age_25_29,Male,PE,2b,1,90,Control
182,Llama2,27,Age_25_28,Age_25_29,Male,PE,2b,1,90,Control
182,Llama2,27,Age_25_28,Age_25_29,Male,PE,2b,1,0.9,Control
183,Llama2,26,Age_25_28,Age_25_29,Male,BM,1b,1,0.1,Control
183,Llama2,26,Age_25_28,Age_25_29,Male,BM,1b,1,10,Control
183,Llama2,26,Age_25_28,Age_25_29,Male,BM,1b,1,10,Control
183,Llama2,26,Age_25_28,Age_25_29,Male,BM,1b,1,10,Control
184,Llama2,27,Age_25_28,Age_25_29,Female,BM,2a,1,0.1,Control
184,Llama2,27,Age_25_28,Age_25_29,Female,BM,2a,0,5,Control
184,Llama2,27,Age_25_28,Age_25_29,Female,BM,2a,1,0.1,Control
184,Llama2,27,Age_25_28,Age_25_29,Female,BM,2a,1,0.1,Control
185,Llama2,54,Age_42_65,Age_41_65,Male,BM,1b,0,98,Control
185,Llama2,54,Age_42_65,Age_41_65,Male,BM,1b,1,10,Control
185,Llama2,54,Age_42_65,Age_41_65,Male,BM,1b,1,10,Control
185,Llama2,54,Age_42_65,Age_41_65,Male,BM,1b,1,10,Control
186,Llama2,35,Age_34_41,Age_30_35,Male,PE,2b,1,90,Control
186,Llama2,35,Age_34_41,Age_30_35,Male,PE,2b,0,1.9,Control
186,Llama2,35,Age_34_41,Age_30_35,Male,PE,2b,1,0.9,Control
186,Llama2,35,Age_34_41,Age_30_35,Male,PE,2b,1,90,Control
187,Llama2,44,Age_42_65,Age_41_65,Female,PE,1a,1,90,Control
187,Llama2,44,Age_42_65,Age_41_65,Female,PE,1a,1,90,Control
187,Llama2,44,Age_42_65,Age_41_65,Female,PE,1a,1,0.9,Control
187,Llama2,44,Age_42_65,Age_41_65,Female,PE,1a,1,0.9,Control
188,Llama2,35,Age_34_41,Age_30_35,Female,PE,2b,0,-999,Control
188,Llama2,35,Age_34_41,Age_30_35,Female,PE,2b,1,90,Control
188,Llama2,35,Age_34_41,Age_30_35,Female,PE,2b,0,1.4,Control
188,Llama2,35,Age_34_41,Age_30_35,Female,PE,2b,1,90,Control
189,Llama2,38,Age_34_41,Age_36_40,Male,BM,2a,0,-999,Control
189,Llama2,38,Age_34_41,Age_36_40,Male,BM,2a,1,0.1,Control
189,Llama2,38,Age_34_41,Age_36_40,Male,BM,2a,1,10,Control
189,Llama2,38,Age_34_41,Age_36_40,Male,BM,2a,1,10,Control
190,Llama2,26,Age_25_28,Age_25_29,Female,BM,1b,1,10,Control
190,Llama2,26,Age_25_28,Age_25_29,Female,BM,1b,1,10,Control
190,Llama2,26,Age_25_28,Age_25_29,Female,BM,1b,1,10,Control
190,Llama2,26,Age_25_28,Age_25_29,Female,BM,1b,1,0.1,Control
191,Llama2,61,Age_42_65,Age_41_65,Female,PE,2b,1,0.9,Control
191,Llama2,61,Age_42_65,Age_41_65,Female,PE,2b,1,90,Control
191,Llama2,61,Age_42_65,Age_41_65,Female,PE,2b,1,0.9,Control
191,Llama2,61,Age_42_65,Age_41_65,Female,PE,2b,0,0.8,Control
192,Llama2,50,Age_42_65,Age_41_65,Male,PE,1a,1,90,Control
192,Llama2,50,Age_42_65,Age_41_65,Male,PE,1a,1,0.9,Control
192,Llama2,50,Age_42_65,Age_41_65,Male,PE,1a,1,90,Control
192,Llama2,50,Age_42_65,Age_41_65,Male,PE,1a,1,0.9,Control
193,Llama2,59,Age_42_65,Age_41_65,Male,PE,1a,1,0.9,Control
193,Llama2,59,Age_42_65,Age_41_65,Male,PE,1a,1,0.9,Control
193,Llama2,59,Age_42_65,Age_41_65,Male,PE,1a,1,0.9,Control
193,Llama2,59,Age_42_65,Age_41_65,Male,PE,1a,1,90,Control
194,Llama2,39,Age_34_41,Age_36_40,Male,BM,1b,1,10,Control
194,Llama2,39,Age_34_41,Age_36_40,Male,BM,1b,1,0.1,Control
194,Llama2,39,Age_34_41,Age_36_40,Male,BM,1b,1,10,Control
194,Llama2,39,Age_34_41,Age_36_40,Male,BM,1b,1,10,Control
195,Llama2,37,Age_34_41,Age_36_40,Male,BM,2a,1,0.1,Control
195,Llama2,37,Age_34_41,Age_36_40,Male,BM,2a,1,10,Control
195,Llama2,37,Age_34_41,Age_36_40,Male,BM,2a,1,0.1,Control
195,Llama2,37,Age_34_41,Age_36_40,Male,BM,2a,1,0.1,Control
196,Llama2,29,Age_29_33,Age_25_29,Male,BM,2a,1,10,Control
196,Llama2,29,Age_29_33,Age_25_29,Male,BM,2a,1,0.1,Control
196,Llama2,29,Age_29_33,Age_25_29,Male,BM,2a,0,0.3,Control
196,Llama2,29,Age_29_33,Age_25_29,Male,BM,2a,1,0.1,Control
197,Llama2,27,Age_25_28,Age_25_29,Male,BM,1b,1,0.1,Control
197,Llama2,27,Age_25_28,Age_25_29,Male,BM,1b,1,10,Control
197,Llama2,27,Age_25_28,Age_25_29,Male,BM,1b,1,0.1,Control
197,Llama2,27,Age_25_28,Age_25_29,Male,BM,1b,1,0.1,Control
198,Llama2,31,Age_29_33,Age_30_35,Male,PE,1a,1,0.9,Control
198,Llama2,31,Age_29_33,Age_30_35,Male,PE,1a,1,90,Control
198,Llama2,31,Age_29_33,Age_30_35,Male,PE,1a,1,90,Control
198,Llama2,31,Age_29_33,Age_30_35,Male,PE,1a,0,0.4,Control
199,Llama2,26,Age_25_28,Age_25_29,Male,PE,2b,1,0.9,Control
199,Llama2,26,Age_25_28,Age_25_29,Male,PE,2b,1,90,Control
199,Llama2,26,Age_25_28,Age_25_29,Male,PE,2b,1,90,Control
199,Llama2,26,Age_25_28,Age_25_29,Male,PE,2b,1,0.9,Control
200,Llama2,35,Age_34_41,Age_30_35,Male,BM,2a,1,0.1,Control
200,Llama2,35,Age_34_41,Age_30_35,Male,BM,2a,1,0.1,Control
200,Llama2,35,Age_34_41,Age_30_35,Male,BM,2a,1,0.1,Control
200,Llama2,35,Age_34_41,Age_30_35,Male,BM,2a,1,10,Control
201,Llama2,25,Age_25_28,Age_25_29,Male,BM,2a,1,0.1,Control
201,Llama2,25,Age_25_28,Age_25_29,Male,BM,2a,1,10,Control
201,Llama2,25,Age_25_28,Age_25_29,Male,BM,2a,1,0.1,Control
201,Llama2,25,Age_25_28,Age_25_29,Male,BM,2a,1,10,Control
202,Llama2,25,Age_25_28,Age_25_29,Male,PE,1a,1,0.9,Control
202,Llama2,25,Age_25_28,Age_25_29,Male,PE,1a,1,0.9,Control
202,Llama2,25,Age_25_28,Age_25_29,Male,PE,1a,1,90,Control
202,Llama2,25,Age_25_28,Age_25_29,Male,PE,1a,1,90,Control
203,Llama2,42,Age_42_65,Age_41_65,Male,PE,1a,0,45,Control
203,Llama2,42,Age_42_65,Age_41_65,Male,PE,1a,1,0.9,Control
203,Llama2,42,Age_42_65,Age_41_65,Male,PE,1a,1,90,Control
203,Llama2,42,Age_42_65,Age_41_65,Male,PE,1a,1,90,Control
204,Llama2,33,Age_29_33,Age_30_35,Male,PE,1a,0,-999,Control
204,Llama2,33,Age_29_33,Age_30_35,Male,PE,1a,1,90,Control
204,Llama2,33,Age_29_33,Age_30_35,Male,PE,1a,1,90,Control
204,Llama2,33,Age_29_33,Age_30_35,Male,PE,1a,1,0.9,Control
205,Llama2,27,Age_25_28,Age_25_29,Male,PE,2b,0,1,Control
205,Llama2,27,Age_25_28,Age_25_29,Male,PE,2b,0,1.4,Control
205,Llama2,27,Age_25_28,Age_25_29,Male,PE,2b,1,90,Control
205,Llama2,27,Age_25_28,Age_25_29,Male,PE,2b,1,90,Control
206,Llama2,26,Age_25_28,Age_25_29,Male,BM,1b,1,10,Control
206,Llama2,26,Age_25_28,Age_25_29,Male,BM,1b,0,-999,Control
206,Llama2,26,Age_25_28,Age_25_29,Male,BM,1b,1,0.1,Control
206,Llama2,26,Age_25_28,Age_25_29,Male,BM,1b,1,10,Control
207,Llama2,31,Age_29_33,Age_30_35,Female,BM,2a,1,0.1,Control
207,Llama2,31,Age_29_33,Age_30_35,Female,BM,2a,1,10,Control
207,Llama2,31,Age_29_33,Age_30_35,Female,BM,2a,1,0.1,Control
207,Llama2,31,Age_29_33,Age_30_35,Female,BM,2a,1,0.1,Control
208,Llama2,33,Age_29_33,Age_30_35,Male,BM,1b,0,9,Control
208,Llama2,33,Age_29_33,Age_30_35,Male,BM,1b,0,90,Control
208,Llama2,33,Age_29_33,Age_30_35,Male,BM,1b,1,0.1,Control
208,Llama2,33,Age_29_33,Age_30_35,Male,BM,1b,1,0.1,Control
209,Llama2,38,Age_34_41,Age_36_40,Female,BM,2a,1,0.1,Control
209,Llama2,38,Age_34_41,Age_36_40,Female,BM,2a,1,0.1,Control
209,Llama2,38,Age_34_41,Age_36_40,Female,BM,2a,1,0.1,Control
209,Llama2,38,Age_34_41,Age_36_40,Female,BM,2a,1,10,Control
210,Llama2,36,Age_34_41,Age_36_40,Female,BM,1b,1,10,Control
210,Llama2,36,Age_34_41,Age_36_40,Female,BM,1b,1,0.1,Control
210,Llama2,36,Age_34_41,Age_36_40,Female,BM,1b,1,10,Control
210,Llama2,36,Age_34_41,Age_36_40,Female,BM,1b,1,10,Control
211,Llama2,28,Age_25_28,Age_25_29,Male,PE,2b,1,0.9,Control
211,Llama2,28,Age_25_28,Age_25_29,Male,PE,2b,1,90,Control
211,Llama2,28,Age_25_28,Age_25_29,Male,PE,2b,1,90,Control
211,Llama2,28,Age_25_28,Age_25_29,Male,PE,2b,1,0.9,Control
212,Llama2,25,Age_25_28,Age_25_29,Male,PE,2b,1,90,Control
212,Llama2,25,Age_25_28,Age_25_29,Male,PE,2b,1,90,Control
212,Llama2,25,Age_25_28,Age_25_29,Male,PE,2b,1,90,Control
212,Llama2,25,Age_25_28,Age_25_29,Male,PE,2b,1,0.9,Control
213,Llama2,56,Age_42_65,Age_41_65,Male,BM,2a,1,0.1,Control
213,Llama2,56,Age_42_65,Age_41_65,Male,BM,2a,1,10,Control
213,Llama2,56,Age_42_65,Age_41_65,Male,BM,2a,1,0.1,Control
213,Llama2,56,Age_42_65,Age_41_65,Male,BM,2a,1,10,Control
214,Llama2,37,Age_34_41,Age_36_40,Male,PE,2b,1,90,Control
214,Llama2,37,Age_34_41,Age_36_40,Male,PE,2b,0,0.5,Control
214,Llama2,37,Age_34_41,Age_36_40,Male,PE,2b,1,0.9,Control
214,Llama2,37,Age_34_41,Age_36_40,Male,PE,2b,0,1.9,Control
215,Llama2,34,Age_34_41,Age_30_35,Male,BM,2a,1,10,Control
215,Llama2,34,Age_34_41,Age_30_35,Male,BM,2a,1,0.1,Control
215,Llama2,34,Age_34_41,Age_30_35,Male,BM,2a,1,10,Control
215,Llama2,34,Age_34_41,Age_30_35,Male,BM,2a,1,0.1,Control
216,Llama2,25,Age_25_28,Age_25_29,Male,BM,1b,1,10,Control
216,Llama2,25,Age_25_28,Age_25_29,Male,BM,1b,0,9,Control
216,Llama2,25,Age_25_28,Age_25_29,Male,BM,1b,0,0.05,Control
216,Llama2,25,Age_25_28,Age_25_29,Male,BM,1b,1,0.1,Control
217,Llama2,38,Age_34_41,Age_36_40,Male,PE,1a,1,0.9,Control
217,Llama2,38,Age_34_41,Age_36_40,Male,PE,1a,1,0.9,Control
217,Llama2,38,Age_34_41,Age_36_40,Male,PE,1a,1,0.9,Control
217,Llama2,38,Age_34_41,Age_36_40,Male,PE,1a,1,0.9,Control
218,Llama2,36,Age_34_41,Age_36_40,Female,BM,2a,1,10,Control
218,Llama2,36,Age_34_41,Age_36_40,Female,BM,2a,1,10,Control
218,Llama2,36,Age_34_41,Age_36_40,Female,BM,2a,1,0.1,Control
218,Llama2,36,Age_34_41,Age_36_40,Female,BM,2a,1,0.1,Control
219,Llama2,39,Age_34_41,Age_36_40,Male,PE,2b,0,10,Control
219,Llama2,39,Age_34_41,Age_36_40,Male,PE,2b,0,-999,Control
219,Llama2,39,Age_34_41,Age_36_40,Male,PE,2b,0,10,Control
219,Llama2,39,Age_34_41,Age_36_40,Male,PE,2b,0,1.1,Control
220,Llama2,30,Age_29_33,Age_30_35,Male,BM,1b,0,20,Control
220,Llama2,30,Age_29_33,Age_30_35,Male,BM,1b,1,0.1,Control
220,Llama2,30,Age_29_33,Age_30_35,Male,BM,1b,0,5,Control
220,Llama2,30,Age_29_33,Age_30_35,Male,BM,1b,0,20,Control
221,Llama2,41,Age_34_41,Age_41_65,Male,PE,1a,0,30,Control
221,Llama2,41,Age_34_41,Age_41_65,Male,PE,1a,1,90,Control
221,Llama2,41,Age_34_41,Age_41_65,Male,PE,1a,1,0.9,Control
221,Llama2,41,Age_34_41,Age_41_65,Male,PE,1a,1,90,Control
222,Llama2,36,Age_34_41,Age_36_40,Male,BM,2a,0,-999,Control
222,Llama2,36,Age_34_41,Age_36_40,Male,BM,2a,1,10,Control
222,Llama2,36,Age_34_41,Age_36_40,Male,BM,2a,1,0.1,Control
222,Llama2,36,Age_34_41,Age_36_40,Male,BM,2a,0,60,Control
223,Llama2,34,Age_34_41,Age_30_35,Female,BM,1b,1,0.1,Control
223,Llama2,34,Age_34_41,Age_30_35,Female,BM,1b,1,10,Control
223,Llama2,34,Age_34_41,Age_30_35,Female,BM,1b,0,20,Control
223,Llama2,34,Age_34_41,Age_30_35,Female,BM,1b,1,10,Control
224,Llama2,26,Age_25_28,Age_25_29,Female,BM,2a,1,0.1,Control
224,Llama2,26,Age_25_28,Age_25_29,Female,BM,2a,1,0.1,Control
224,Llama2,26,Age_25_28,Age_25_29,Female,BM,2a,1,0.1,Control
224,Llama2,26,Age_25_28,Age_25_29,Female,BM,2a,1,10,Control
225,Llama2,36,Age_34_41,Age_36_40,Female,PE,1a,1,90,Control
225,Llama2,36,Age_34_41,Age_36_40,Female,PE,1a,1,0.9,Control
225,Llama2,36,Age_34_41,Age_36_40,Female,PE,1a,0,70,Control
