Subject,Subject.1,CB,StandardProblem,StandardAcc,StandardResp,StandardAccLast,StandardRespLast,StandardStr,ControlAcc,ControlResp,ControlAccLast,ControlRespLast,ControlStr,StandardConfidence,StandardConfidenceStr,ControlConfidence,ControlConfidenceStr,StandardOpinion,StandardOpinionStr,ControlOpinion,ControlOpinionStr
237,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100,1,100,0.5,50,0.85,85
238,,2a,BM,0,0.9,0,0.9,Banana = $0.90,1,0.1,1,0.1,Eraser = $0.10,0.99,99,0.99,99,0.5,I'd say 50%. It's an easy problem.,-0.85,"More than the last question but less than 99%, say, about 80-85% because it looks like a tricky problem at first glance."
239,,2a,BM,1,0.45,1,0.45,$.45 cents (answer submitted as a fraction),1,0.1,1,0.1,$.10 cents,0.78,I'm 78 percent confident that this is correct (the answer is correct - but is the confidence appropriate?),0.97,I am 97% positive that this one is correct (this answer is also correct - and again - is the confidence appropriate?),0.33,"About half the people got it right...so about 50%. (A random sample of students at Harvard, Princeton and MIT found that only 33% answered the question correctly)",0.9,At least three-quarters...or maybe 76% or 75% would be a better estimate (a similar study at UC Berkeley found that about 90% solved this problem correctly)
240,,1a,PE,0,0.1,0,0.1,"I think .10, but it seems too simple",1,0.9,1,0.9,$.90,0.8,80%,0.8,80%,0.5,"50%, I'm guessing half will just give the larger value or average between both values without considering that one can be higher if we take into account a ""free"" pencil",0.8,This one is more obvious so probably >80%
241,,1b,BM,0,0.7,0,0.7,.70 cents,1,0.1,1,0.1,.10 cents,0.99,99%,1,100%,0.75,75%,0.95,95%
242,,1b,BM,1,0.45,1,0.45,$.45 (forty-five cents),1,0.1,1,0.1,.10 (ten cents),0.85,85%,0.85,85%,0.7,70%.  Again it could be affected by people not thinking of tax.  Some people might forget to consider the price difference too.,0.7,90%.  It's kind of hard because most people wouldn't think about the tax but I would expect at least 60 or 70 percent.
243,,1a,PE,1,0.05,0,1,$0.05; I reasoned that if the pencil is a dollar more then it must be $1.05 because that would mean the eraser was free if the answer were $1.,1,0.9,1,0.9,$.90. I did the same thing as before by subtracting the cost of the magazine from the total price and determined the remainder is what the banana cost.,0.8,80%,0.85,85%,0.75,75%,0.9,90%
244,,1b,BM,1,45,1,45,45 cents,1,10,1,10,10 cents,1,100%,1,100%,0.6,60%,0.85,85%
245,,2a,BM,1,0.45,1,0.45,"$.45 cents, because if the difference in price between both items is two dollars, that means the mag costs $2.45 and the banana $.45...so it would seem logical (or as close as possible)",1,0.1,1,0.1,"$.10 cents...because they didn't mention any difference between these prices other than an addition, so we don't need to subtract or use a second formula",0.68,68%,0.001,"98%, because if it doesn't specify any change in price beyond simply adding, that means one item is equal to whatever amount minus however much the first thing was...and thus, since it said the pencil costs $1, that leaves .10 for the eraser",0.6,I think around 60%. There's always some confusion surrounding the way it's worded,0.95,"Maybe as high as 95%, but it could also be lower than that depending on who you ask and the context"
246,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,0,2,$.10. This one is simple if they remember that $2 was mentioned beforehand!,1,I would say 100%,1,"Also 100%, these are fairly straightforward math problems as long as the initial mistake isn't made.",0.02,I'd say about 70%. It seems like a lot of people get caught up by that $2 figure without actually solving for it,-0.6,Hmm...maybe 50-60%? Not everyone remembers the first question so some may make the same error again.
247,,1a,PE,0,10,0,1.1,"Eraser is 10 cents, Pencil would then be $1.10, which was already given as total cost.",1,0.9,1,0.9,The Banana is $.90 cents,0.7,70%. I am reasonably certain but not completely positive that there may have been other answers.,1,100%. That's simply subtracting two numbers from another two numbers.,0.2,Probably less than 20%.,-0.7,Maybe 50-70%. Seems fairly easy since it is basic addition or subtraction.
248,,2a,BM,0,2,0,90,"I think the price of the magazine would be $2, leaving 90 cents for the banana.",1,10,1,10,Wait...you said something about subtraction last time...I think I'll try that again...the eraser costs 10 cents!,0.8,80%,0.7,70%,0.95,"I'm thinking at least 90%, perhaps even closer to 95%.",0.6,"Well...I was kinda stumped there for a moment, so let me guess...maybe only 60%, perhaps less than half got it right."
249,,1b,BM,0,2,0,2.5,"This one isn't so simple. If the mag is $2 and it's $2 more than the banana, that means that the banana must be -$2, which is negative two dollars. But then again, who would pay for a negative product? I suppose this question could use some context, maybe like in space or something. Otherwise it makes no sense, I wouldn't know if there even existed such things as negative products on earth. Anyways, assuming all products here are positive, the only other answer would have to be fifty cents for the banana, because $2.90-$.40=$2.50. So the mag costs twice as much, not four times. That makes the mag fifty cents too. My point is, you need to know what kind of world you're in before making assumptions about the value of products.",1,0.1,1,0.1,"0.10, I just subtracted 1 from 1.1 and got .10.",0.85,I am 85% confident in my response.,0.95,I am 95% confident in my response.,0.05,5%.,0.0005,"50%, since many people don't subtract 1 when they see the problem. They think that the eraser costs $.05 but it doesn't."
250,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$0.90,0.85,85%. I'm pretty sure but I don't know if I made an arithmetic mistake somewhere.,1,100%. I have read this one before.,0.5,50% because its slightly confusing due to wording and only the mathematically inclined will be able to solve it without trial-and-error.,0.6,60% - some people may still be unsure of their answer so they could guess incorrectly or just give up.
251,,2a,BM,1,0.45,0,1.45,Banana costs $.45. Magazines are priced at $1.45,1,0.1,0,1,Eraser costs $.10. Pencils are priced at $1.,0.85,85%,1,100%,0.9,90%,0.75,75%
252,,1a,PE,0,10,0,1,I think the eraser is priced at 10 cents because that will give the sum of $1.10 when added to the $1 for the pencil.,1,90,0,2,I would answer 90 cents based on my earlier logic of subtracting $2 from the total amount given.,0.85,"I am very confident of this answer, say around 85%.",0.85,I am also about 85% certain about this answer since it seems just as simple as the first question.,0.9,I believe 90% or higher of people could solve this problem correctly because it appears straight forward.,0.75,My guess is that 75% of all people can solve this correctly since it's almost similar to the first problem.
253,,1a,PE,0,0.1,0,0.1,$.10,1,0.9,1,0.9,$.90,0.9,90%,0.8,80%,0.6,60%,0.7,70%
254,,2b,PE,0,10,0,1,"Eraser=10 cents; Pencil = $1+10 cents or $1.10. But since I cannot have two right answers, then Eraser = $0.10 and Pencil=$1.",1,0.9,1,0.9,.90 cents,0.95,"95%, but the other answer was equally plausible.",1,100%,0.5,Less than 50%. Most would be misled by the initial question.,0.85,85%
255,,1b,BM,0,,0,,Fifty cents,0,,0,,Ten cents,1,100,0.85,85,0.95,95,0.95,95
256,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.85,85%,0.65,65%
257,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90%,1,100%,0.8,80%,0.75,75%
258,,2b,PE,0,1,1,0.05,"Let x = eraser so x + x + $1 = $1.10; therefore, $1 = $.10/2 so x = $.05",1,0.9,0,0.1,"The banana costs $.90 because when you subtract the price of the magazine from the total, there's a .10 cent difference",0.99,I am 99% sure that my answer is right,0.99,I am 99% sure that I am correct,0.5,"Well it is rather difficult to say, but for the sake of estimating, I'd say that around 50% answered this question right.",0.009,About 98% because some might think the banana would only be .90 cents if it was rounded down. But I don't know too much about people's thought process. So I am giving this an estimate.
259,,2a,BM,0,75,0,0.75,75 cents because if it costs a dollar then the magazine would be $3 so therefore it must be .75 cents,1,10,1,10,10 cents,0.99,99 percent,1,100 percent,0.45,45 percent,0.86,86 percent
260,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,"$.10 (because a penny was subtracted from the one dollar for the pencil, leaving .90 cents which was rounded down to .10)",1,100%,0.6,60%,0.8,80%,0.2,20%
261,,1a,PE,1,0.05,0,1.05,"Eraser cost $0.05, Pencil Cost $1.05",1,0.9,1,0.9,Banana Costs $0.90,1,100 %,1,100%,0.6,"More than 60%, I don't know the exact percentage though",0.8,More than 80%. I don't know the exact percentage though
262,,2b,PE,0,1,0,1,It doesn't really make sense as stated.  Is it $1 and $0.10 or some other combination like that?  I guess $0.05 since the only way for the pencil to be one dollar more would be for the eraser to be less than $1.,1,0.9,1,0.9,$.90 cents because if you take away the price for the magazine it leaves .90,0.7,I can see that there may be solutions other than the one I suggested but I'll stick with my answer.  70%.,1,"I'm totally sure, so 100%.",0.3,This is kind of confusing so maybe around 30%.,0.65,65%
263,,1a,PE,1,5,1,5,5 cents (this response was correct).,1,90,0,40,90 cents (incorrect response; the actual cost of the banana is 40 cents).,0.7,70 percent.,0.6,60 percent.,0.8,80%,0.4,40%
264,,2a,BM,0,0.9,0,0.9,0.9,1,0.1,1,0.1,0.1,0.8,80,1,100,0.95,95,1,100
265,,2b,PE,0,0.1,0,0.1,0.1 (they still don't remember there could be tax on each product or maybe they don't want to spend so little),1,0.9,1,0.9,0.9 (they forgot about tax),0.7,70%,0.85,85%,0.6,60%,0.95,95%
266,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.99,99%,0.99,99%,0.6,60%,0.85,85%
267,,1b,BM,0,70,0,70,"To calculate, the cost of the banana we should subtract two dollars from the price of the magazine and banana total which will equal two dollars. Then divide two dollars by half the original sum to find out the banana costs 70 cents.",1,10,0,1.1,"It's a trick question, but since you asked, I would assume 10 cents because if the pencil cost one dollar, and together they are $1.10 then that leaves ten cents for the eraser. But as I said before it is a trick question.",0.85,"I would say I am 85% confident that I have worked out the right answer. It's an odd way to set the question though, perhaps there is a simpler way.",0.75,"75%, I am pretty sure of my answer, but it seemed odd so I had to think about it.",0.8,"I think most people could work out the correct answer if they stopped and thought about it like I did, so maybe about 80%.",0.5,"I think only half the people will solve it correctly, so I will go with 50%."
268,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,"$.10, because I have the question wrong in my mind and think the difference between the two prices will be given",0.6,60%,0.5,50%,0.3,30%,0.25,25%
269,,1b,BM,1,0.45,1,0.45,Banana cost $.45,1,10,1,10,10 cents,0.9,90%,0.9,90%,0.7,70%,0.5,50%
270,,2a,BM,0,0.9,0,0.9,Banana cost .90¢ (answer provided),1,0.1,1,0.1,Eraser costs $.10 (answer provided).,0.67,67% confidence,1,100%. I used algebra for the last one; this was easier.,0.4,40%.,0.85,85%. This seems so obvious after knowing that the first one didn't use correct math principles.
271,,1a,PE,1,0.05,1,0.05,"$.05 (I calculated it out, not immediately apparent)",1,0.9,1,0.9,$.90,0.75,75,0.95,95,0.5,50,0.8,80
272,,1b,BM,0,2,0,1.1,"First, let me start off by subtracting $2 from the total cost which would mean the banana has to cost $0.90, because if you add that value back onto the original magazine price of $2, you get the new total amount for the magazine. Now I need to confirm whether this answer is correct or not...  Okay, so if the magazine really does cost $2 more than the banana, then when we subtract the cost of the banana (which is now $0.90) from the cost of the magazine ($2), we end up with $1.10, exactly as stated in the question. Therefore, I believe my answer is indeed accurate and complete.",1,10,1,10,"10 cents. It says that in the question that a pencil and an eraser together cost $1.10, but if the pencil costs $1 alone then obviously the eraser must only be 10 cents by itself since it’s just the remaining amount from the total price.",0.97,"97%, because there’s still a slight chance that some part of the problem was left out or misstated somehow, even though it doesn't seem likely given how straightforward the wording was.",0.001,"95%, because there is a .10 chance that I might have missed something small or overlooked some detail, although I highly doubt it since I read through the problem again carefully before submitting my response.",-0.95,"Honestly, I think most people probably answered this one correctly too, so maybe about 85-95%.",-0.9,I think that probably around 80-90% of people answer this problem correctly because it's pretty straightforward and doesn't require any complex calculations.
273,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.95,95%.,1,100%,0.8,80%,1,100%
274,,2b,PE,1,5,0,1.05,"5 cents for the eraser, $1.05 for the pencil (I did calculate this one).",1,90,1,90,90 cents (I guess),0.85,"85%. I calculated it on my own, so I am relatively sure, but errors may still occur.",0.5,"50% (ish). I didn't calculate anything, so I am really not too sure.",-0.5,"45-50%. This question seems less likely to be misinterpreted, however some participants might have made calculations mistakes as well.",0.75,"75%, because this question can be misinterpreted easily and many people tend to overlook certain aspects."
275,,1b,BM,1,0.45,1,0.45,"$.45 ($2.45 for the magazine minus the $2 increase equals $.95 for the banana; hence, $2.45 - $.95 = $.45).",1,0.1,1,0.1,"$.10 (You probably answered ten cents, which means that your mind automatically found the difference between the total cost and the price of the pencil. In other words, it recognized that if the total is $1.10 and one item costs $1.00, then the difference—the cost of the second item—must be .10, or ten cents.)",1,100,1,100,0.5,50 (You were probably less certain that other people would solve this one. You might even have found it challenging yourself.),1,"100 (If you're like most people, you think just about everyone who tries this question will come up with the right answer.)"
276,,1b,BM,1,0.45,0,4.45,"The banana costs $.45, while the magazine costs $3.45 ($2 more). This is calculated by taking $2.90 - $.45 = $2.45, which equals $2 overpriced for the magazine if the banana costs exactly $.45, hence, why the magazine should actually cost $2.45 less to match the sum. If it cost $2 extra, then $2.45 + $2 = $4.45, not meeting our condition.",1,0.1,0,1.1,"The eraser costs $.10. It would not be free, since this problem states it will add to the overall $1.10 cost.",1,100%.,1,100%,0.75,"I would expect that a lower portion of responses would solve the second question since it's worded differently with an additional phrase concerning the difference between items. Perhaps ~75%, assuming everyone who solved the previous question has seen and understands this kind of question now, or maybe even higher due to those initially stumped having figured out what the trick was before.",0.99,"99%, as some might believe that an item given away for free does not change the total price, but I feel the vast majority understands the principle at play here."
277,,1b,BM,0,2.9,0,30,First I subtracted two dollars from 2.90 and came up with ninety cents for the banana but then I changed my answer to 30 cents because that's half of a dollar and it made sense to me.,1,0.1,1,0.1,ten cents or $.10,0.6,60%,0.85,85%,0.45,45%,0.75,75%
278,,1b,BM,0,2,0,1.9,"If the difference is $2, then each item would be half that price plus or minus the $2. So the banana costs $1 and the magazine $1.90.",1,0.1,1,0.1,$0.10.,0.95,"I am almost sure, 95%.",1,"I am totally sure, 100%.",0.3,"That's trickier, so let's say only 30% of people answered this one right.",0.95,Most people should get that right. Say 95%.
279,,1b,BM,0,2,0,0.9,"Well, if the magazine is $2 more than the banana then the banana must first be determined, then you can add $2.00 to it in order to find out the cost of the magazine. So let's see...$2.90 - $2.00 = $0.90 so the banana must be priced at ninety cents.",1,0.1,1,10,"$0.10. I am using logic for this question. If the total is $1.10 and the pencil costs $1, then it's obvious that the only remaining amount the eraser could possibly be is 10 cents.",1,100%.,1,100%.,0.6,"60%, I believe many would get distracted by trying to calculate using percentages instead of simple subtraction.",0.75,Around 75%.
280,,2a,BM,1,0.45,1,0.45,"$.45 because if you take 2 away from the price of the mag, which is 2.90 then there's .90 left, divide that by two since that's how much less the banana is, equals .45 so banana would be .45",1,0.1,1,0.1,"$.10 because that's all that is left from adding the items together, they said the pencil cost one dollar so the eraser can only be ten cents for a total of a dollar fifteen cents for both objects.",0.85,85%,0.75,75%,0.3,30% maybe,0.6,60% probably
281,,1a,PE,1,0.05,0,1.05,"The eraser cost $0.05 cents because if the pencil is a dollar more it would be a $1.05, but since the total cost is only $1.10 then that means the eraser has to be only 5 cents to make a $1.10 with the pencils $1.05",1,0.9,1,0.9,The banana costs $.90 cents,0.9,I'm 90 percent sure in my answer,0.98,I'm 98 percent sure in my answer,0.75,75 percent of people probably get it correct,0.95,95 percent of people got it right
282,,1a,PE,1,0.05,0,1,"$.05 (The question is structured such that it causes people to first think about what the pencil might cost ($1 more than the total). To find the correct answer, the respondent must change his frame of reference from “What would a pencil cost in this situation?” to “What can the eraser cost in this situation?”)",0,2,0,0.05,The same as before. Just subtract 2 from 3 and you get .05.,0.75,I'm pretty sure but i will say 75%.,0.75,Same as last time 75%.,0.45,"Most people would have tried to add one dollar for the pencil instead of subtracting one from the other. So around 45%, just an estimate.",0.25,Probably less than half since they would have done something similar to my previous mistake. Let’s go with 25% just to give an answer.
283,,1b,BM,1,0.45,0,3.45,"Banana: $0.45 cents, Magazine: $3.45 cents",1,0.1,1,0.1,$0.10 cents,0.85,85%,1,100%,0.45,45%,0.75,75%
284,,1b,BM,0,2,0,0.5,Banana = X dollars. Magazine is X + 2 dollars. MagX = BanX + 2 --> MagX - BanX = 2 --> X + 2 - X = 2 --> Answer is $.50,1,0.1,1,0.1,"It doesn't state that the eraser cost $.10. The answer isn't possible unless explicitly stated that the eraser cost $.10, in which case it would be $.10. Otherwise I don't think this question has a definitive answer without more information.",1,"100%. I went through the math step by step and calculated the correct answer, making me very confident in my answer.",1,75% because there was a trick possibility. If someone specified that it costs $0.10 then I would have said 100%. Since there was no specifics I had some doubt.,-0.8,"Around 75-80%. I feel like many people could make a simple algebraic equation or calculate out the difference between the total amount and the magazine cost. However if people don't realize that there needs to be an algebraic relationship between the two objects, they might have issues getting the right answer and may end up guessing instead, so therefore there will likely still be around a quarter who aren't able to get the question correct.",-0.55,"35-55%. Most people would likely realize the trick aspect but wouldn't know if it was specifically asked for or just assumed, so they might second guess themselves on the answer and give an answer with lower certainty or possibly even a different answer altogether."
285,,2b,PE,1,0.05,0,1.05,$.05 for eraser and $1.05 for pen,1,0.9,1,0.9,$.90,0.7,70%,0.9,90%.,0.65,65%,0.85,85% or higher.
286,,1a,PE,0,0.1,0,1,The eraser costs $.10 and the pencil costs $1.00.,1,0.9,0,2,This time it really is $.90 for the banana since you already know the price of the magazine which is $2.00!  Duh!!!,1,I am 100% certain that my answer is correct!,1,"100%, I knew it without even thinking!  Really, it was easy compared to the first question!",0.011,"I believe that about 75% or less got it correct.  It's a tricky one because people assume that they need to split the $1.10 difference equally between the two items when, in fact, they don't have to be equal.",0.95,I am guessing close to 95% or better answered correctly!
287,,2b,PE,1,0.05,0,0.1,Eraser = $.05 Pencil = $.10 (this is one I've had trouble with since middle school and I still sometimes need to think twice about the logic).,1,0.9,0,0.1,"$0.90 (participants tended to see this as a subtraction problem, rather than recognizing that if the magazine costs $2 and both items cost $2.90 when combined, then the magazine was being discounted by $.10)",0.6,"60% (again, he wasn't as confident here as with other questions where his reasoning was solid from start to finish, even though his answer was correct here)",0.029,85% (they were somewhat less certain than they might have been if they'd seen that their answer didn't fit either value presented - $2 for the magazine and $2.90 for the combination of the two).,0.75,75%,0.6,60%
288,,1a,PE,1,0.05,0,0.1,"$.05 (The answer is commonly provided as $.10, but this assumes equal pricing which is not indicated in the question).",1,0.9,1,0.9,$.90. (Note: this question was repeated with different numbers to confirm results from the first question; responses were similar.),0.95,95%.,1,100%.,0.7,70%,0.8,80%.
289,,1a,PE,0,0.1,0,0.1,.10 cents,1,90,1,90,90 cents,0.85,85%,0.8,80%,0.75,75%.,0.65,65%.
290,,2a,BM,0,50,0,0.5,50 cents (0.5),1,10,1,0.1,10 cents (0.1),0.9,"I would say that I'm very confident. My answer is based on my first instinct, which usually turns out to be correct in cases such as this one where the numbers are quite simple. 90%.",0.99,Much more confident than with the first problem. My answer feels right almost instantly. I would rate my confidence at 99%.,0.5,"Since I can't predict exactly how many people answered the question correctly, but am still required to provide an estimate, I think about 50%, if not slightly lower since the problem involves subtraction, which some people find difficult for no apparent reason. But I do believe most will at least come close to the actual solution.",-0.9,"Considering that all one needs to solve this problem is recognize the need to reverse the numbers from the first example due to its similarity, I'd say roughly 80-90% will get it correct. It seems obvious that the eraser, being the less expensive item in this case, should cost far less than a dime."
291,,2b,PE,0,0.5,0,0.5,"The eraser cost $.50 because 1.10 - 1 = .60 then divide by 2 so .30 for each but 1 was subtracted so half of that makes .15, therefore add to one half to get a dollar making .50",1,90,1,90,90 cents,0.85,I feel really good with this answer at 85%,0.85,85 %,0.45,With math like that most people wouldn't do well with this problem and maybe only 45%,0.009,I guess about 70 percent would know that the banana cost .90
292,,2a,BM,0,0.35,0,0.35,$.35,1,0.1,1,0.1,$.10,0.85,85%,1,100%,0.7,I believe that approximately 70% or more got the correct answer as the numbers were fairly obvious to work out for those who took the time to do so.,0.9,I feel almost everyone can solve this simple problem; if they read properly and concentrate. So I think over 90% would be my answer here.
293,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.6,60%,1,100%,0.4,40%,0.8,80%
294,,2a,BM,0,0.9,0,0.9,".90 cents, so $2.90 - $2 = .90",1,10,0,1.1,"10 cents, because 1+.1=1.1",1,100%,1,100%,0.75,"75%, but I have no basis for that number at all, just a guess",0.85,"At least 85%, probably higher than that"
295,,2b,PE,1,5,1,5,5cents,1,0.9,1,0.9,.90cents,0.8,80,1,100,0.6,60,0.6,60
296,,2a,BM,0,50,0,50,50 cents (incorrect),1,10,1,10,10 cents (correct),0.8,I feel like it's about 80% that this would be the answer,0.99,"Well... I don't want to say 100%. But, let me see, 99%, yeah!",0.25,"Less than half, maybe 25%.",0.75,"More than 75%, definitely."
297,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10. I knew the answer for this one too fast.,0.0045,I am totally sure it costs $.45.,1,100%.,0.0035,20%. Most people would have said $.35 without really thinking about it.,0.85,85%. This one is very easy for those that pay attention and use logical reasoning.
298,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.75,75%,1,100%,0.3,30%,0.9,90%
299,,2a,BM,1,0.45,1,0.45,$.45 (I did this by guessing at first then trying to find an answer that would work with the problem.),1,0.1,1,0.1,$.10 (this time I saw where the dollar went so it was easier to understand),0.8,I'm 80 percent sure but there might be something wrong since it seems like too little money for both items.,0.9,90 percent because it seems logical.,0.6,I don't know... maybe around half to two thirds since most people would probably think $1.45 as the price of the magazine (60%),0.8,Maybe 80% since some people still don't see where the money goes (80%)
300,,1b,BM,0,,0,,One dollar.,0,,0,,Ten cents.,0.9,90 percent,0.85,85 percent sure,0.98,98 percent,0.97,97 percent
301,,1b,BM,1,0.45,1,0.45,0.45,1,0.1,1,0.1,0.10,1,100%,1,100%,0.35,35%,0.95,95%
302,,2a,BM,1,0.45,1,0.45,$.45 (cents),1,0.1,1,0.1,$.10 (cents),1,100%,1,100%,0.3,30%,0.7,70%
303,,2b,PE,1,0.05,0,1.1,Eraser - $.05 Pencil $1.05 total = $1.10,1,0.9,1,0.9,$0.90,0.6,60%,1,100%,0.4,40%,0.7,70%
304,,1b,BM,1,0.45,0,2.45,The Banana is $.45. Magazine is $2.45.,1,0.1,1,0.1,.10,,Totally Sure!,,I'm totally sure,0.25,Well under 50%. Maybe 25% but that may be generous.,0.65,">50%, <70% maybe like 65%"
305,,2a,BM,0,2,1,45,"I'm thinking out loud, so you can see my process... Let's assume the banana cost X dollars. Then the magazine costs (X+2) dollars, as per the question. Adding it all up, we get 2.90=x+(x+2). Solving for x gives us x = .45. Answer: The banana costs 45 cents.",0,1,1,10,"Same process as before. Let X be the price of the eraser. Then X + 1 = 1.10. Therefore, X = .10 cents. Answer: The eraser costs 10 cents.",0.85,"85% - I'd be totally certain if I could do it again and reach the exact same answer, but I feel pretty good about this one.",1,100%,-0.9,"Well, most of my students have no trouble with algebra at this point, so probably over 75%. Maybe around 85-90%, since this problem is fairly straightforward. But hey, there are some strange people out there! :)",0.95,"Hm. I suppose more than 90% - that's just about as simple as these problems get, but maybe some folks don't consider the implications thoroughly enough, and answer ""10 cents for both."" So let's say... 95% at least."
306,,1b,BM,1,0.45,0,2.45,"The banana costs $.45; therefore, the magazine should be $2.45.",1,0.1,1,0.1,"$.10, I assume they want to know the price of the eraser.",1,100%.,0.9,"90%, my answer seems intuitive but I might have missed something.",0.85,Probably over 85% answered this problem correctly.,0.75,I believe at least 75% answered this question correctly.
307,,1b,BM,1,45,0,50,"Banana costs 45 cents, I figured out the magazine price is 95 cents and subtracted by 50 cents to get the banana price.",1,10,1,10,"10 cents, I think a lot of people will forget that you can't divide currency evenly.",0.99,"99%, pretty straightforward problem but again my confidence isn't quite as high due to possible miscalculations on my part.",0.1,"85%, because there are different types of erasers, like pen erasers which may or may not have cost more than 10 cents, so I might be wrong.",0.6,"60%, because it still requires some understanding of arithmetic and sometimes people confuse values with variables in their minds leading them astray.",0.9,"90%, assuming most people have at least basic addition skills, they just forget that you can't divide money evenly."
308,,1a,PE,1,0.05,1,0.05,Eraser costs $0.05.,1,0.9,1,0.9,Banana costs $0.90.,0.85,85%,0.95,95%,0.85,85%,0.85,85%
309,,1a,PE,0,0.1,0,1.1,"Eraser = .10 cents, Pencil = .10 + $1 = $1.10 cents, Answer incorrect",1,0.9,1,0.9,"Banana = $.90, Answer correct",0.5,50%,0.8,80%,0.65,65%,0.75,75%
310,,2a,BM,0,0.9,0,0.9,"$.90 (I figured this out by starting at the total, and working backwards)",1,0.1,0,1,$.10 (The $1 was for the pencil.),1,100%,1,100%,0.75,75% or maybe higher since most people do get this problem correct (this question had me doubting my answer lol!),-0.9,"At least 75%, possibly 80-90% due to how intuitive the answer is (it's easy to overlook the fact that the question gives two objects, so I could be wrong on the high end of this one too)."
311,,2b,PE,1,0.05,1,0.05,$.05 cents.,1,0.9,1,0.9,$.90 cents,0.8,"Like, 80%.",1,100%,0.2,"Well, if it’s not 100%, then maybe like 20%. It seems easy enough, but a lot of people get thrown off by that dollar difference, so idk.",0.5,I guess like 50%.
312,,1a,PE,1,0.05,0,1.05,"Eraser is $0.05, pencil is $1.05",1,0.9,1,0.9,Banana is $.90.,0.9,I am 90% sure about my answer.,0.97,I am 97% sure.,0.6,I believe that only 60% of people got this one right.,0.6,I think most people who solved the first problem got this one too - so I guess they were around 60% as well.
313,,1a,PE,0,0.1,0,1.1,Eraser is .10 cents. Pencil is $1 plus .10 cents which equals $1.10 cents.,1,0.9,1,0.9,Banana is .90 cents,0.8,80%,0.8,80%. I did my addition twice before typing.,0.1,"40%, because most people guess that the eraser is 10 cents.",0.65,65% because I feel like a lot more people do better with math problems when there's two separate numbers like in this question than when they have to determine the difference between numbers as was asked in the pencil/eraser question.
314,,2a,BM,0,0.9,0,0.9,The Banana cost .90 cents.,0,,0,,"The eraser is free. It doesn't take money away from the total of the pencil and eraser, but it also doesn't add anything, because there would be nothing for you to write on with the pencil. But again, I could just be dumb, haha.",0.99,"I am 99% confident in my answer, if that's what you mean by ""confident"".",0.05,"Like, I don't even know if I'm right on that last one at all, so maybe like 5%. Haha",0.45,45%,0.25,Um...I have no idea. Maybe 25%.
315,,2b,PE,1,0.05,0,1.05,Eraser cost $.05 and Pencil cost $1.05,1,90,1,90,90 cents,,I'm completely sure that my answer is correct,0.85,85 %,0.9,"At least 90%. This seems like a trick question though because who would think the difference between $1 and $.10 is $1, so maybe only 80-85%, but probably closer to 90%",0.7,70 %
316,,2b,PE,1,0.05,0,1.05,Eraser = $0.05 and Pencil = $1.05; I calculated the difference between pencil and eraser prices after first finding the value for the eraser.,1,0.9,0,2.9,.90 cents (or $.90 if preferred). I arrived at that answer by subtracting $2 from $2.90,0.9,"90%, because there is always a chance someone made a mistake when typing the information here",0.75,75%,0.85,85%; I think that most adults should be able to solve this math problem,0.7,"70%. Although I'm not sure why people would get it wrong, maybe they just add numbers or something similar."
317,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100,1,100,0.4,40,0.7,70
318,,2a,BM,1,0.45,1,0.45,"The banana would cost $0.45. Here's how I figured it out - if I let B stand for the cost of the banana, then the cost of the magazine would be B + $2, or (B+2). According to the information given, (B + 2) + B = $2.90. Solving this equation leads me to B = $0.45.",1,0.1,1,0.1,"The eraser would cost $0.10. Again, letting E represent the price of the eraser, the total cost is ($1 + E) = $1.10. This results in solving the equation for E = $0.10.",1,100%,1,"Once again, I am completely certain of my answer, so I say 100%.",0.8,I believe that around 80% will solve this problem correctly because many individuals know this common math problem.,0.8,"Similar to before, I think approximately 80% of respondents would get this correct because these types of questions have become familiar through education and repetition."
319,,2a,BM,1,0.45,1,0.45,Banana= $.45 cents,1,10,1,10,Eraser = 10 cents,0.78,78%,0.99,99%,0.95,95 %,0.85,85%
320,,2b,PE,1,0.05,0,2,"Eraser costs $.05 and pencil costs $1.05.  Same answer as above, except that there may be even more folks who think the total equals $2.",1,0.9,1,0.9,$0.90 cents,0.8,80% because the problem is somewhat ambiguous.,0.95,95 %,0.7,Perhaps as many as 70% if they are familiar with algebraic expressions involving variables.,0.9,90%.  I say 90% because some people just guess.
