Subject,CB,StandardProblem,StandardAcc,StandardResp,StandardAccLast,StandardRespLast,StandardStr,ControlAcc,ControlResp,ControlAccLast,ControlRespLast,ControlStr,StandardConfidence,StandardConfidenceStr,ControlConfidence,ControlConfidenceStr,StandardOpinion,StandardOpinionStr,ControlOpinion,ControlOpinionStr
347,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.6,60%,0.75,75%
348,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.5,50%,0.75,75%
349,2b,PE,1,0.05,1,0.05,0.05,1,0.9,1,0.9,0.90,1,100,1,100,0.75,75,0.5,50
350,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.75,75%,0.5,50%
351,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.75,75%,1,100%,0.3,30%,0.5,50%
352,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.95,95%,0.95,95%,0.4,40%,0.6,60%
353,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.75,75%,0.95,95%
354,2b,PE,1,0.05,1,0.05,.05cents,1,0.9,1,0.9,.90cents,0.99,99%,0.95,95%,0.6,60%,0.75,75%
355,2b,PE,0,0.1,0,1.1,Eraser = .10; Pencil = 1.10,1,0.9,1,0.9,0.90,0.5,50,1,100,0.75,75,0.5,50
356,2b,PE,0,1,0,1,This is confusing because if you think about it both have the same price but since the pencil costs $1 more than the eraser it's still confusing.,1,0.9,1,0.9,$0.90,,Well this time I only got like half confident because I was really confused on what the right answer could be.,0.9,I am 100 percent certain that the banana costed 90 cents.,0.05,Maybe less than 20% because most people just say 10 cents for the eraser without figuring out that the answer can be a decimal like 5 cents or so.,0.5,At least 50 percent because there is an easy solution when you look at the price of each one by itself.
357,2b,PE,1,0.05,0,1.1,$.05 for the eraser and $1.05 for the pencil since the pencil is one dollar more than the eraser making the total $1.10,1,0.9,1,0.9,"$0.90, because when you subtract the price of the magazine from the total price it gives you $0.90 which is how much the banana cost",0.95,"95%, i feel like this is right but there may be some mistake here so i'll give myself five percent room just in case",0.009,"100%, I'm completely certain that it is $0.90 for the banana.",0.35,35%,0.5,50%
358,2b,PE,1,0.05,0,1.05,"The eraser costs $0.05, pencil is $1.05.",1,0.9,1,0.9,The banana cost $0.90,,Very certain,,I'm totally sure.,0.85,About 85%.,0.9,I think around 90% of people got this right.
359,2b,PE,0,0.1,0,0.1,.1 cent,1,90,1,90,90 cents,0.3,30 percent,1,100 percent confident,0.1,10 percent,0.7,70 percent
360,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.6,60%,0.8,80%
361,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.7,70%,0.8,80%
362,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.6,60%,0.8,80%
363,1a,PE,1,0.05,1,0.05,Eraser costs $.05,1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.75,75%,0.8,80%
364,1a,PE,1,0.05,1,0.05,Eraser costs $.05,1,0.9,1,0.9,Banana costs $.90,0.95,95%,0.95,95%,0.6,60%,0.8,80%
365,1a,PE,0,0.1,0,1,"Eraser = $.10, Pencil = $.90 ($.10 + $1)",1,0.9,0,2,Banana = $.90 ($2.90 - $2),1,100%,1,100%,0.75,75%,0.85,85%
366,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.3,30%,0.7,70%
367,1a,PE,0,10,0,1,"Eraser: 10 cents, Pencil: $1.10 - 10 cents = $1.",0,2.9,1,90,Banana: $2.90 - $2 = 90 cents.,0.9,90%,1,100%,0.6,60%,0.85,85%
368,1a,PE,1,0.05,0,1.05,Eraser = $.05; Pencil = $1.05,1,0.9,0,2,Banana = $.90; Magazine = $2,0.9,90%,0.95,95%,0.2,20%,0.7,70%
369,1a,PE,1,0.05,1,0.05,Eraser cost $.05,1,0.9,1,0.9,Banana cost $.90,1,100,1,100,0.7,70,0.8,80
370,1a,PE,0,0.9,0,0.9,.90 cents because 1.10-1=.10/.90,1,90,1,0.9,90 cents because 2.90-2=.90,0.75,75%,1,100%,0.2,20%,0.5,50%
371,1a,PE,1,0.05,1,0.05,$0.05 (this answer shows a tendency to look for patterns and symmetry).,1,0.9,1,0.9,$.90 (This answer indicates an improved understanding of arithmetic principles as well as a better awareness of the structure of the question).,0.4,"40% (this answer indicates a lack of confidence in their ability to think abstractly, solve a problem that they were not previously aware of, or perform simple arithmetic).",0.75,75%,0.2,20% (This answer reveals a low sense of optimism concerning others' mathematical prowess or general cognitive abilities).,0.45,45%
372,1a,PE,1,0.05,0,0.95,$0.05 because if the pencil costs $1 more than the eraser then 1 = .05 + E where E is the cost of the eraser and so E = .95 which means the eraser costs five cents.,1,0.9,1,0.9,"$.90. It would seem simple enough if I just subtracted the cost of the magazine, but initially, my brain defaulted to assuming that since the previous problem had an answer of five cents, the pattern would continue here. Then, I remembered that it was only because the difference between the pencil and the eraser happened to be one dollar and therefore, made the arithmetic work out as it did for the eraser price. After reminding myself that each situation will have its own differences that must be taken into consideration, I came upon the correct answer which is ninety cents.",1,100%.,0.85,"85%, I am mostly confident however, I double-checked after initially making what would’ve been the wrong decision, due to a pattern in the first question influencing this second one.",0.7,"70%, but some might give up or say they are unsure.",-0.6,Maybe around 45-60%. Given that this question could be interpreted incorrectly based on prior information given by the first problem.
373,1a,PE,1,0.05,0,0.15,$.05 because it is .10 less than the .15 cent difference between them,1,0.9,1,0.9,"$.90 because if the mag was $2 and they cost 2.90 then you subtract what the mag was, and it’s the remaining cost which leaves $.90",0.6,60% because I feel there could be other answers but I cannot think of any,0.85,85%,0.9,90%,0.85,85%
374,1a,PE,0,0.1,0,0.1,.10,0,,0,,They forgot to include that information. So there's no way to figure that out without more details. It could be anything.,1,I am absolutely sure!  My confidence is 100%.,0.3,"No idea; therefore, my confidence would be low at approximately 30%.",0.98,"Mostly everyone who thinks like me will be correct so, probably over 95% or 98%",0.4,Depending on if they were paying attention...maybe about 40%. Some may have figured it out if given some time.
375,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.7,70%,0.8,80%
376,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.6,60%,0.8,80%
377,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.7,70%,0.8,80%
378,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90,1,100,0.75,75,0.85,85
379,1a,PE,1,5,1,5,5 cents,1,90,1,90,90 cents,0.9,90%,0.95,95%,0.6,60%,0.75,75%
380,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.95,95%,1,100%,0.7,70%,0.85,85%
381,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.99,99%,0.99,99%,0.7,70%,0.85,85%
382,1a,PE,0,0.1,0,0.1,.10 cents,1,90,1,90,90 cents,0.95,95%,0.94,94%,0.67,67%,0.83,83%
383,1a,PE,1,5,1,5,5 cents,1,90,1,90,90 cents,1,100%,1,100%,0.9,90%,0.7,70%
384,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.9,90%,0.99,99%
385,1a,PE,1,0.05,0,1.1,"$.05, because if the pencil costs a dollar more than the eraser then it would be $1.05 and the total would still be $1.10",1,0.9,1,0.9,$.90,0.9,"90%, I am only unsure because there may have been a typo or other mistake in my answer",0.85,"85%, because I had to calculate this but I double checked my work",0.75,75%,0.6,60%
386,1a,PE,1,5,1,5,5 cents (this is the right answer; the question was written this way because most people automatically think that there must be a difference of one dollar between the two prices).,1,90,1,90,"It costs 90 cents (this is the right answer; some people just subtract the price of the magazine from the total price, as instructed, without considering whether this leads to an appropriate answer for the second item).",1,"I am completely certain, so I put 100%.",0.9,"I am pretty certain, but I was not exactly positive about the last question. So I would rate myself around 90% confident.",0.3,"Less than half of all people who do this type of question will get it right on their first attempt. So I would guess around 30%, which means I would select 30%.",0.8,"More people know how to solve these problems correctly compared to before. If my calculation is correct, around 4/5 of participants should be able to find the right answers to both questions. Thus, I would assume that around 80% will get this one right."
387,1a,PE,0,1.1,0,1.1,"The pencil costs a dollar so the eraser would have to be ten cents, making the total $1.10.",0,,0,,If the magazine costs two dollars then the rest is ninety cents and must belong to the banana.,1,I am completely sure of my response.  I will put 100%.,1,"This answer seems pretty clear-cut to me; 100%, as before.",0.85,"Based on general public understanding, I suspect most adults should get it right, so I'll go for 85%.",0.6,"It's a simple calculation, but many people still mix things up with subtraction instead of addition. I'll say around 60%."
388,1a,PE,0,0.95,0,1,".95 or 95 cents for pencil, then .05 cents or five cents for eraser = $1.00. Then, participant realized that there's another answer by considering pencil being only a dollar while the eraser was only five cents and stated ""oh wait"" and submitted another answer after being unsure for around ten seconds before giving answer. Participant also looked around the room, which may have been due to anxiety in changing their first response or distraction due to overthinking.",1,0.9,1,0.9,"They answered without hesitation. The response given is correct at .90 cents, taking little time to answer and appearing calm.",0.5,"After making the change from one answer to another, they were around 47% certain but said it would be 52%, which ended up rounding down to 50% as their confidence rating.",0.85,They stated being around 86% certainty and rounded that to 85%.,0.75,Around 75%,0.67,"Again with apparent certainty, participant responded with around 67% likelihood for accuracy among answers."
389,1a,PE,1,0.05,0,1.1,"$.05 (cost of eraser) $1 (cost of pen) +$.05 (eraser) =$1.05, but then how could it add up to $1.10.  I don’t understand this problem, it makes no sense!  I think I am wrong!",1,0.9,0,2.9,$.90 2 for magazine and .90 for banana equals 2.90,0.01,1%,0.0249,"95%, it seems like such an obvious answer but maybe the magazine is really $2.49 or something and that makes a difference!",0.0105,"75%.  If they used algebra like me then most of them got it right, unless they thought like I did at first that the $.05 was extra and added to $1.05 rather than included as part of the $1.05 total.",0.95,"95%, almost everybody figured it out because they just took two dollars off the amount."
390,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.85,85%,0.95,95%
391,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.8,80%,0.95,95%
392,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.8,80%,0.95,95%
393,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.6,60,0.95,95
394,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.9,90,0.95,95,0.6,60,0.75,75
395,1b,BM,0,90,0,90,90 cents,1,10,1,10,10 cents,0.95,95%,0.95,95%,0.8,80%,0.9,90%
396,1b,BM,1,45,1,45,45 cents,1,10,1,10,10 cents,0.6,60,0.95,95,0.8,80,0.95,95
397,1b,BM,0,,0,,Fifty cents.,0,,0,,Ten cents.,1,100%.,1,100%,0.8,Perhaps 80% of people will get it right.,0.95,I think that about 95% of people would solve this problem correctly.
398,1b,BM,0,1.45,0,1.45,$1.45,1,10,1,10,10 cents,0.8,80%,0.95,95%,0.6,60%,0.75,75%
399,1b,BM,1,0.45,0,2.45,The banana costs $.45 and the magazine costs $2.45.,1,0.1,1,0.1,$.10,0.8,"I feel like my answer is right but there might be some trickery going on here, so I will only give myself an 80%.",1,"I'm totally sure, 100%.",0.6,"Given that most people don't fully solve it, maybe 60%, because I think some have the intuition for the correct value.",0.95,"If they read carefully, I'd say 95%."
400,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.85,85%,0.9,90%
401,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.8,80,0.95,95
402,1b,BM,1,0.45,0,2.9,The banana would be $.45 since the magazine ($2.45) + $.45 equals $2.90.,1,0.1,1,0.1,0.10 dollars,1,100%. My math was sound.,1,100%. That's the exact change given.,0.6,Less than the first one due to the difference in values and less obvious solution. Let's say maybe 60%.,0.85,I guess about 85% might get it correct based on the simplicity of the question and if they read it properly.
403,1b,BM,0,2,0,2.7,"It's hard to tell because they did not give information about either of their prices. However, assuming they did give enough information: Banana = X. Magazine is X+2. So 3X=6.3 or 3(x)=2.1 or x=$2.10/3. So x=$0.70. That makes Magazine=$0.70+$2.00. Mag=$2.70",1,0.1,1,0.1,$0.10,0.95,"Well I did that math pretty fast. Probably around 95%. If it wasn't right, then at least one part had a mistake, and if there was an error, maybe someone can point it out so we all learn something from this.",0.011,"99%. I'm pretty sure that if they ask for the price of both, it would be $1.10.",0.02,"Again, it depends on carefulness and comprehension ability, but maybe only 20-30%. Many will add up the costs without realizing that difference of $2 between magazine & banana, others just make algebra mistakes. It is hard for some because of how it presents the data, especially with multiple numbers thrown in as answers rather than separate questions with simple addition or subtraction involved.",0.5,"About 50%, depending on how carefully they read/understand the question. Some may assume both items together have the same price."
404,1b,BM,0,1.45,0,0.1,"$1.45 for bananas. Again, this is an estimation and may involve rounding up/down slightly based on decimal points, so let's say +-.05c. It took me a little longer to do these ones because of being unsure how specific the answers were expected to be, especially if using calculus or another type of exact solution. If necessary, we could assume there aren't decimals and add or subtract .10c from that result.",1,0.1,1,0.1,".10 or ten cents. I guess the wording was tricky, since one cent could be rounded up to ten. But assuming it was intended as ""How much more?"" the answer is one cent.",,"About seventy-five. It was easy to solve, but hard to say how accurate my approximation is due to uncertainty around exactly which formulation is required for optimal precision. I believe in general people prefer dealing with whole numbers.",0.7,70 percent. That's an approximation.,0.029,"Around sixty; however some won't consider whether both items should total $2.90 evenly when computing the price of one object relative to another, so possibly less. Some people might simply add two and then take away the price of one without bothering to calculate how much each component contributes.",,"Maybe fifty, although if people think like me and question their initial intuition that it must cost something extra they might come close to understanding why five cents isn't sufficient. But maybe my answer's not typical either; some people will just automatically subtract instead of figuring out what must be added, because we hear more about adding than taking away in mathematics education. I also think the word ""together"" makes it somewhat unclear; without that phrase the correct answer would probably be immediately obvious to almost everybody."
405,1b,BM,0,90,0,90,90 cents,1,10,1,10,10 cents,0.95,95%,0.95,95%,0.8,80%,0.75,75%
406,1b,BM,0,90,0,90,90 cents,1,10,1,10,10 cents,1,100%,1,100%,0.8,80%,0.95,95%
407,1b,BM,0,90,0,90,90 cents,1,10,1,10,10 cents,0.95,95%,0.95,95%,0.6,60%,0.75,75%
408,1b,BM,0,90,0,90,90 cents,1,10,1,10,10 cents,0.9,90%,0.95,95%,0.6,60%,0.75,75%
409,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.8,80,0.95,95
410,1b,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,0.85,85,0.95,95,0.6,60,0.7,70
411,1b,BM,0,,0,,Fifty cents.,0,,0,,Ten cents.,0.95,95%. I am very sure.,0.95,95%. I am very sure.,0.8,80%,0.9,90%
412,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.9,90,1,100,0.8,80,0.9,90
413,1b,BM,1,0.45,0,2.45,"Banana = 0.45 cents, Magazine = 2.45 dollars",0,,0,,"The answer can't be given without further information, I don't know how much tax was added, or if there were any coupons used on the purchase.",0.75,75%,0.25,25%,0.6,60%,0.35,35%
414,1b,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,0.75,75%,0.9,90%,0.8,80%,0.95,95%
415,1b,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,0.85,85,0.95,95,0.7,70,0.9,90
416,1b,BM,0,90,0,90,90 cents,1,10,1,10,10 cents,0.95,95,1,100,0.9,90,0.75,75
417,1b,BM,1,45,0,1.9,45 cents. This one I did algebra: B + M = 2.9 and M = 2+B then substitute for M with 2B = 1.9,1,0.1,1,0.1,$.10 cents. I used subtraction: 1.10 -1 = .10,0.9,90%,0.99,99%,0.65,"65%, many don’t understand algebra or arithmetic well.",0.95,"95%, because I assume everyone knows that method."
418,1b,BM,0,2,0,0.9,This requires solving an equation: banana = X; Magazine = X + 2. Then setting up an equation with the known costs: 2.90 = X + (X + 2). Solving this equation yields a value for X: the Banana costs .90 cents.,1,10,1,0.1,"The eraser would cost 10 cents ($.10), since that is what's left when subtracting the price of the pencil from the total.",0.001,"As long as I didn't make any calculation errors, I would say that I'm totally sure. Let me check my math. OK! I double checked. It's correct. So...100%.",1,I am 100% confident.,,"Probably quite high. If people are like me, they probably have some prior experience doing simple subtraction and algebraic reasoning, which could help solve such problems.",0.9,"Based on my understanding of addition, I expect nearly all participants to solve it correctly, so maybe 90% at worst?"
419,1b,BM,1,0.45,0,-0.05,"It depends on the type of banana and also its condition, freshness...and maybe size..But in this situation just by observing their prices when shopping we know that magazines aren't too cheap while bananas might be affordable due to promotional sales thus it can range but an average estimate is approximately $0.45-.05 based off other products with similar value.",1,0.1,1,0.1,.10,,Pretty unsure at the time being; I can be corrected or informed to alter my initial thought since I cannot confirm anything as fact yet unless presented evidence otherwise.,,I'm completely certain.,-0.45,Given different mathematical backgrounds for individuals worldwide there isn't a clear cut answer; however taking into account simple logic & intuitive reasoning capabilities then perhaps around 35-45% correct answers can be expected although I personally hope many do indeed solve it properly!,,Almost certainly most people will get this right because it has been seen as a trick question before and many have been warned against such misconceptions so I believe close to everyone if not all.
420,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.8,80%
421,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.8,80%
422,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.9,90%
423,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.75,75%,0.9,90%,0.5,50%,0.8,80%
424,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.9,90%,1,100%,0.75,75%,0.95,95%
425,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.9,90,0.8,80
426,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.75,75%,1,100%,0.5,50%,0.8,80%
427,2a,BM,1,0.45,0,2.9,"$.45 (The banana costs $.45 because if the magazine was $.45 more, then it would be $2.45 which added to $.45 for the banana equals $2.90)",1,0.1,1,0.1,$0.10 (If the pencil costs $1 and they have $1.10 then there’s only $0.10 left for the eraser.),1,100%,1,100%,0.6,60%,0.85,85%
428,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.6,60,0.7,70,0.3,30,0.9,90
429,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.7,70,0.95,95
430,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.3,30,0.6,60
431,2a,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,0.8,80,1,100,0.3,30,0.85,85
432,2a,BM,0,0.9,0,0.9,0.90,1,0.1,1,0.1,0.10,1,100%,1,100%,0.75,75%,0.6,60%
433,2a,BM,0,0.9,0,0.9,$0.90,1,0.1,1,0.1,$.10,1,100%,1,100%,0.95,95% or greater,0.45,"I think around 45%. It’s because some may just think about the cost of an item divided by the total, but sometimes it isn’t right to do that, for example if one thing is free and the other was one dollar. The total would be a dollar with no fraction involved even though one was given for free."
434,2a,BM,1,0.45,0,2.9,"$0.45, because $0.45 + $2 = $2.90.",0,80,0,80,"My immediate answer is that the eraser would then cost ten cents, but my confidence is now only 80%, due to recent studies which suggest our brain can often perform such calculations quickly using shortcuts called ""heuristics,"" resulting in mistakes; upon second thought I may be making the same mistake, because there may not have been a predetermined price for each item initially, rather one was created when they were bundled together at this particular value - hence requiring a bit more thought or review, though I think most will assume incorrectly based upon the initial layout of this information, since that's likely how the information came about initially (with separate costs already established).",1,"I am 100% confident in my answer, as this seems like it must be correct based on simple subtraction and addition principles.",0.8,80%,0.67,"67%, as many individuals would understand basic math and find this type of question straightforward; some will solve this intuitively while others might calculate an accurate response.",0.33,"Around 33%. Since we don't typically use heuristics with this type of problem setup and need additional reasoning steps, even if participants do arrive at correct answers some might not feel secure in their methods, causing lower overall scores than those seen earlier."
435,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.8,80%
436,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.75,75,0.8,80
437,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.9,90%
438,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.5,50,0.75,75
439,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.5,50,0.8,80
440,2a,BM,1,0.45,0,2.45,"$.45, because if the magazine costs $2 more than the banana, then it must be that the banana costs half the price of the magazine, which would make the banana $.45 (and the magazine $2.45).",1,0.1,1,0.1,"$.10, because if the pencil costs $1, then the eraser must cost the remaining amount, which is $.10.",1,"100%, I used basic algebra to solve it.",1,"100%, it's simple subtraction.",0.75,75%.,0.99,99%.
441,2a,BM,1,0.45,1,0.45,$0.45 (correct),1,0.1,1,0.1,$0.10 (incorrect; free),0.95,95%,0.85,85%,0.6,60%,0.75,75%
442,2a,BM,1,0.45,0,2,"The banana costs $0.45 (the magazine, at $2.45, costs $2 more).",1,0.1,1,0.1,$0.10,1,100%,1,100%,0.5,50% (at most),0.8,80% or higher
443,2a,BM,0,0.9,0,0.9,0.9,1,0.1,1,0.1,0.1,0.9,90,1,100,0.7,70,0.85,85
444,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.75,75,1,100,0.35,35,0.8,80
445,2a,BM,1,0.45,0,2,".45 cents (banana) + $2 (magazine) = $2.45 (total). If I subtract the .45 for the banana, then the magazine would be $2.",1,0.1,1,0.1,$.10 cents,0.63,I am 63% confident that this answer is correct.,1,100%.,0.5,About 50%.,0.9,At least 90% or so.
446,2a,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,0.95,95%,1,100%,0.6,60%,0.85,85%
447,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.95,95%,1,100%,0.75,75%,0.85,85%
448,2a,BM,1,0.45,1,0.45,The banana costs .45 cents,1,0.1,1,0.1,The eraser costs $.10,,I am totally sure,,Totally sure,0.5,"Maybe about half right or something like that, say, 50%",1,All correct so probably 100%.
449,2a,BM,0,60,0,2,"60 cents. [I solved for half the price of both, then corrected to subtracting $2 from that figure]",1,10,1,10,10 cents.,0.5,50,0.75,75,0.85,85,0.95,95
450,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.6,60%,0.75,75%
451,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.6,60%,0.75,75%
452,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.6,60%,0.75,75%
453,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.5,50%,0.75,75%
454,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.75,75%,0.5,50%
455,2b,PE,0,10,0,1.1,Eraser costs 10 cents; Pencil costs $1.10,1,90,1,90,90 cents,1,100,1,100,0.75,75,0.5,50
456,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.75,75%,0.75,75%
457,2b,PE,1,0.05,1,0.05,"The eraser costs $0.05 and the pencil costs $1.05. This can be determined by subtracting the price of the pencil ($1.05) from the total price ($1.10), which leaves $0.05 for the eraser.",1,0.9,0,2,The banana costs $0.90 because that's what is left over after buying the magazine for $2.,0.0105,100%. I am totally sure that the eraser costs $0.05 and the pencil costs $1.05.,0.009,100%. I am totally sure that the banana costs $0.90.,0.6,60%. I think many people might struggle with this problem because they try to add the two prices instead of subtracting them.,0.8,80%. I think most people would get the answer correct.
458,2b,PE,1,0.05,0,1.05,Eraser costs $.05; Pencil costs $1.05.,1,0.9,1,0.9,$.90,,I feel quite confident that my answer is correct but would like to see if others agree.,1,I am 100% sure that my answer is correct.,,At least half of the people should be able to solve it because the question is straightforward.,0.5,I think at least 50% of people answered correctly.
459,2b,PE,1,0.05,1,0.05,0.05,1,0.9,1,0.9,0.9,1,100%,1,100%,0.5,50%,0.65,65%
460,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90,0.9,90,0.4,40,0.5,50
461,2b,PE,1,5,0,1.05,Eraser=5 cents and Pencil=1.05 dollars. But I think many people will get this one wrong.,1,90,1,90,90 cents,0.7,70,1,100,0.3,30,0.5,50
462,2b,PE,1,0.05,0,1.1,"Oh! That’s trickier… Ok let me think for a sec…. Well if we calculate it backwards then $0.05 for the eraser makes sense – $1.05 for the pencil gives us the correct total, $1.10... Yup that works, hah. Took me a sec!",1,0.9,1,0.9,"$0.90. I know this because the magazine costs $2 and the total cost is $2.90, so there's a $0.90 difference between them which must be the price of the banana.",0.75,"About 75%, since I needed some time to figure out the correct answer.",1,100%,0.4,"Probably less than half given its complexity, so maybe around 40%.",0.8,"About 80%, based on my intuition that some will solve it while others may not."
463,2b,PE,0,0.1,0,0.1,"Okay. This one actually made me stumble because it seems simple at first glance but then when I saw 'one more' part I kind of just thought, if a pencil was two dollars...then an eraser would have to be less than one dollar. But, the way that it says that the pencil is a dollar more, means it would only be .10 cents because otherwise they would equal two dollars exactly. So, an eraser should only be $.10. I don't think I've seen this one before so that made me trip up, and I had to rethink how I read through that question. It took a minute longer, but I eventually came back with the answer.",1,0.9,0,2.9,"The banana costs $.90. I think what happens here is a lot of people might misread this as, ""a banana costs $.29"". And so they go ""let's subtract that from 2.90, and then you find out how much it really costs.""",0.9,"Oh gosh, um. If it's between 85-90%. You know, sometimes I make math errors even though this one seems pretty logical, so I would put it closer to the high 80's, probably 90% that my answer's correct.",1,100%. Yeah. Definitely correct on this one.,0.002,"For this one, maybe it would still be relatively high around the same as last time...around 60-75%. Although some may misread ""one dollar more"" for ""more than half,"" and come to a wrong conclusion that pencil is $2 and eraser .20 cents. However, given how specific the numbers were and since they could have been anything at all, I don’t think those types of errors will affect the result that much.",0.75,"Oh, this one would probably be high, maybe like 75%, but there might still be a good number of people that could be thrown off by something."
